mdomid	ogsid
LOC101893083_XP_005185152.1	27428.1.1
LOC101887823_XP_005192194.1	24162
LOC101900497_XP_005183762.1	8198
LOC101901127_XP_005177425.1	27203
LOC101899247_XP_005187344.1	20054
LOC101895518_XP_005175743.1	25031
LOC101887502_XP_005182299.1	14063
LOC101893839_XP_005175370.1	849
LOC101891660_XP_005186877.1	19395
LOC101891876_XP_005185145.1	4919
LOC101897595_XP_005189279.1	19167
LOC101895721_XP_005181752.1	25238
LOC101898889_XP_005185774.1	2643
LOC101897661_XP_005191778.1	21
LOC101891936_XP_005185057.1	787
LOC101900004_XP_005175820.1	26491
LOC101892707_XP_005175046.1	13754.1
LOC101891093_XP_005175720.1	11337
LOC101897241_XP_005186823.1	21749
LOC101889593_XP_005186201.1	21690
LOC101896653_XP_005187919.1	10899
LOC101892985_XP_005189336.1	15279
LOC101893837_XP_005175052.1	17614
LOC101892820_XP_005191434.1	16097
LOC101889087_XP_005188495.1	4451
LOC101898256_XP_005182361.1	9710
LOC101901513_XP_005178191.1	26756
LOC101898179_XP_005178437.1	19956
LOC101897756_XP_005184923.1	9405
LOC101898233_XP_005175234.1	7801
LOC101898685_XP_005189763.1	14413.1.2
LOC101900340_XP_005188475.1	5137.2
LOC101890282_XP_005191088.1	16308
LOC101900484_XP_005180739.1	4886
LOC101895893_XP_005180894.1	172
LOC101889416_XP_005183693.1	21554
LOC101888940_XP_005181624.1	22973
LOC101893164_XP_005188940.1	13772
LOC101894108_XP_005186649.1	12917
LOC101889596_XP_005186460.1	20149
LOC101892133_XP_005175595.1	22544
LOC101889177_XP_005181027.1	173
LOC101899766_XP_005189854.1	2112
LOC101894696_XP_005179209.1	4748
LOC101892390_XP_005183877.1	11946
LOC101900449_XP_005190408.1	14873.1
LOC101894062_XP_005191029.1	15214
LOC101890546_XP_005185555.1	20694
LOC101900804_XP_005187772.1	5720
LOC101894735_XP_005176118.1	4842
LOC101889023_XP_005189313.1	33
LOC101895344_XP_005175143.1	24134
LOC101894013_XP_005175735.1	4571.1
LOC101900002_XP_005175087.1	25820
LOC101892676_XP_005184140.1	14740.1
LOC101894674_XP_005190156.1	17599
LOC101891229_XP_005183791.1	8124
LOC101889562_XP_005192127.1	7627.1
LOC101892745_XP_005188854.1	20017
LOC101893617_XP_005192225.1	6309.1
LOC101893560_XP_005192147.1	17979
LOC101894892_XP_005191762.1	18081
LOC101892391_XP_005184572.1	21993
LOC101900935_XP_005191230.1	16344
LOC101887351_XP_005187188.1	23012
LOC101890895_XP_005186960.1	812
LOC101892967_XP_005183625.1	25546
LOC101892158_XP_005182417.1	10222
LOC101890097_XP_005185948.1	9961
LOC101890566_XP_005192209.1	4513
LOC101893777_XP_005189900.1	2204.1
LOC101893187_XP_005179373.1	27447
LOC101891378_XP_005191741.1	9423
LOC101899020_XP_005186743.1	1794
LOC101899436_XP_005189146.1	14577
LOC101888136_XP_005184468.1	7836
LOC101895653_XP_005180441.1	22721
LOC101888736_XP_005191079.1	25568
LOC101895680_XP_005188536.1	7464
LOC101891342_XP_005180509.1	15486
LOC101888592_XP_005184552.1	2884
LOC101899255_XP_005189374.1	19020
LOC101894020_XP_005178067.1	16967
LOC101891643_XP_005182079.1	7817
LOC101894373_XP_005178943.1	26691
LOC101888102_XP_005191881.1	21924
LOC101895871_XP_005176038.1	8408
LOC101896278_XP_005179837.1	11980
LOC101896349_XP_005184069.1	2103
LOC101895271_XP_005188953.1	25737
LOC101897497_XP_005178171.1	9466
LOC101898497_XP_005184854.1	24879
LOC101898539_XP_005182127.1	16825
LOC101894394_XP_005186717.1	2204.1
LOC101896276_XP_005179308.1	9579
LOC101892388_XP_005182948.1	15430
LOC101894644_XP_005180349.1	19802
LOC101888562_XP_005175024.1	7971
LOC101898917_XP_005192174.1	2094
LOC101896680_XP_005176583.1	10133
LOC101892374_XP_005178227.1	21651
LOC101897594_XP_005188803.1	1630
LOC101899605_XP_005190403.1	24287
LOC101887489_XP_005177336.1	19511
LOC101897187_XP_005189134.1	9477
LOC101897237_XP_005186080.1	5888
LOC101890269_XP_005188054.1	154
LOC101889241_XP_005183279.1	931
LOC101897829_XP_005190005.1	19323
LOC101892595_XP_005175521.1	25151
LOC101893662_XP_005188339.1	16806
LOC101895610_XP_005185982.1	22357
LOC101899589_XP_005184774.1	5810
LOC101892599_XP_005176105.1	6343
LOC101898646_XP_005179851.1	10464
LOC101899349_XP_005180560.1	25338
LOC101891625_XP_005178661.1	19109
LOC101891171_XP_005180237.1	18875
LOC101888097_XP_005189950.1	9930.1.1.1
LOC101896156_XP_005178075.1	12927
LOC101895189_XP_005180001.1	14452
LOC101895672_XP_005186154.1	530
LOC101893591_XP_005184907.1	10748
LOC101890823_XP_005180862.1	11596
LOC101894564_XP_005188079.1	12982
LOC101895400_XP_005191541.1	5025
LOC101892015_XP_005190696.1	26613
LOC101892153_XP_005181555.1	8895
LOC101891609_XP_005190213.1	11878
LOC101896958_XP_005190313.1	14356.1.2.1
LOC101897833_XP_005190643.1	10470
LOC101896092_XP_005188794.1	22327
LOC101894461_XP_005190792.1	12469
LOC101900309_XP_005179422.1	19515
LOC101901786_XP_005177851.1	20272
LOC101891585_XP_005183953.1	17298
LOC101897368_XP_005189840.1	26199
LOC101891412_XP_005185559.1	10384.2.1.1.1
LOC101892026_XP_005175441.1	16891
LOC101897201_XP_005174989.1	10115.2
LOC101898444_XP_005187417.1	18107
LOC101889756_XP_005185046.1	763
LOC101891448_XP_005179640.1	10117
LOC101899739_XP_005180916.1	6770
LOC101897447_XP_005178786.1	27384
LOC101901431_XP_005187687.1	8267
LOC101889623_XP_005177787.1	20825
LOC101891663_XP_005188062.1	4432
LOC101896148_XP_005175874.1	16456.2
LOC101897957_XP_005179316.1	21240
LOC101887436_XP_005178548.1	2561
LOC101894970_XP_005180173.1	7557
LOC101887895_XP_005180396.1	13156
LOC101900902_XP_005181957.1	2073.1
LOC101888902_XP_005187370.1	21673
LOC101892931_XP_005190529.1	26436
LOC101895072_XP_005180531.1	5445
LOC101891788_XP_005175724.1	27443
LOC101897771_XP_005189280.1	26485
LOC101887604_XP_005191156.1	12193
LOC101899712_XP_005189616.1	18694
LOC101888620_XP_005191963.1	26436
LOC101900649_XP_005178540.1	10601
LOC101888357_XP_005182566.1	199
LOC101889359_XP_005183201.1	22391
LOC101896829_XP_005185912.1	6491
LOC101898633_XP_005175395.1	6199
LOC101890173_XP_005175349.1	24936
LOC101897980_XP_005187496.1	24919
LOC101899731_XP_005178018.1	21215
LOC101891411_XP_005185391.1	4783
LOC101888871_XP_005177950.1	14524.1
LOC101897662_XP_005191852.1	2339
LOC101900643_XP_005176691.1	23509
LOC101901362_XP_005183264.1	3831
LOC101891582_XP_005183616.1	17927
LOC101888627_XP_005177343.1	9989.1
LOC101894527_XP_005177205.1	7780
LOC101894167_XP_005185409.1	20269
LOC101888352_XP_005181453.1	18813.2
LOC101891126_XP_005186468.1	7288
LOC101900867_XP_005188206.1	13961
LOC101899064_XP_005184600.1	25060
LOC101887634_XP_005183934.1	14111
LOC101895861_XP_005190382.1	13001
LOC101896209_XP_005177818.1	20527.2
LOC101890237_XP_005178391.1	1283
LOC101895846_XP_005185500.1	17809.2.2
LOC101890563_XP_005191422.1	13522.1.1.1
LOC101899009_XP_005183251.1	123
LOC101894864_XP_005182606.1	17230
LOC101893140_XP_005182771.1	9418
LOC101887403_XP_005184618.1	9710
LOC101892734_XP_005185482.1	15783
LOC101893090_XP_005186972.1	201
LOC101899781_XP_005176424.1	14355
LOC101889015_XP_005186949.1	1386
LOC101900448_XP_005189857.1	9215
LOC101890621_XP_005190351.1	641
LOC101899371_XP_005186508.1	12789
LOC101888417_XP_005181276.1	6761
LOC101889186_XP_005183779.1	4772
LOC101890295_XP_005176805.1	12376
LOC101894052_XP_005187474.1	17607
LOC101895105_XP_005190303.1	23930
LOC101891715_XP_005187976.1	7009
LOC101892052_XP_005185652.1	5652
LOC101894479_XP_005178327.1	1528
LOC101896537_XP_005186819.1	12231
LOC101897731_XP_005177669.1	24980
LOC101895509_XP_005190955.1	10565
LOC101894109_XP_005186804.1	19895
LOC101894053_XP_005188077.1	18022
LOC101899386_XP_005190564.1	26983
LOC101892914_XP_005186798.1	23511
LOC101896244_XP_005187411.1	7149.2
LOC101889133_XP_005185806.1	4049.2
LOC101895857_XP_005189523.1	25364
LOC101887980_XP_005189560.1	24749.1
LOC101889435_XP_005188140.1	11899
LOC101888469_XP_005180221.1	15811
LOC101894989_XP_005187320.1	24089
LOC101891432_XP_005191427.1	21823
LOC101888767_XP_005183689.1	2457
LOC101900625_XP_005189772.1	24661
LOC101899451_XP_005176059.1	12119
LOC101900699_XP_005191794.1	2883.1
LOC101893732_XP_005175662.1	18024
LOC101889612_XP_005191004.1	7226
LOC101896017_XP_005184754.1	11453
LOC101901138_XP_005182377.1	2313
LOC101893119_XP_005175600.1	1229
LOC101893692_XP_005180879.1	22899
LOC101901753_XP_005183931.1	17024
LOC101893430_XP_005186309.1	7774.2
LOC101893699_XP_005183719.1	17120
LOC101898453_XP_005190734.1	9672.2
LOC101896947_XP_005188005.1	16209
LOC101894008_XP_005191611.1	9419
LOC101889960_XP_005176182.1	10766
LOC101898490_XP_005182987.1	27034.1
LOC101896205_XP_005176580.1	26640
LOC101898052_XP_005192246.1	24127
LOC101896882_XP_005183650.1	12134
LOC101893915_XP_005179741.1	15054
LOC101892929_XP_005189895.1	20462
LOC101898552_XP_005185772.1	9410
LOC101899002_XP_005181856.1	7145
LOC101900274_XP_005187350.1	2496
LOC101887724_XP_005178114.1	26775
LOC101892452_XP_005185888.1	17809.1.1.1
LOC101899414_XP_005183755.1	15309
LOC101901691_XP_005182824.1	362
LOC101887860_XP_005188663.1	3494
LOC101892873_XP_005189662.1	2525.1
LOC101895541_XP_005180798.1	16359
LOC101896134_XP_005189128.1	7713
LOC101896314_XP_005192160.1	12453
LOC101890971_XP_005191176.1	23512
LOC101890196_XP_005183863.1	23561
LOC101901213_XP_005188480.1	5137.2
LOC101901796_XP_005182559.1	14367
LOC101895615_XP_005187653.1	3643
LOC101899455_XP_005176862.1	17402
LOC101895995_XP_005177395.1	16701
LOC101889043_XP_005176625.1	10623
LOC101887321_XP_005177154.1	3668
LOC101901632_XP_005182558.1	1481
LOC101889395_XP_005176627.1	11998
LOC101898901_XP_005189287.1	11634
LOC101897987_XP_005189217.1	23659
LOC101893193_XP_005180699.1	12457
LOC101897435_XP_005175545.1	10607
LOC101891840_XP_005189970.1	2902
LOC101899982_XP_005186262.1	27294
LOC101901575_XP_005181014.1	15385.1
LOC101900860_XP_005186441.1	22941
LOC101894188_XP_005175372.1	19332
LOC101900057_XP_005190259.1	18198
LOC101895137_XP_005182011.1	6329.2
LOC101888916_XP_005191080.1	25603
LOC101897149_XP_005177221.1	9775
LOC101889466_XP_005178913.1	17614
LOC101899936_XP_005188732.1	22833
LOC101893223_XP_005189977.1	5943
LOC101891904_XP_005175202.1	9654
LOC101896936_XP_005185002.1	10168
LOC101900889_XP_005178899.1	22699.1.2
LOC101896861_XP_005176934.1	1347
LOC101897665_XP_005175683.1	10806
LOC101888246_XP_005181275.1	1290
LOC101894795_XP_005176482.1	18375
LOC101889926_XP_005183696.1	6428
LOC101895217_XP_005188083.1	3585
LOC101890245_XP_005181120.1	12214
LOC101899833_XP_005175003.1	25466
LOC101901631_XP_005182472.1	22822
LOC101897521_XP_005186589.1	23022
LOC101898514_XP_005189220.1	22729
LOC101891511_XP_005178136.1	26896.2
LOC101899666_XP_005175973.1	19224.1
LOC101900692_XP_005190021.1	19903.1
LOC101887618_XP_005179792.1	26407
LOC101898658_XP_005182541.1	7389
LOC101901533_XP_005185929.1	23037
LOC101889488_XP_005186116.1	2048
LOC101901215_XP_005188986.1	500
LOC101892173_XP_005186131.1	4476
LOC101900565_XP_005186606.1	25492
LOC101888674_XP_005190588.1	4874
LOC101893910_XP_005179204.1	21823
LOC101901303_XP_005181264.1	8100
LOC101900234_XP_005191569.1	10778
LOC101896832_XP_005187662.1	17159
LOC101887901_XP_005183009.1	2204.2
LOC101897784_XP_005177030.1	22271
LOC101894301_XP_005191991.1	10591
LOC101887551_XP_005176878.1	10615
LOC101900131_XP_005178182.1	6596
LOC101887438_XP_005179072.1	22402
LOC101888681_XP_005192044.1	19864
LOC101896044_XP_005176402.1	13893
LOC101897923_XP_005186336.1	24371
LOC101898820_XP_005180645.1	4656.2.1.2
LOC101890213_XP_005189493.1	1969
LOC101891482_XP_005188153.1	26719
LOC101899657_XP_005190329.1	5908
LOC101899075_XP_005187343.1	21808
LOC101899707_XP_005188471.1	18660.1
LOC101890420_XP_005180683.1	23821
LOC101894442_XP_005186809.1	4875
LOC101893672_XP_005175133.1	4404
LOC101896799_XP_005175805.1	12612
LOC101892070_XP_005190216.1	11878
LOC101888289_XP_005178203.1	23816
LOC101891109_XP_005181639.1	6053
LOC101892435_XP_005180423.1	639
LOC101888695_XP_005179171.1	25723.1
LOC101896379_XP_005176844.1	15697
LOC101893576_XP_005179472.1	15643.1.1
LOC101892365_XP_005175044.1	215
LOC101895895_XP_005181145.1	23136
LOC101887998_XP_005177255.1	10800
LOC101890928_XP_005178482.1	8033
LOC101892824_XP_005175730.1	24756.1.1
LOC101900474_XP_005178538.1	22858
LOC101888806_XP_005176797.1	11347
LOC101897788_XP_005178006.1	1282
LOC101898346_XP_005191856.1	3060
LOC101893408_XP_005178852.1	12179
LOC101887861_XP_005188908.1	3889
LOC101889459_XP_005176889.1	25304
LOC101890412_XP_005178479.1	8033
LOC101894459_XP_005190622.1	7165
LOC101901031_XP_005186268.1	24715
LOC101892099_XP_005182245.1	11242.2
LOC101892385_XP_005180514.1	6976
LOC101898640_XP_005178011.1	2592
LOC101891748_XP_005180774.1	2697
LOC101896345_XP_005182971.1	10789
LOC101897334_XP_005178696.1	2905.2
LOC101890537_XP_005182936.1	24153
LOC101896287_XP_005182704.1	20738
LOC101895880_XP_005178248.1	9107
LOC101899512_XP_005176514.1	6304
LOC101891161_XP_005177965.1	2302
LOC101900724_XP_005181956.1	7027.1
LOC101896889_XP_005186078.1	19621
LOC101889570_XP_005177264.1	9192
LOC101899230_XP_005182723.1	13043
LOC101899715_XP_005190106.1	25688
LOC101889245_XP_005185044.1	21742
LOC101896237_XP_005186241.1	15460.1
LOC101896846_XP_005190963.1	7734
LOC101894375_XP_005180169.1	97
LOC101889372_XP_005187873.1	23589
LOC101897250_XP_005189530.1	24775
LOC101893046_XP_005190784.1	24753
LOC101888693_XP_005178381.1	837
LOC101888055_XP_005178116.1	16884
LOC101900647_XP_005177683.1	2296
LOC101900501_XP_005185697.1	16532.2
LOC101890277_XP_005190349.1	24613
LOC101901526_XP_005183003.1	9215
LOC101892631_XP_005187390.1	1015
LOC101888110_XP_005177612.1	10912.1
LOC101895156_XP_005188350.1	5495
LOC101901045_XP_005188985.1	500
LOC101893284_XP_005191104.1	16478
LOC101900289_XP_005191064.1	9991
LOC101899998_XP_005191708.1	24625
LOC101900592_XP_005176607.1	15333
LOC101898065_XP_005177754.1	11242.1
LOC101897067_XP_005187576.1	1710
LOC101887920_XP_005188574.1	25379
LOC101892399_XP_005186304.1	2503
LOC101895065_XP_005178157.1	18301
LOC101891514_XP_005178562.1	19867
LOC101890875_XP_005179544.1	25617
LOC101890578_XP_005177270.1	8983
LOC101895602_XP_005181666.1	12273
LOC101891338_XP_005179280.1	7790
LOC101891134_XP_005188236.1	5048.1
LOC101900660_XP_005181091.1	9663
LOC101893280_XP_005190293.1	22239
LOC101887776_XP_005177854.1	5139
LOC101892338_XP_005185238.1	16467
LOC101898217_XP_005189608.1	15329
LOC101888557_XP_005191078.1	18742
LOC101887588_XP_005187692.1	23569
LOC101895892_XP_005180800.1	26791
LOC101898978_XP_005191056.1	23046
LOC101889381_XP_005189876.1	26281
LOC101892776_XP_005178848.1	10939
LOC101900749_XP_005189154.1	8676
LOC101891917_XP_005179642.1	1151
LOC101888093_XP_005188993.1	10578
LOC101888424_XP_005182924.1	11314
LOC101896232_XP_005185421.1	18385
LOC101887455_XP_005183440.1	7249
LOC101888271_XP_005188994.1	15752
LOC101887869_XP_005191074.1	21933
LOC101898229_XP_005192014.1	9751
LOC101900322_XP_005182815.1	4065
LOC101897424_XP_005187664.1	19274
LOC101896648_XP_005185761.1	6924
LOC101891578_XP_005181726.1	20795
LOC101890265_XP_005186693.1	4299.1.1
LOC101900023_XP_005181256.1	3263
LOC101892950_XP_005178849.1	9662
LOC101892977_XP_005187133.1	24588
LOC101898260_XP_005183658.1	6183
LOC101891046_XP_005179636.1	5787
LOC101897310_XP_005189213.1	4938
LOC101901504_XP_005175828.1	2979
LOC101894688_XP_005177737.1	16132
LOC101896480_XP_005188959.1	19758.1.1.1
LOC101894307_XP_005176116.1	18646
LOC101889104_XP_005176083.1	9515
LOC101898095_XP_005187582.1	25140
LOC101895996_XP_005177484.1	22871
LOC101895275_XP_005189743.1	17094
LOC101894628_XP_005191192.1	27433
LOC101894306_XP_005175863.1	16327
LOC101893183_XP_005178495.1	1846
LOC101888742_XP_005175104.1	25584
LOC101894809_XP_005181919.1	2731
LOC101887315_XP_005175413.1	2114
LOC101900619_XP_005187683.1	23394
LOC101893992_XP_005185972.1	204
LOC101901128_XP_005177601.1	21134
LOC101899079_XP_005188642.1	18151
LOC101889897_XP_005192051.1	15277
LOC101895718_XP_005180893.1	17263
LOC101889519_XP_005177863.1	15771
LOC101887208_XP_005176966.1	18110
LOC101894475_XP_005177475.1	26763
LOC101895315_XP_005184514.1	14193.1
LOC101897081_XP_005176046.1	11163
LOC101894336_XP_005184656.1	16638
LOC101895538_XP_005180003.1	12366
LOC101887930_XP_005191880.1	10989
LOC101889388_XP_005192126.1	10766
LOC101894000_XP_005189194.1	16714
LOC101893102_XP_005189507.1	3679
LOC101891097_XP_005176461.1	1551
LOC101887416_XP_005188396.1	22841
LOC101891664_XP_005188154.1	13167
LOC101894709_XP_005184244.1	7503
LOC101900955_XP_005178807.1	11189
LOC101896275_XP_005178869.1	25183
LOC101897859_XP_005185260.1	11328
LOC101889037_XP_005175186.1	20613
LOC101892108_XP_005184402.1	26436
LOC101887394_XP_005180480.1	7027.1
LOC101898530_XP_005178178.1	6021.1
LOC101890000_XP_005188587.1	428.2
LOC101898801_XP_005190324.1	14005
LOC101893206_XP_005184143.1	4351
LOC101888244_XP_005179709.1	11457
LOC101889349_XP_005180052.1	25242
LOC101900492_XP_005182552.1	9385
LOC101891207_XP_005192136.1	17612
LOC101896359_XP_005186982.1	4401
LOC101891003_XP_005181806.1	5067
LOC101896211_XP_005177997.1	11128
LOC101888010_XP_005182564.1	20395.1.1.1
LOC101901483_XP_005187357.1	9453
LOC101891319_XP_005191596.1	15185.1.1.2
LOC101895855_XP_005189204.1	26813.2
LOC101890288_XP_005175508.1	25461
LOC101888306_XP_005183195.1	11562
LOC101892960_XP_005181909.1	13693
LOC101894814_XP_005183051.1	19369
LOC101892539_XP_005176286.1	9832
LOC101889160_XP_005175027.1	19332
LOC101887367_XP_005191072.1	3994
LOC101901243_XP_005179609.1	12807
LOC101896010_XP_005182789.1	24646
LOC101899623_XP_005179321.1	16186
LOC101890886_XP_005183949.1	20957.1
LOC101887642_XP_005186021.1	13542
LOC101892122_XP_005188330.1	5032
LOC101900855_XP_005185614.1	19893
LOC101892668_XP_005182085.1	21626
LOC101893497_XP_005188942.1	19000
LOC101888491_XP_005187444.1	22746
LOC101893340_XP_005177886.1	20464
LOC101891605_XP_005188239.1	8298
LOC101891010_XP_005184225.1	17360
LOC101899083_XP_005189373.1	18901
LOC101895958_XP_005185249.1	5300
LOC101900826_XP_005177513.1	13522.1.1.1
LOC101893922_XP_005181824.1	10498
LOC101897208_XP_005176586.1	19099
LOC101892316_XP_005180694.1	16456.2
LOC101896686_XP_005177664.1	21080
LOC101889423_XP_005185721.1	24941
LOC101889410_XP_005182065.1	7267
LOC101889827_XP_005187619.1	3105
LOC101889714_XP_005188407.1	12455
LOC101896928_XP_005181843.1	9121
LOC101893590_XP_005183541.1	13792
LOC101894723_XP_005188786.1	16467
LOC101894885_XP_005188787.1	16467
LOC101898588_XP_005177497.1	16381
LOC101897492_XP_005175682.1	17679
LOC101898168_XP_005190968.1	2965
LOC101890987_XP_005177795.1	1417
LOC101892624_XP_005185061.1	3960
LOC101887881_XP_005176259.1	18322
LOC101893750_XP_005181217.1	26321
LOC101897567_XP_005181155.1	11569
LOC101900384_XP_005184608.1	9710
LOC101895041_XP_005186234.1	3370
LOC101894386_XP_005184508.1	1709
LOC101887962_XP_005183193.1	755
LOC101896612_XP_005191846.1	12619
LOC101891958_XP_005175122.1	18576
LOC101887963_XP_005183357.1	17024
LOC101895287_XP_005174979.1	4843
LOC101899925_XP_005185355.1	25289
LOC101898659_XP_005182628.1	16376
LOC101890813_XP_005177794.1	15596
LOC101891100_XP_005177273.1	12690
LOC101895106_XP_005190379.1	3986
LOC101894171_XP_005186142.1	14693
LOC101895050_XP_005191195.1	5297
LOC101890844_XP_005187295.1	25363
LOC101899600_XP_005188645.1	11766
LOC101897885_XP_005192169.1	7141
LOC101891414_XP_005185882.1	17869
LOC101888778_XP_005186861.1	24224.2
LOC101896582_XP_005185587.1	9803
LOC101888081_XP_005185866.1	20015
LOC101897600_XP_005191048.1	13329
LOC101894493_XP_005182779.1	23815.1
LOC101892724_XP_005179988.1	12538
LOC101900856_XP_005185699.1	11688
LOC101891654_XP_005185732.1	14512
LOC101900679_XP_005185924.1	22353
LOC101899984_XP_005186840.1	12324
LOC101890524_XP_005177626.1	10990
LOC101898305_XP_005179769.1	18358
LOC101889822_XP_005186118.1	24685.2
LOC101889574_XP_005180406.1	21058
LOC101895694_XP_005175145.1	24134
LOC101896301_XP_005188268.1	7616
LOC101895719_XP_005180979.1	5261
LOC101895650_XP_005179833.1	10157
LOC101895954_XP_005183474.1	11848
LOC101887232_XP_005184617.1	9710
LOC101892983_XP_005188335.1	9439
LOC101899279_XP_005177591.1	6943
LOC101901343_XP_005176524.1	23953
LOC101890876_XP_005179890.1	14873.2
LOC101891125_XP_005185817.1	14638.1
LOC101900570_XP_005188735.1	18651
LOC101892658_XP_005178667.1	449
LOC101897462_XP_005182978.1	9305
LOC101892849_XP_005182682.1	6267
LOC101893286_XP_005191436.1	13076
LOC101890093_XP_005185225.1	18183
LOC101896018_XP_005184840.1	20336
LOC101891016_XP_005186296.1	25662
LOC101899872_XP_005186096.1	6305
LOC101894661_XP_005184832.1	23853
LOC101897308_XP_005188964.1	4385
LOC101894039_XP_005184330.1	27236
LOC101887783_XP_005179616.1	5141
LOC101892258_XP_005175934.1	9920
LOC101893226_XP_005191359.1	15203
LOC101891975_XP_005180333.1	11432
LOC101890606_XP_005186628.1	6207
LOC101888001_XP_005179259.1	12772
LOC101896894_XP_005186821.1	22252
LOC101898516_XP_005190008.1	13522.1.2.1.1.1.1
LOC101890569_XP_005175350.1	18283
LOC101900805_XP_005187943.1	26503
LOC101894028_XP_005181055.1	17956
LOC101889753_XP_005183604.1	9333
LOC101895395_XP_005190628.1	10049
LOC101894226_XP_005187902.1	4615
LOC101900672_XP_005183763.1	6183
LOC101899538_XP_005185103.1	24022
LOC101901655_XP_005190415.1	22320
LOC101888608_XP_005188311.1	1
LOC101894249_XP_005177381.1	3897
LOC101900437_XP_005186516.1	18034
LOC101889099_XP_005174860.1	14645
LOC101894268_XP_005183464.1	11848
LOC101899937_XP_005188892.1	20551
LOC101896777_XP_005187832.1	20879
LOC101900060_XP_005191568.1	15669
LOC101901309_XP_005183091.1	10500
LOC101899696_XP_005185194.1	10237
LOC101901752_XP_005183438.1	22328
LOC101901637_XP_005184786.1	8979
LOC101899863_XP_005183580.1	25575
LOC101901066_XP_005177148.1	1822.1
LOC101892859_XP_005185965.1	17479
LOC101889055_XP_005180404.1	23658
LOC101898763_XP_005177758.1	13159
PASA1_gene_55_PASA1_model_56	14147
LOC101888752_XP_005178291.1	27209
LOC101893704_XP_005184504.1	11666
LOC101891078_XP_005189574.1	4299.1.1
LOC101891116_XP_005183029.1	12536
LOC101897828_XP_005189758.1	23568
LOC101899165_XP_005178967.1	1389
LOC101898610_XP_005184768.1	26896.2
LOC101901033_XP_005186442.1	16433
LOC101898241_XP_005177408.1	22994
LOC101901694_XP_005183267.1	13364
LOC101893292_XP_005175601.1	5104
LOC101898809_XP_005176232.1	2357
LOC101900146_XP_005182550.1	3838
LOC101889496_XP_005188918.1	24685.1.1
LOC101897826_XP_005189048.1	8331
LOC101888004_XP_005180933.1	19987
LOC101899024_XP_005187502.1	8116
LOC101890294_XP_005176633.1	10236
LOC101899323_XP_005190327.1	1781
LOC101895608_XP_005185757.1	5839
LOC101895047_XP_005188442.1	11700
LOC101893026_XP_005184979.1	20527.2
LOC101899882_XP_005189060.1	11747
LOC101898006_XP_005178174.1	9466
LOC101893476_XP_005182090.1	19689.2
LOC101898324_XP_005185921.1	11801
LOC101892416_XP_005190289.1	18404
LOC101891685_XP_005176281.1	280
LOC101891856_XP_005176724.1	24437
LOC101892248_XP_005190940.1	9306
LOC101895737_XP_005186323.1	19224.2
LOC101895342_XP_005174814.1	13116
LOC101888161_XP_005192196.1	21852.1
LOC101896557_XP_005177820.1	13965.2
LOC101889831_XP_005188920.1	12612
LOC101895651_XP_005179917.1	20957.2
LOC101901569_XP_005179164.1	25792
LOC101892740_XP_005187221.1	11293
LOC101898651_XP_005180728.1	11457
LOC101889059_XP_005181457.1	16374.1
LOC101889191_XP_005184555.1	6723
LOC101899186_XP_005185268.1	5610
LOC101897024_XP_005174911.1	15024
LOC101893606_XP_005188695.1	9473
LOC101891488_XP_005189804.1	3829
LOC101899967_XP_005180381.1	16555
LOC101898913_XP_005191388.1	18901
LOC101887538_XP_005191406.1	22111
LOC101893924_XP_005182426.1	17993
LOC101892257_XP_005175852.1	11691
LOC101897977_XP_005186916.1	21124
LOC101901428_XP_005185532.1	3288
LOC101898373_XP_005185346.1	24888
LOC101894202_XP_005180168.1	15029
LOC101891569_XP_005177364.1	18896
LOC101893782_XP_005191439.1	21480
LOC101894833_XP_005189671.1	6687
LOC101899107_XP_005177590.1	271
LOC101888813_XP_005179531.1	20586
LOC101898816_XP_005179237.1	23706
LOC101891211_XP_005175845.1	20689
LOC101887940_XP_005177856.1	22304.2
LOC101892051_XP_005185394.1	22700
LOC101896913_XP_005178342.1	10615
LOC101892499_XP_005184048.1	13186
LOC101897431_XP_005191297.1	23775
LOC101897795_XP_005179846.1	18975
LOC101894184_XP_005191612.1	15840
LOC101897127_XP_005189045.1	12693.1
LOC101893666_XP_005189340.1	13363
LOC101890192_XP_005182312.1	5819
LOC101893686_XP_005179904.1	24955
LOC101894534_XP_005178859.1	23496
LOC101899060_XP_005183422.1	17614
LOC101889930_XP_005185382.1	7245
LOC101893052_XP_005192071.1	25283
LOC101898335_XP_005188280.1	24184
LOC101889136_XP_005186686.1	14692
LOC101897488_XP_005190966.1	6103
LOC101889343_XP_005177703.1	74
LOC101889008_XP_005183778.1	1531
LOC101901726_XP_005174848.1	16912
LOC101895447_XP_005189830.1	9950
LOC101888600_XP_005185462.1	11031
LOC101888127_XP_005182386.1	19717
LOC101896457_XP_005181841.1	27215
LOC101897945_XP_005175075.1	25956
LOC101900411_XP_005175625.1	812
LOC101901727_XP_005175017.1	7881
LOC101889051_XP_005179173.1	24974
LOC101896231_XP_005185173.1	12799
LOC101896311_XP_005191624.1	5071
LOC101892664_XP_005180873.1	21554
LOC101900490_XP_005182287.1	2905.2
LOC101899425_XP_005186004.1	12281.1
LOC101889302_XP_005182158.1	22431
LOC101888298_XP_005180847.1	23856
LOC101891006_XP_005182848.1	23473
LOC101895369_XP_005181834.1	6993
LOC101893412_XP_005179823.1	11032
LOC101892932_XP_005190613.1	27494
