mdom	type	dmel
LOC101900320_XP_005182373.1	1:1	FBgn0034405_FBpp0088908
LOC101900321_XP_005182551.1	1:1	FBgn0038613_FBpp0083073
LOC101900323_XP_005182996.1	1:1	FBgn0038751_FBpp0083231
LOC101900324_XP_005183177.1	1:1	FBgn0030786_FBpp0074104
LOC101900326_XP_005183761.1	1:1	FBgn0015522_FBpp0085978
LOC101900327_XP_005184453.1	1:1	FBgn0032198_FBpp0079542
LOC101900328_XP_005184533.1	1:1	FBgn0003416_FBpp0074009
LOC101900329_XP_005185023.1	1:1	FBgn0085336_FBpp0290301
LOC101900330_XP_005185696.1	1:1	FBgn0031580_FBpp0077195
LOC101900331_XP_005185922.1	n:1	FBgn0001112_FBpp0081114
LOC101900332_XP_005186264.1	n:1	FBgn0051665_FBpp0088727
LOC101900333_XP_005186438.1	1:1	FBgn0260451_FBpp0110283
LOC101900334_XP_005186842.1	1:1	FBgn0027582_FBpp0079815
LOC101900336_XP_005187178.1	n:n	FBgn0034509_FBpp0085604,FBgn0050145_FBpp0085577,FBgn0043536_FBpp0289082
LOC101900337_XP_005187851.1	n:1	FBgn0029170_FBpp0084471
LOC101900338_XP_005188117.1	1:1	FBgn0027507_FBpp0085370
LOC101900339_XP_005188203.1	1:1	FBgn0261019_FBpp0289215
LOC101900340_XP_005188475.1	n:1	FBgn0038498_FBpp0082894
LOC101900342_XP_005188982.1	n:n	FBgn0039053_FBpp0083746,FBgn0039052_FBpp0083745,FBgn0039051_FBpp0083744,FBgn0039049_FBpp0083741,FBgn0039050_FBpp0310704
LOC101900343_XP_005189231.1	1:1	FBgn0033423_FBpp0087603
LOC101900344_XP_005189936.1	1:1	FBgn0036032_FBpp0303131
LOC101900345_XP_005190019.1	n:1	FBgn0023525_FBpp0070401
LOC101900346_XP_005190332.1	n:1	FBgn0037323_FBpp0078439
LOC101900347_XP_005190486.1	1:1	FBgn0033101_FBpp0085467
LOC101900348_XP_005190905.1	n:1	FBgn0000723_FBpp0081530
LOC101900350_XP_005191479.1	n:1	FBgn0023441_FBpp0086479
LOC101900351_XP_005191710.1	n:1	FBgn0259111_FBpp0288814
LOC101900352_XP_005192259.1	n:n	FBgn0004045_FBpp0071354,FBgn0004047_FBpp0073652
LOC101900353_XP_005175006.1	n:1	FBgn0030886_FBpp0074313
LOC101900355_XP_005175822.1	n:1	FBgn0031942_FBpp0288711
LOC101900356_XP_005175977.1	1:1	FBgn0015905_FBpp0077617
LOC101900357_XP_005176778.1	1:1	FBgn0035203_FBpp0072560
LOC101900358_XP_005176957.1	1:1	FBgn0036118_FBpp0075932
LOC101900359_XP_005177047.1	1:1	FBgn0002576_FBpp0071255
LOC101900360_XP_005177144.1	1:1	FBgn0033916_FBpp0086664
LOC101900362_XP_005178363.1	n:1	FBgn0034312_FBpp0305076
LOC101900363_XP_005178896.1	1:1	FBgn0003206_FBpp0073068
LOC101900364_XP_005179511.1	1:1	FBgn0034069_FBpp0290414
LOC101900366_XP_005180656.1	1:1	FBgn0029094_FBpp0291576
LOC101900367_XP_005181007.1	1:1	FBgn0040929_FBpp0304873
LOC101900368_XP_005181089.1	1:1	FBgn0032811_FBpp0080807
LOC101900369_XP_005181170.1	n:1	FBgn0020379_FBpp0308019
LOC101900370_XP_005181350.1	1:1	FBgn0261262_FBpp0293228
LOC101900371_XP_005181522.1	1:1	FBgn0014002_FBpp0075401
LOC101900372_XP_005181696.1	1:n	FBgn0264299_FBpp0310084,FBgn0264298_FBpp0310083,FBgn0264297_FBpp0303890
LOC101900373_XP_005181779.1	1:1	FBgn0035385_FBpp0072850
LOC101900374_XP_005181865.1	1:1	FBgn0033209_FBpp0087998
LOC101900375_XP_005181954.1	n:1	FBgn0041706_FBpp0072160
LOC101900376_XP_005182208.1	1:1	FBgn0033465_FBpp0087472
LOC101900377_XP_005182905.1	1:1	FBgn0035251_FBpp0072691
LOC101900378_XP_005183344.1	1:1	FBgn0031111_FBpp0077018
LOC101900379_XP_005183496.1	n:1	FBgn0262057_FBpp0074610
LOC101900380_XP_005183583.1	n:1	FBgn0264488_FBpp0311737
LOC101900381_XP_005183671.1	1:1	FBgn0261710_FBpp0298823
LOC101900382_XP_005183845.1	1:1	FBgn0039771_FBpp0303323
LOC101900383_XP_005184279.1	n:1	FBgn0038975_FBpp0306677
LOC101900385_XP_005184866.1	1:1	FBgn0038491_FBpp0307971
LOC101900386_XP_005185108.1	1:1	FBgn0053198_FBpp0088783
LOC101900388_XP_005185276.1	1:1	FBgn0003742_FBpp0088562
LOC101900389_XP_005185446.1	n:n	FBgn0000078_FBpp0086136,FBgn0000079_FBpp0086155
LOC101900390_XP_005185526.1	1:1	FBgn0037232_FBpp0271517
LOC101900391_XP_005185611.1	n:1	FBgn0262614_FBpp0301889
LOC101900392_XP_005186180.1	1:1	FBgn0031692_FBpp0078699
LOC101900394_XP_005186605.1	n:1	FBgn0083973_FBpp0110247
LOC101900395_XP_005186751.1	1:1	FBgn0261610_FBpp0292047
LOC101900396_XP_005188293.1	1:1	FBgn0030752_FBpp0074076
LOC101900399_XP_005189064.1	n:1	FBgn0035166_FBpp0289936
LOC101900400_XP_005189152.1	1:1	FBgn0038107_FBpp0082189
LOC101900402_XP_005189619.1	n:1	FBgn0040089_FBpp0308522
LOC101900403_XP_005189698.1	n:1	FBgn0013433_FBpp0310300
LOC101900405_XP_005190658.1	n:1	FBgn0026259_FBpp0073003
LOC101900407_XP_005191570.1	1:1	FBgn0038342_FBpp0082599
LOC101900412_XP_005175899.1	1:1	FBgn0031376_FBpp0306799
LOC101900413_XP_005176428.1	n:n	FBgn0041337_FBpp0077428,FBgn0031432_FBpp0307160
LOC101900414_XP_005176606.1	n:1	FBgn0035551_FBpp0073162
LOC101900415_XP_005177598.1	1:1	FBgn0005660_FBpp0077739
LOC101900416_XP_005177844.1	1:1	FBgn0000964_FBpp0302925
LOC101900418_XP_005178712.1	1:1	FBgn0000618_FBpp0073385
LOC101900421_XP_005179156.1	1:1	FBgn0032943_FBpp0271912
LOC101900422_XP_005179604.1	1:1	FBgn0010015_FBpp0085094
LOC101900423_XP_005180295.1	1:1	FBgn0259926_FBpp0289458
LOC101900424_XP_005182464.1	1:1	FBgn0036886_FBpp0074707
LOC101900426_XP_005183086.1	n:1	FBgn0002564_FBpp0072365
LOC101900427_XP_005183431.1	1:1	FBgn0086675_FBpp0112400
LOC101900430_XP_005184095.1	1:1	FBgn0034271_FBpp0086024
LOC101900431_XP_005184185.1	n:1	FBgn0034756_FBpp0071839
LOC101900432_XP_005184779.1	1:1	FBgn0029155_FBpp0290922
LOC101900433_XP_005184937.1	1:n	FBgn0036329_FBpp0075606,FBgn0051693_FBpp0085285
LOC101900434_XP_005185358.1	1:1	FBgn0000206_FBpp0084323
LOC101900435_XP_005185783.1	1:1	FBgn0032856_FBpp0080903
LOC101900436_XP_005186010.1	1:1	FBgn0028658_FBpp0304017
LOC101900437_XP_005186516.1	1:1	FBgn0052855_FBpp0082688
LOC101900438_XP_005186931.1	1:1	FBgn0035648_FBpp0303953
LOC101900439_XP_005187351.1	n:1	FBgn0052266_FBpp0073006
LOC101900440_XP_005187511.1	1:1	FBgn0083977_FBpp0297353
LOC101900442_XP_005187682.1	1:1	FBgn0027082_FBpp0072825
LOC101900443_XP_005187770.1	n:1	FBgn0032014_FBpp0079218
LOC101900444_XP_005187941.1	1:1	FBgn0033696_FBpp0087117
LOC101900445_XP_005188382.1	1:1	FBgn0034758_FBpp0311608
LOC101900446_XP_005188650.1	1:1	FBgn0034705_FBpp0309747
LOC101900447_XP_005189381.1	1:1	FBgn0024989_FBpp0070067
LOC101900449_XP_005190408.1	n:1	FBgn0261362_FBpp0291497
LOC101900450_XP_005190830.1	1:1	FBgn0025629_FBpp0070317
LOC101900451_XP_005190981.1	1:1	FBgn0261990_FBpp0292825
LOC101900452_XP_005191065.1	n:1	FBgn0003483_FBpp0082637
LOC101900455_XP_005191869.1	1:1	FBgn0052694_FBpp0071345
LOC101900457_XP_005174841.1	1:1	FBgn0010620_FBpp0086065
LOC101900459_XP_005175482.1	1:1	FBgn0036681_FBpp0112090
LOC101900460_XP_005175560.1	n:1	FBgn0029866_FBpp0303812
LOC101900461_XP_005175747.1	1:1	FBgn0034893_FBpp0071993
LOC101900462_XP_005176157.1	1:1	FBgn0033481_FBpp0087492
LOC101900463_XP_005176339.1	1:1	FBgn0016976_FBpp0310531
LOC101900464_XP_005176690.1	1:1	FBgn0038603_FBpp0303345
LOC101900465_XP_005176869.1	n:1	FBgn0016684_FBpp0302919
LOC101900466_XP_005177242.1	1:1	FBgn0037094_FBpp0078021
LOC101900467_XP_005177325.1	1:1	FBgn0032197_FBpp0079543
LOC101900468_XP_005177422.1	1:1	FBgn0032957_FBpp0085269
LOC101900469_XP_005177511.1	1:1	FBgn0011509_FBpp0306023
LOC101900470_XP_005177682.1	1:1	FBgn0263352_FBpp0113084
LOC101900471_XP_005177767.1	1:1	FBgn0032299_FBpp0288668
LOC101900472_XP_005178184.1	1:1	FBgn0051116_FBpp0082002
LOC101900473_XP_005178276.1	n:1	FBgn0028515_FBpp0303859
LOC101900474_XP_005178538.1	1:1	FBgn0027873_FBpp0084726
LOC101900475_XP_005179327.1	1:1	FBgn0032906_FBpp0080967
LOC101900476_XP_005179423.1	1:1	FBgn0031759_FBpp0297914
LOC101900477_XP_005179696.1	1:1	FBgn0033137_FBpp0088131
LOC101900478_XP_005179781.1	1:1	FBgn0002036_FBpp0080699
LOC101900479_XP_005179861.1	1:1	FBgn0032859_FBpp0312086
LOC101900480_XP_005179947.1	1:1	FBgn0039609_FBpp0084697
LOC101900481_XP_005180032.1	1:1	FBgn0261451_FBpp0309655
LOC101900483_XP_005180383.1	1:1	FBgn0026207_FBpp0082137
LOC101900484_XP_005180739.1	1:1	FBgn0038651_FBpp0271890
LOC101900485_XP_005180921.1	1:1	FBgn0030928_FBpp0074398
LOC101900487_XP_005181605.1	n:1	FBgn0032079_FBpp0111942
LOC101900488_XP_005182042.1	1:1	FBgn0000547_FBpp0077154
LOC101900489_XP_005182138.1	1:1	FBgn0038131_FBpp0082245
LOC101900490_XP_005182287.1	n:1	FBgn0015575_FBpp0081074
LOC101900491_XP_005182374.1	1:1	FBgn0010053_FBpp0085807
LOC101900492_XP_005182552.1	1:1	FBgn0037250_FBpp0078565
LOC101900494_XP_005182997.1	n:1	FBgn0038753_FBpp0083258
LOC101900495_XP_005183178.1	1:1	FBgn0030787_FBpp0074130
LOC101900496_XP_005183259.1	n:1	FBgn0003149_FBpp0076321
LOC101900497_XP_005183762.1	1:1	FBgn0041585_FBpp0307680
LOC101900498_XP_005184454.1	1:1	FBgn0032305_FBpp0290924
LOC101900499_XP_005184534.1	1:1	FBgn0024811_FBpp0088182
LOC101900500_XP_005185024.1	1:1	FBgn0038418_FBpp0290729
LOC101900502_XP_005185923.1	1:1	FBgn0035770_FBpp0271907
LOC101900504_XP_005186265.1	1:1	FBgn0024184_FBpp0309490
LOC101900505_XP_005186439.1	1:1	FBgn0260470_FBpp0305714
LOC101900507_XP_005187179.1	n:n	FBgn0034509_FBpp0085604,FBgn0050145_FBpp0085577,FBgn0043536_FBpp0289082
LOC101900508_XP_005187265.1	1:1	FBgn0026431_FBpp0079623
LOC101900509_XP_005188118.1	1:1	FBgn0262115_FBpp0110523
LOC101900510_XP_005188204.1	1:1	FBgn0032032_FBpp0079267
LOC101900511_XP_005188476.1	1:1	FBgn0260658_FBpp0290321
LOC101900512_XP_005188983.1	n:n	FBgn0039053_FBpp0083746,FBgn0039052_FBpp0083745,FBgn0039051_FBpp0083744,FBgn0039049_FBpp0083741,FBgn0039050_FBpp0310704
LOC101900513_XP_005189232.1	1:1	FBgn0085436_FBpp0308486
LOC101900514_XP_005189937.1	n:1	FBgn0050338_FBpp0087616
LOC101900515_XP_005190020.1	1:1	FBgn0030671_FBpp0310620
LOC101900516_XP_005190111.1	1:1	FBgn0263392_FBpp0306013
LOC101900517_XP_005190487.1	1:1	FBgn0265605_FBpp0086392
LOC101900518_XP_005190906.1	n:1	FBgn0030016_FBpp0071134
LOC101900519_XP_005191480.1	1:1	FBgn0034804_FBpp0302008
LOC101900520_XP_005191711.1	n:1	FBgn0038890_FBpp0306725
LOC101900522_XP_005191947.1	n:n	FBgn0053346_FBpp0291689,FBgn0039593_FBpp0084676
LOC101900523_XP_005192260.1	n:1	FBgn0051216_FBpp0083200
LOC101900526_XP_005175823.1	n:1	FBgn0031942_FBpp0288711
LOC101900527_XP_005175978.1	1:1	FBgn0031298_FBpp0077618
LOC101900528_XP_005176779.1	1:1	FBgn0035204_FBpp0072613
LOC101900529_XP_005176958.1	1:1	FBgn0036093_FBpp0075986
LOC101900530_XP_005177048.1	1:n	FBgn0030122_FBpp0308972,FBgn0032188_FBpp0290898
LOC101900531_XP_005177145.1	1:1	FBgn0033921_FBpp0086689
LOC101900532_XP_005177931.1	1:1	FBgn0033502_FBpp0087426
LOC101900534_XP_005178897.1	1:1	FBgn0004552_FBpp0073069
LOC101900535_XP_005178972.1	1:1	FBgn0022153_FBpp0077122
LOC101900536_XP_005179063.1	1:1	FBgn0035337_FBpp0072777
LOC101900537_XP_005179512.1	1:1	FBgn0034070_FBpp0309033
LOC101900539_XP_005180471.1	1:1	FBgn0030793_FBpp0074126
LOC101900540_XP_005180657.1	1:1	FBgn0036893_FBpp0074714
LOC101900541_XP_005181008.1	1:1	FBgn0029712_FBpp0070645
LOC101900542_XP_005181171.1	n:n	FBgn0043576_FBpp0087786,FBgn0033327_FBpp0308436,FBgn0043575_FBpp0087788
LOC101900543_XP_005181351.1	1:1	FBgn0038665_FBpp0293234
LOC101900545_XP_005181523.1	1:1	FBgn0037011_FBpp0077868
LOC101900546_XP_005181697.1	1:1	FBgn0031302_FBpp0077620
LOC101900547_XP_005181866.1	n:n	FBgn0022700_FBpp0071472,FBgn0034582_FBpp0071471
LOC101900548_XP_005181955.1	1:1	FBgn0034976_FBpp0072192
LOC101900549_XP_005182209.1	1:1	FBgn0000715_FBpp0087471
LOC101900550_XP_005182731.1	1:1	FBgn0039930_FBpp0088286
LOC101900551_XP_005183345.1	n:1	FBgn0029769_FBpp0312022
LOC101900552_XP_005183497.1	n:1	FBgn0029170_FBpp0084471
LOC101900553_XP_005183584.1	1:1	FBgn0036235_FBpp0303204
LOC101900554_XP_005183672.1	1:1	FBgn0083167_FBpp0071384
LOC101900555_XP_005183846.1	1:1	FBgn0039770_FBpp0112222
LOC101900556_XP_005184280.1	n:1	FBgn0038974_FBpp0083686
LOC101900558_XP_005184867.1	1:1	FBgn0038853_FBpp0083438
LOC101900559_XP_005185109.1	1:1	FBgn0053113_FBpp0290753
LOC101900560_XP_005185277.1	1:1	FBgn0050077_FBpp0290948
LOC101900561_XP_005185447.1	n:n	FBgn0000078_FBpp0086136,FBgn0000079_FBpp0086155
LOC101900562_XP_005185527.1	1:1	FBgn0033108_FBpp0085493
LOC101900563_XP_005185612.1	1:1	FBgn0039849_FBpp0085170
LOC101900564_XP_005186181.1	1:1	FBgn0003716_FBpp0078721
LOC101900565_XP_005186606.1	n:1	FBgn0083973_FBpp0110247
LOC101900566_XP_005186752.1	1:1	FBgn0259149_FBpp0288871
LOC101900567_XP_005187430.1	n:1	FBgn0039907_FBpp0088180
LOC101900568_XP_005188294.1	1:1	FBgn0029860_FBpp0099724
LOC101900570_XP_005188735.1	1:1	FBgn0052944_FBpp0288689
LOC101900571_XP_005189065.1	1:1	FBgn0039520_FBpp0084554
LOC101900572_XP_005189153.1	1:1	FBgn0033055_FBpp0085327
LOC101900574_XP_005189470.1	1:1	FBgn0033955_FBpp0309002
LOC101900575_XP_005189620.1	n:1	FBgn0040089_FBpp0308522
LOC101900576_XP_005189699.1	1:1	FBgn0011284_FBpp0075618
LOC101900577_XP_005190187.1	n:1	FBgn0264488_FBpp0311737
LOC101900578_XP_005190261.1	1:1	FBgn0025286_FBpp0087608
LOC101900579_XP_005190659.1	n:1	FBgn0024804_FBpp0304166
LOC101900580_XP_005190741.1	1:1	FBgn0036745_FBpp0074949
LOC101900582_XP_005191317.1	1:1	FBgn0064126_FBpp0308677
LOC101900583_XP_005192024.1	n:1	FBgn0033702_FBpp0113054
LOC101900584_XP_005192107.1	n:1	FBgn0000721_FBpp0088350
LOC101900585_XP_005175089.1	n:1	FBgn0039385_FBpp0084312
LOC101900586_XP_005175247.1	n:n	FBgn0032585_FBpp0080422,FBgn0259716_FBpp0289246,FBgn0031678_FBpp0078665
LOC101900587_XP_005175325.1	n:n	FBgn0040628_FBpp0310481,FBgn0039838_FBpp0112225,FBgn0040629_FBpp0293879,FBgn0039235_FBpp0084107
LOC101900589_XP_005175900.1	1:1	FBgn0032723_FBpp0080734
LOC101900590_XP_005176429.1	1:1	FBgn0262103_FBpp0292994
LOC101900591_XP_005176519.1	1:1	FBgn0033633_FBpp0087232
LOC101900592_XP_005176607.1	1:1	FBgn0035554_FBpp0073184
LOC101900594_XP_005177845.1	1:1	FBgn0028903_FBpp0303714
LOC101900595_XP_005178451.1	1:1	FBgn0033673_FBpp0297145
LOC101900596_XP_005178713.1	1:n	FBgn0003885_FBpp0081062,FBgn0003884_FBpp0081153
LOC101900597_XP_005178805.1	n:n	FBgn0053340_FBpp0083995,FBgn0033287_FBpp0087819
LOC101900598_XP_005179157.1	1:n	FBgn0032923_FBpp0080999,FBgn0263050_FBpp0297826
LOC101900599_XP_005180296.1	1:1	FBgn0034551_FBpp0309630
LOC101900600_XP_005182465.1	1:1	FBgn0262517_FBpp0074742
LOC101900601_XP_005182640.1	n:n	FBgn0261633_FBpp0292123,FBgn0260645_FBpp0290223,FBgn0261630_FBpp0292120,FBgn0261634_FBpp0292124,FBgn0260646_FBpp0290224
LOC101900602_XP_005183087.1	n:1	FBgn0002564_FBpp0072365
LOC101900603_XP_005183924.1	1:1	FBgn0051453_FBpp0308430
LOC101900605_XP_005184096.1	1:1	FBgn0037802_FBpp0293897
LOC101900606_XP_005184186.1	n:1	FBgn0032694_FBpp0303006
LOC101900608_XP_005184780.1	1:1	FBgn0002905_FBpp0082131
LOC101900610_XP_005185359.1	1:1	FBgn0259146_FBpp0306919
LOC101900611_XP_005185784.1	1:1	FBgn0034420_FBpp0288751
LOC101900612_XP_005186011.1	1:1	FBgn0052365_FBpp0308929
LOC101900613_XP_005186099.1	n:1	FBgn0031414_FBpp0311004
LOC101900614_XP_005186517.1	n:1	FBgn0038402_FBpp0310462
LOC101900616_XP_005186932.1	n:1	FBgn0053299_FBpp0289450
LOC101900617_XP_005187512.1	1:1	FBgn0034539_FBpp0085560
LOC101900618_XP_005187596.1	1:1	FBgn0259247_FBpp0307245
LOC101900619_XP_005187683.1	1:1	FBgn0250911_FBpp0288791
LOC101900620_XP_005187771.1	n:1	FBgn0032014_FBpp0079218
LOC101900621_XP_005187942.1	n:1	FBgn0031940_FBpp0079122
LOC101900622_XP_005188651.1	1:1	FBgn0030608_FBpp0073784
LOC101900623_XP_005189382.1	1:1	FBgn0011606_FBpp0070432
LOC101900624_XP_005189549.1	1:1	FBgn0015247_FBpp0086431
LOC101900625_XP_005189772.1	n:1	FBgn0004401_FBpp0074963
LOC101900626_XP_005189858.1	n:n	FBgn0051424_FBpp0307909,FBgn0051423_FBpp0307908,FBgn0051164_FBpp0083591,FBgn0033515_FBpp0087414,FBgn0036010_FBpp0307896
LOC101900627_XP_005190409.1	1:1	FBgn0261239_FBpp0081009
LOC101900629_XP_005190983.1	n:1	FBgn0000055_FBpp0100047
LOC101900631_XP_005191397.1	1:1	FBgn0086613_FBpp0083185
LOC101900633_XP_005192183.1	n:1	FBgn0020647_FBpp0083895
LOC101900635_XP_005174931.1	n:1	FBgn0001112_FBpp0081114
LOC101900636_XP_005175406.1	1:1	FBgn0019957_FBpp0307181
LOC101900637_XP_005175483.1	n:1	FBgn0030505_FBpp0111893
LOC101900638_XP_005175561.1	n:1	FBgn0029866_FBpp0303812
LOC101900639_XP_005175695.1	1:n	FBgn0003486_FBpp0076836,FBgn0086917_FBpp0289444
LOC101900640_XP_005175748.1	1:1	FBgn0032876_FBpp0080929
LOC101900641_XP_005176067.1	1:1	FBgn0039688_FBpp0084826
LOC101900642_XP_005176158.1	1:1	FBgn0040291_FBpp0072446
LOC101900643_XP_005176691.1	1:1	FBgn0039723_FBpp0084869
LOC101900645_XP_005177243.1	1:1	FBgn0052442_FBpp0088739
LOC101900646_XP_005177512.1	1:1	FBgn0024510_FBpp0072673
LOC101900647_XP_005177683.1	1:1	FBgn0035252_FBpp0312396
LOC101900648_XP_005177768.1	1:1	FBgn0032298_FBpp0079780
LOC101900649_XP_005178540.1	1:1	FBgn0037442_FBpp0112110
LOC101900650_XP_005179247.1	1:1	FBgn0037199_FBpp0312454
LOC101900651_XP_005179328.1	1:1	FBgn0250838_FBpp0071940
LOC101900652_XP_005179424.1	1:1	FBgn0032524_FBpp0080097
LOC101900653_XP_005179697.1	1:1	FBgn0027558_FBpp0088130
LOC101900654_XP_005179782.1	1:1	FBgn0002023_FBpp0302972
LOC101900656_XP_005179948.1	1:1	FBgn0053203_FBpp0303334
LOC101900657_XP_005180033.1	n:n	FBgn0038047_FBpp0082061,FBgn0014931_FBpp0081254,FBgn0025874_FBpp0075533,FBgn0036396_FBpp0075529,FBgn0037722_FBpp0081555,FBgn0030455_FBpp0290904,FBgn0031610_FBpp0077132,FBgn0037085_FBpp0078048,FBgn0264744_FBpp0306251
LOC101900659_XP_005180922.1	1:1	FBgn0034110_FBpp0302990
LOC101900660_XP_005181091.1	1:1	FBgn0038313_FBpp0082525
LOC101900661_XP_005181260.1	1:1	FBgn0030035_FBpp0071123
LOC101900662_XP_005182043.1	1:1	FBgn0004919_FBpp0289416
LOC101900663_XP_005182139.1	1:1	FBgn0039638_FBpp0084783
LOC101900664_XP_005182288.1	1:1	FBgn0261797_FBpp0304991
LOC101900665_XP_005182375.1	1:1	FBgn0034401_FBpp0085809
LOC101900666_XP_005182553.1	1:1	FBgn0037569_FBpp0081350
LOC101900668_XP_005182907.1	1:1	FBgn0010612_FBpp0297136
LOC101900669_XP_005182998.1	n:1	FBgn0038753_FBpp0083258
LOC101900670_XP_005183179.1	1:1	FBgn0030791_FBpp0074128
LOC101900671_XP_005183260.1	1:1	FBgn0050051_FBpp0113013
LOC101900672_XP_005183763.1	1:1	FBgn0027590_FBpp0293853
LOC101900673_XP_005184455.1	1:1	FBgn0051989_FBpp0078730
LOC101900674_XP_005184535.1	1:1	FBgn0030099_FBpp0071240
LOC101900675_XP_005184694.1	1:1	FBgn0053087_FBpp0311204
LOC101900676_XP_005185025.1	1:1	FBgn0051368_FBpp0290264
LOC101900677_XP_005185200.1	1:1	FBgn0032818_FBpp0080855
LOC101900678_XP_005185698.1	1:1	FBgn0038672_FBpp0083133
LOC101900679_XP_005185924.1	1:1	FBgn0037979_FBpp0112136
LOC101900680_XP_005186266.1	1:1	FBgn0000056_FBpp0310282
LOC101900682_XP_005186440.1	1:1	FBgn0031675_FBpp0078668
LOC101900683_XP_005187007.1	1:n	FBgn0259795_FBpp0086239,FBgn0034132_FBpp0086235,FBgn0033860_FBpp0086750,FBgn0033868_FBpp0086775,FBgn0052064_FBpp0076017,FBgn0045770_FBpp0306222
LOC101900684_XP_005187180.1	n:n	FBgn0034509_FBpp0085604,FBgn0050145_FBpp0085577,FBgn0043536_FBpp0289082
LOC101900685_XP_005187266.1	1:1	FBgn0020277_FBpp0290704
LOC101900686_XP_005187852.1	1:1	FBgn0035854_FBpp0076418
LOC101900687_XP_005188119.1	1:1	FBgn0086683_FBpp0110561
LOC101900688_XP_005188205.1	1:1	FBgn0038593_FBpp0083022
LOC101900689_XP_005188477.1	1:1	FBgn0010265_FBpp0099990
LOC101900691_XP_005189938.1	n:1	FBgn0050339_FBpp0087617
LOC101900692_XP_005190021.1	n:1	FBgn0023525_FBpp0070401
LOC101900695_XP_005190488.1	1:1	FBgn0014020_FBpp0089129
LOC101900696_XP_005190907.1	n:1	FBgn0030016_FBpp0071134
LOC101900697_XP_005191481.1	1:1	FBgn0266708_FBpp0086454
LOC101900698_XP_005191712.1	1:1	FBgn0051510_FBpp0084158
LOC101900700_XP_005191948.1	n:n	FBgn0032827_FBpp0080847,FBgn0030890_FBpp0309976
LOC101900701_XP_005192261.1	1:1	FBgn0036170_FBpp0075887
LOC101900702_XP_005175008.1	n:1	FBgn0029662_FBpp0070504
LOC101900704_XP_005175979.1	n:1	FBgn0259178_FBpp0288937
LOC101900705_XP_005176780.1	1:1	FBgn0011361_FBpp0304248
LOC101900706_XP_005176959.1	n:n	FBgn0052374_FBpp0076539,FBgn0052376_FBpp0076538,FBgn0035795_FBpp0076540
LOC101900707_XP_005177049.1	n:n	FBgn0030511_FBpp0073643,FBgn0032436_FBpp0079964
LOC101900709_XP_005177932.1	n:1	FBgn0003660_FBpp0271782
LOC101900710_XP_005178365.1	1:1	FBgn0011336_FBpp0084161
LOC101900712_XP_005179064.1	1:1	FBgn0035335_FBpp0303833
LOC101900713_XP_005179513.1	1:1	FBgn0031419_FBpp0077444
LOC101900714_XP_005179606.1	1:1	FBgn0024288_FBpp0085097
LOC101900716_XP_005180472.1	1:1	FBgn0011710_FBpp0076897
LOC101900717_XP_005180658.1	1:1	FBgn0260655_FBpp0306028
LOC101900718_XP_005181009.1	n:1	FBgn0030316_FBpp0073362
LOC101900719_XP_005181172.1	1:1	FBgn0015396_FBpp0081715
LOC101900721_XP_005181524.1	n:1	FBgn0033926_FBpp0086687
LOC101900722_XP_005181698.1	1:1	FBgn0032701_FBpp0080647
LOC101900723_XP_005181867.1	1:1	FBgn0033212_FBpp0305131
LOC101900725_XP_005182210.1	n:1	FBgn0033464_FBpp0087534
LOC101900726_XP_005182732.1	1:1	FBgn0053178_FBpp0309372
LOC101900727_XP_005183346.1	n:1	FBgn0263216_FBpp0300232
LOC101900728_XP_005183432.1	1:1	FBgn0010383_FBpp0074381
LOC101900729_XP_005183498.1	1:1	FBgn0029649_FBpp0070536
LOC101900730_XP_005183585.1	1:1	FBgn0036236_FBpp0075780
LOC101900731_XP_005183673.1	1:1	FBgn0026582_FBpp0071501
LOC101900732_XP_005183847.1	n:1	FBgn0039769_FBpp0085006
LOC101900733_XP_005184281.1	n:1	FBgn0038974_FBpp0083686
LOC101900735_XP_005184868.1	1:1	FBgn0038854_FBpp0083437
LOC101900736_XP_005185110.1	1:1	FBgn0002524_FBpp0310302
LOC101900737_XP_005185278.1	1:1	FBgn0243516_FBpp0112017
LOC101900739_XP_005185528.1	1:1	FBgn0037482_FBpp0081123
LOC101900740_XP_005186182.1	1:1	FBgn0034197_FBpp0309120
LOC101900741_XP_005186607.1	n:1	FBgn0043854_FBpp0288720
LOC101900742_XP_005186753.1	n:1	FBgn0029804_FBpp0070801
LOC101900743_XP_005186844.1	1:1	FBgn0261983_FBpp0297275
LOC101900744_XP_005187432.1	n:1	FBgn0039907_FBpp0088180
LOC101900745_XP_005188295.1	1:1	FBgn0029861_FBpp0070864
LOC101900746_XP_005188736.1	n:1	FBgn0050101_FBpp0086118
LOC101900747_XP_005188896.1	1:1	FBgn0029863_FBpp0070865
LOC101900749_XP_005189154.1	1:1	FBgn0250868_FBpp0288746
LOC101900750_XP_005189296.1	1:1	FBgn0263257_FBpp0311302
LOC101900751_XP_005189471.1	n:1	FBgn0020269_FBpp0086606
LOC101900753_XP_005189700.1	1:1	FBgn0036340_FBpp0075617
LOC101900754_XP_005190188.1	n:1	FBgn0053772_FBpp0292731
LOC101900755_XP_005190262.1	1:n	FBgn0034427_FBpp0085745,FBgn0033431_FBpp0308484
LOC101900759_XP_005191318.1	1:1	FBgn0086768_FBpp0078405
LOC101900760_XP_005191571.1	1:n	FBgn0004227_FBpp0074012,FBgn0015520_FBpp0305874
