dmelid	ogsid
FBgn0050392_FBpp0071544	9132
FBgn0052601_FBpp0073731	11951
FBgn0029714_FBpp0070646	6533
FBgn0030711_FBpp0073937	22094
FBgn0069923_FBpp0291026	23103
FBgn0038767_FBpp0083249	17382
FBgn0035107_FBpp0072382	2971
FBgn0031851_FBpp0078929	27203
FBgn0004828_FBpp0071281	20001.1.1.1.2.1.1.1
FBgn0039911_FBpp0088149	6927
FBgn0261053_FBpp0293207	342
FBgn0039004_FBpp0083695	21787
FBgn0037301_FBpp0078425	11257
FBgn0000024_FBpp0289713	26797
FBgn0038448_FBpp0304077	4395
FBgn0033639_FBpp0111980	6385
FBgn0033063_FBpp0305166	18132
FBgn0033507_FBpp0087437	11802
FBgn0038462_FBpp0307992	7348
FBgn0033367_FBpp0087744	14873.2
FBgn0264574_FBpp0305685	4423
FBgn0038584_FBpp0083029	16326
FBgn0262468_FBpp0301765	22227
FBgn0085344_FBpp0289515	9962
FBgn0027948_FBpp0293341	12789
FBgn0038160_FBpp0310954	6137
FBgn0028675_FBpp0288707	20661.1
FBgn0002521_FBpp0088269	24363
FBgn0030360_FBpp0308689	187
FBgn0031149_FBpp0076956	7591
FBgn0004959_FBpp0309669	26991
FBgn0000063_FBpp0303766	761.1
FBgn0034162_FBpp0086191	17994
FBgn0010620_FBpp0086065	13499
FBgn0260874_FBpp0290822	23735.2
FBgn0264753_FBpp0306398	11237
FBgn0036438_FBpp0075435	8217
FBgn0032491_FBpp0271956	17392
FBgn0038296_FBpp0082488	13488
FBgn0042104_FBpp0271763	5714.2
FBgn0023175_FBpp0089041	11434
FBgn0035903_FBpp0305268	26975
FBgn0040250_FBpp0081849	19779
FBgn0052475_FBpp0302930	24009
FBgn0004924_FBpp0099689	24017
FBgn0085428_FBpp0311529	8088
FBgn0052719_FBpp0071039	15144
FBgn0033608_FBpp0304694	8489
FBgn0040212_FBpp0303401	19399
FBgn0030654_FBpp0309307	12754
FBgn0036018_FBpp0076112	16554
FBgn0033564_FBpp0308555	13296.2
FBgn0024191_FBpp0311644	19892
FBgn0083952_FBpp0110113	20551
FBgn0028983_FBpp0085912	9685
FBgn0034121_FBpp0086296	4099
FBgn0038566_FBpp0082965	27136
FBgn0034796_FBpp0071815	6305
FBgn0030556_FBpp0073739	2381
FBgn0033669_FBpp0301844	26447
FBgn0039670_FBpp0084838	11457
FBgn0017579_FBpp0076359	4480
FBgn0053856_FBpp0091102	1587.1.2
FBgn0051431_FBpp0300983	26332
FBgn0086408_FBpp0112023	10365
FBgn0035776_FBpp0308494	776
FBgn0085512_FBpp0302660	13950
FBgn0035687_FBpp0076705	657
FBgn0267363_FBpp0312297	25023.2
FBgn0261567_FBpp0291943	1744
FBgn0033936_FBpp0311633	5067
FBgn0002736_FBpp0071497	11651
FBgn0051220_FBpp0291554	17614
FBgn0003964_FBpp0305937	19106
FBgn0042137_FBpp0300159	15554.1
FBgn0261987_FBpp0082932	16969
FBgn0033203_FBpp0307929	26665.2
FBgn0262890_FBpp0306786	16818
FBgn0266580_FBpp0307249	23390
FBgn0039067_FBpp0083779	26749
FBgn0027550_FBpp0079703	6292
FBgn0030624_FBpp0073838	1469
FBgn0052099_FBpp0075732	8811
FBgn0087002_FBpp0311464	9857
FBgn0015402_FBpp0310679	6312
FBgn0005696_FBpp0113035	5951
FBgn0032366_FBpp0079830	24852
FBgn0037676_FBpp0290428	16246
FBgn0034802_FBpp0292516	6133
FBgn0028400_FBpp0081097	5753.2.1
FBgn0028939_FBpp0310277	7530
FBgn0023458_FBpp0292404	19000
FBgn0038702_FBpp0308297	16609
FBgn0025612_FBpp0070660	17308
FBgn0026319_FBpp0077119	7866
FBgn0033901_FBpp0308981	18342
FBgn0034381_FBpp0290086	1644.1
FBgn0035780_FBpp0076565	17820.2
FBgn0034138_FBpp0086269	7673
FBgn0029924_FBpp0070963	7973
FBgn0036763_FBpp0304196	26040
FBgn0003041_FBpp0076487	6553
FBgn0250851_FBpp0302985	3545
FBgn0035982_FBpp0076180	10096
FBgn0039666_FBpp0084794	13431
FBgn0038402_FBpp0310462	9633
FBgn0037503_FBpp0081061	22207
FBgn0032740_FBpp0302824	1231
FBgn0032694_FBpp0303006	8899
FBgn0033259_FBpp0087859	316
FBgn0032006_FBpp0291358	3059
FBgn0030881_FBpp0074268	16921
FBgn0030268_FBpp0073334	12521
FBgn0087035_FBpp0075313	89
FBgn0030343_FBpp0271765	8075
FBgn0037669_FBpp0081464	1631
FBgn0000147_FBpp0081957	2581
FBgn0250841_FBpp0307158	16956
FBgn0029725_FBpp0070702	2218
FBgn0035675_FBpp0076756	9073
FBgn0263197_FBpp0304550	24872
FBgn0041249_FBpp0077568	9756
FBgn0036742_FBpp0311535	20827
FBgn0000359_FBpp0071150	23473
FBgn0261059_FBpp0306091	24084
FBgn0032147_FBpp0079465	5535
FBgn0038307_FBpp0082513	14680
FBgn0032916_FBpp0080994	7349
FBgn0039820_FBpp0085098	13433
FBgn0028541_FBpp0310252	7596
FBgn0037170_FBpp0078166	5649
FBgn0038142_FBpp0082217	9888
FBgn0036165_FBpp0099774	5698
FBgn0051294_FBpp0082652	5291
FBgn0039031_FBpp0083733	26986
FBgn0039520_FBpp0084554	1340
FBgn0085234_FBpp0111313	17869
FBgn0034271_FBpp0086024	11565
FBgn0027950_FBpp0306716	1780
FBgn0037734_FBpp0081569	16842
FBgn0030871_FBpp0074246	14823
FBgn0036780_FBpp0305083	12382
FBgn0024232_FBpp0086255	19758.2
FBgn0036121_FBpp0075968	12374
FBgn0040337_FBpp0070168	3887
FBgn0010583_FBpp0305189	2890
FBgn0038428_FBpp0082765	26498
FBgn0039106_FBpp0112996	21842
FBgn0259973_FBpp0289546	6591
FBgn0086346_FBpp0084610	18542
FBgn0037385_FBpp0078289	22687
FBgn0028903_FBpp0303714	9116
FBgn0038871_FBpp0083506	22261
FBgn0016754_FBpp0303406	6175
FBgn0039678_FBpp0084816	20376
FBgn0032162_FBpp0079475	18844
FBgn0026562_FBpp0084464	2672
FBgn0027590_FBpp0293853	6183
FBgn0034814_FBpp0071893	12333
FBgn0031273_FBpp0077664	9231
FBgn0039303_FBpp0084189	9277
FBgn0038128_FBpp0082247	24962
FBgn0051324_FBpp0306053	14767
FBgn0037251_FBpp0312343	27220
FBgn0037030_FBpp0077920	10983
FBgn0001091_FBpp0099914	18708
FBgn0021874_FBpp0077735	24999
FBgn0031820_FBpp0311092	25807
FBgn0037383_FBpp0078315	7997
FBgn0000464_FBpp0303681	1895.1
FBgn0034660_FBpp0071659	5520
FBgn0040842_FBpp0076866	13922
FBgn0033287_FBpp0087819	11382
FBgn0260231_FBpp0289863	504
FBgn0036652_FBpp0075075	24994
FBgn0260965_FBpp0290931	12089
FBgn0085349_FBpp0111434	23835
FBgn0040658_FBpp0309763	18587
FBgn0050007_FBpp0290143	23112
FBgn0040491_FBpp0087182	8957
FBgn0034267_FBpp0290400	5593
FBgn0023388_FBpp0297159	16176
FBgn0032782_FBpp0080747	23050
FBgn0085317_FBpp0289850	12496
FBgn0036289_FBpp0075707	14188
FBgn0030243_FBpp0073237	6462
FBgn0264810_FBpp0080207	2923
FBgn0065032_FBpp0074184	26097
FBgn0034768_FBpp0071782	4045
FBgn0037754_FBpp0081617	21026
FBgn0030014_FBpp0071111	9311
FBgn0035323_FBpp0072757	479
FBgn0027280_FBpp0071081	18815
FBgn0011204_FBpp0072590	7550
FBgn0028374_FBpp0082108	16351
FBgn0045063_FBpp0087058	11979
FBgn0058160_FBpp0291017	10642
FBgn0040931_FBpp0071278	18821
FBgn0036985_FBpp0077849	24421
FBgn0010238_FBpp0087044	10401.1
FBgn0051561_FBpp0078257	18407
FBgn0037294_FBpp0078420	22421
FBgn0263076_FBpp0297760	26605
FBgn0039743_FBpp0302568	13974
FBgn0039737_FBpp0306760	12366
FBgn0011335_FBpp0075723	18584
FBgn0039702_FBpp0084899	2784
FBgn0014851_FBpp0075328	9128
FBgn0035142_FBpp0072451	18360
FBgn0039349_FBpp0100026	21633
FBgn0031392_FBpp0077504	22095
FBgn0042206_FBpp0082079	6183
FBgn0266455_FBpp0310823	25502
FBgn0262818_FBpp0297192	9660
FBgn0011692_FBpp0073083	885
FBgn0031703_FBpp0078711	7767
FBgn0034419_FBpp0085764	25207
FBgn0039288_FBpp0084179	20442
FBgn0035727_FBpp0076644	27486
FBgn0011274_FBpp0290792	7881
FBgn0013347_FBpp0083912	14298
FBgn0085229_FBpp0111308	26707
FBgn0029866_FBpp0303812	26665.1
FBgn0031213_FBpp0077760	11657
FBgn0016700_FBpp0083503	23387
FBgn0030317_FBpp0073384	10501.1
FBgn0039218_FBpp0084067	9948
FBgn0010497_FBpp0079876	25204
FBgn0038567_FBpp0082968	18955
FBgn0022984_FBpp0308621	17236
FBgn0045483_FBpp0071874	14259
FBgn0261057_FBpp0311735	11075
FBgn0031596_FBpp0077118	13775
FBgn0039590_FBpp0084688	18410
FBgn0033028_FBpp0085408	12421
FBgn0032295_FBpp0079702	8186
FBgn0261573_FBpp0300336	24907
FBgn0033717_FBpp0087068	23294
FBgn0033696_FBpp0087117	26436
FBgn0043364_FBpp0077743	23734
FBgn0011694_FBpp0311650	19799
FBgn0037108_FBpp0078076	23141
FBgn0040097_FBpp0079415	26778
FBgn0010877_FBpp0083016	13996
FBgn0022238_FBpp0293794	3201
FBgn0034403_FBpp0271746	19691.1
FBgn0039086_FBpp0083811	9542
FBgn0037282_FBpp0078515	21926
FBgn0000307_FBpp0080396	15598
FBgn0051005_FBpp0311406	23413
FBgn0262583_FBpp0293654	27023
FBgn0030937_FBpp0074390	26260
FBgn0035265_FBpp0306201	12943
FBgn0034871_FBpp0072030	10004
FBgn0053158_FBpp0075148	26574
FBgn0035420_FBpp0312382	693
FBgn0003275_FBpp0078433	1639
FBgn0031021_FBpp0074481	17857
FBgn0031634_FBpp0304756	11132
FBgn0030170_FBpp0071350	22488
FBgn0041156_FBpp0076468	18675
FBgn0034322_FBpp0085937	5943
FBgn0031050_FBpp0311876	19833
FBgn0032422_FBpp0271850	23989
FBgn0037831_FBpp0290525	6200
FBgn0032688_FBpp0310376	22930
FBgn0036740_FBpp0305334	3058
FBgn0053060_FBpp0293850	6445
FBgn0032230_FBpp0079592	26859
FBgn0038769_FBpp0083248	21900
FBgn0036836_FBpp0074813	9686
FBgn0265052_FBpp0307661	16456.2
FBgn0033999_FBpp0086532	2204.1
FBgn0052351_FBpp0076363	8608
FBgn0020391_FBpp0086841	10420
FBgn0034742_FBpp0289638	4901
FBgn0050369_FBpp0087872	21534
FBgn0039444_FBpp0084407	19101
FBgn0033279_FBpp0087878	9119
FBgn0025360_FBpp0302920	8393
FBgn0052579_FBpp0304142	16665
FBgn0032428_FBpp0079948	4966
FBgn0261787_FBpp0080933	26739
FBgn0011205_FBpp0077845	17148
FBgn0261534_FBpp0080212	15693
FBgn0039879_FBpp0085205	17564.2
FBgn0002021_FBpp0080719	20851
FBgn0010387_FBpp0076625	8068
FBgn0037643_FBpp0291000	4243
FBgn0085295_FBpp0111375	11318
FBgn0043903_FBpp0074525	13291
FBgn0039887_FBpp0085232	6602
FBgn0036829_FBpp0301551	125
FBgn0263237_FBpp0070723	7582
FBgn0034897_FBpp0112027	8943
FBgn0000117_FBpp0304835	10886
FBgn0038977_FBpp0083685	17163
FBgn0003525_FBpp0084766	15714
FBgn0033355_FBpp0087737	8509
FBgn0000406_FBpp0304264	6117
FBgn0042201_FBpp0075128	7220
FBgn0030195_FBpp0071380	12352
FBgn0033235_FBpp0087958	23719
FBgn0005694_FBpp0303189	6478
FBgn0033809_FBpp0305355	21110
FBgn0085252_FBpp0111331	24274
FBgn0266518_FBpp0307645	18000
FBgn0035034_FBpp0072223	429
FBgn0267487_FBpp0072602	22437
FBgn0034707_FBpp0071684	24716
FBgn0004880_FBpp0073022	68.1
FBgn0047199_FBpp0310779	10987
FBgn0261451_FBpp0309655	6607.1
FBgn0054029_FBpp0099440	1589
FBgn0053056_FBpp0077970	7837
FBgn0003227_FBpp0082647	18715
FBgn0001248_FBpp0305272	22883
FBgn0033728_FBpp0087031	6763
FBgn0034893_FBpp0071993	22873
FBgn0265101_FBpp0081351	23781
FBgn0030241_FBpp0073266	453
FBgn0033266_FBpp0087862	23472
FBgn0265041_FBpp0307573	1881
FBgn0030354_FBpp0073433	25034
FBgn0037182_FBpp0304160	20010
FBgn0032283_FBpp0079718	9933
FBgn0035243_FBpp0072703	10084
FBgn0026619_FBpp0086975	18182
FBgn0039459_FBpp0084433	20475
FBgn0036847_FBpp0074801	21891
FBgn0265140_FBpp0290713	16924.1.1
FBgn0004896_FBpp0071809	1032
FBgn0001324_FBpp0074653	17435
FBgn0265011_FBpp0300317	13923
FBgn0038918_FBpp0083547	2897
FBgn0053468_FBpp0086632	26049
FBgn0037722_FBpp0081555	10384.2.1.1.1
FBgn0036314_FBpp0075676	10119
FBgn0036302_FBpp0290110	5043
FBgn0005655_FBpp0089395	23759
FBgn0029664_FBpp0070543	5195
FBgn0013813_FBpp0290517	26648.1.1.1.1.1.2.2
FBgn0031093_FBpp0070025	8386
FBgn0033815_FBpp0086856	4083
FBgn0052091_FBpp0075837	25723.1
FBgn0029839_FBpp0070851	1105
FBgn0032082_FBpp0079360	4760
FBgn0003042_FBpp0078059	13908
FBgn0039189_FBpp0084012	13895
FBgn0037364_FBpp0078376	3091
FBgn0024361_FBpp0070204	2443
FBgn0053107_FBpp0083672	3192
FBgn0029639_FBpp0070539	1850
FBgn0051871_FBpp0079693	2204.2
FBgn0030352_FBpp0311993	21671
FBgn0028562_FBpp0087856	4139
FBgn0052495_FBpp0290197	14442
FBgn0004106_FBpp0079641	5922
FBgn0030160_FBpp0071326	23871
FBgn0004406_FBpp0080148	12834
FBgn0038694_FBpp0083155	9961
FBgn0038161_FBpp0082262	25847
FBgn0085464_FBpp0111648	6655
FBgn0039192_FBpp0084010	23568
FBgn0027567_FBpp0076069	4272
FBgn0031034_FBpp0074499	25857.2
FBgn0030687_FBpp0290035	9947
FBgn0037956_FBpp0081991	27048
FBgn0000319_FBpp0089398	19910
FBgn0011695_FBpp0309999	26277.1.1
FBgn0022097_FBpp0086468	10976
FBgn0033738_FBpp0087061	27033
FBgn0037801_FBpp0081703	22064
FBgn0043577_FBpp0305802	14740.1
FBgn0250845_FBpp0306910	17709
FBgn0035228_FBpp0305592	6534
FBgn0003205_FBpp0081600	23449
FBgn0051072_FBpp0306425	13415
FBgn0050372_FBpp0099488	2273
FBgn0024277_FBpp0072540	16266.1.2
FBgn0002842_FBpp0078055	2761
FBgn0036502_FBpp0306210	903
FBgn0024360_FBpp0070227	9001
FBgn0038783_FBpp0310648	22516
FBgn0036953_FBpp0304938	2409
FBgn0261955_FBpp0070871	14423
FBgn0037428_FBpp0078260	21983
FBgn0029646_FBpp0070531	14439
FBgn0050187_FBpp0293336	12065
FBgn0052834_FBpp0292307	22337
FBgn0039620_FBpp0084714	428.1.1
FBgn0028406_FBpp0080057	16485
FBgn0035876_FBpp0076329	25583
FBgn0036134_FBpp0304898	26675
FBgn0053533_FBpp0099538	10766
FBgn0034266_FBpp0289094	6728
FBgn0085352_FBpp0111437	13018
FBgn0031496_FBpp0290038	17561
FBgn0000181_FBpp0086896	11163
FBgn0037371_FBpp0078372	11757
FBgn0004463_FBpp0087085	24786
FBgn0038552_FBpp0082947	10692
FBgn0051040_FBpp0084875	25562
FBgn0039378_FBpp0289406	1789
FBgn0053673_FBpp0300171	22255
FBgn0030289_FBpp0288666	9458
FBgn0067864_FBpp0290839	9773
FBgn0086677_FBpp0305279	2857
FBgn0029817_FBpp0070785	23565
FBgn0040600_FBpp0084072	7823
FBgn0030502_FBpp0073680	20410
FBgn0046247_FBpp0084532	26401
FBgn0037329_FBpp0078330	23431
FBgn0035346_FBpp0310625	17061
FBgn0000221_FBpp0070606	11376
FBgn0034422_FBpp0085693	3486
FBgn0034691_FBpp0300559	18107
FBgn0000015_FBpp0082826	8265
FBgn0037478_FBpp0081087	4950
FBgn0038475_FBpp0082864	19758.1.1.2
FBgn0250820_FBpp0083420	5702
FBgn0051370_FBpp0288494	11848
FBgn0029154_FBpp0291083	21546
FBgn0032330_FBpp0303624	12607
FBgn0015772_FBpp0080729	668
FBgn0050145_FBpp0085577	17158
FBgn0030310_FBpp0309257	14740.1
FBgn0035586_FBpp0076880	15365
FBgn0003479_FBpp0084955	18632
FBgn0262837_FBpp0297214	21634
FBgn0020249_FBpp0081336	3096.1
FBgn0024294_FBpp0088112	11980
FBgn0038219_FBpp0082379	24917
FBgn0250816_FBpp0289160	7334
FBgn0038964_FBpp0083625	22934
FBgn0035853_FBpp0076445	21681
FBgn0033377_FBpp0087711	24579
FBgn0051347_FBpp0082133	21313
FBgn0037802_FBpp0293897	4862
FBgn0032472_FBpp0080074	16442
FBgn0003416_FBpp0074009	18810
FBgn0040743_FBpp0086183	545
FBgn0034098_FBpp0086333	26260
FBgn0033454_FBpp0087461	18230
FBgn0037638_FBpp0081405	18963
FBgn0066304_FBpp0311904	1221
FBgn0039084_FBpp0308684	9558
FBgn0015924_FBpp0293283	27189
FBgn0028899_FBpp0300163	18352
FBgn0051793_FBpp0080682	20661.1
FBgn0085412_FBpp0302933	13131
FBgn0041161_FBpp0075523	6430
FBgn0005613_FBpp0086702	25182
FBgn0044419_FBpp0289218	7245
FBgn0014342_FBpp0088355	15579
FBgn0034286_FBpp0289452	14573.1
FBgn0011739_FBpp0085082	18549
FBgn0261858_FBpp0292515	19071
FBgn0035300_FBpp0072724	27080
FBgn0036004_FBpp0076196	13126
FBgn0013995_FBpp0301144	24663
FBgn0029167_FBpp0075495	7879
FBgn0039538_FBpp0084586	25317
FBgn0033524_FBpp0293134	9672.1
FBgn0264691_FBpp0071303	10835
FBgn0053213_FBpp0084640	8185
FBgn0030177_FBpp0071365	9482
FBgn0261514_FBpp0310235	2967
FBgn0038460_FBpp0307994	6012
FBgn0020645_FBpp0076703	16793.1
FBgn0259711_FBpp0289241	4994
FBgn0264341_FBpp0304329	4642
FBgn0010383_FBpp0074381	21963
FBgn0260798_FBpp0291451	224
FBgn0034455_FBpp0085660	24275
FBgn0022213_FBpp0080484	12951
FBgn0032290_FBpp0079699	25064
FBgn0031861_FBpp0290045	1984
FBgn0019925_FBpp0082571	9391
FBgn0026326_FBpp0087680	4831
FBgn0028648_FBpp0076601	19757
FBgn0052085_FBpp0075864	4513
FBgn0030666_FBpp0073868	14249
FBgn0032640_FBpp0296963	183
FBgn0034967_FBpp0072082	24837
FBgn0038275_FBpp0082462	8930
FBgn0010786_FBpp0072572	891
FBgn0004372_FBpp0072876	21328.1
FBgn0259935_FBpp0289481	13805
FBgn0033590_FBpp0087290	8379
FBgn0260230_FBpp0289864	18895
FBgn0265959_FBpp0309721	20439
FBgn0031375_FBpp0303235	21724
FBgn0035642_FBpp0290125	17024
FBgn0000228_FBpp0302745	181
FBgn0031012_FBpp0309978	6435
FBgn0037179_FBpp0078171	27280
FBgn0003261_FBpp0078301	16777
FBgn0000490_FBpp0077451	23861.2
FBgn0035823_FBpp0076464	20921
FBgn0010348_FBpp0289185	23588
FBgn0036596_FBpp0297708	6743
FBgn0050381_FBpp0308274	8640
FBgn0039450_FBpp0084411	17367
FBgn0037616_FBpp0081392	3158
FBgn0050432_FBpp0298834	19549
FBgn0030997_FBpp0074464	3930
FBgn0034736_FBpp0071746	2905.2
FBgn0039694_FBpp0084904	5904
FBgn0033422_FBpp0087602	13845
FBgn0039683_FBpp0084820	24091
FBgn0037653_FBpp0081445	20964
FBgn0038035_FBpp0082071	11262
FBgn0037615_FBpp0081390	24973
FBgn0031535_FBpp0111932	24823
FBgn0051697_FBpp0080791	13920
FBgn0032811_FBpp0080807	21700
FBgn0035084_FBpp0310117	14413.1.1
FBgn0034548_FBpp0085552	26600
FBgn0053257_FBpp0075137	24707.1
FBgn0053795_FBpp0312385	26759
FBgn0020508_FBpp0073755	15460.1
FBgn0051712_FBpp0079491	10654
FBgn0262823_FBpp0312141	22972
FBgn0004908_FBpp0081328	13769
FBgn0045485_FBpp0080517	8033
FBgn0053700_FBpp0290291	26759
FBgn0033330_FBpp0087793	874
FBgn0052302_FBpp0072760	7125
FBgn0040290_FBpp0076452	16689
FBgn0030291_FBpp0073307	25098
FBgn0031830_FBpp0078918	15122
FBgn0038286_FBpp0112148	26929
FBgn0052296_FBpp0310920	22254
FBgn0003710_FBpp0073075	5042
FBgn0038194_FBpp0088707	26436
FBgn0053909_FBpp0091154	6330.1.1
FBgn0050196_FBpp0071838	16759
FBgn0033677_FBpp0087083	20529
FBgn0001961_FBpp0080147	16597
FBgn0035555_FBpp0305765	19265
FBgn0036205_FBpp0075760	21951
FBgn0039597_FBpp0084683	24652
FBgn0086355_FBpp0084948	25155
FBgn0053310_FBpp0310272	11929
FBgn0262146_FBpp0293071	6246
FBgn0027574_FBpp0084476	4748
FBgn0034084_FBpp0086387	15920
FBgn0035102_FBpp0072436	14433
FBgn0017556_FBpp0310089	98
FBgn0031423_FBpp0077467	5979
FBgn0035315_FBpp0072750	18330
FBgn0010240_FBpp0089263	921.2.2.2
FBgn0063495_FBpp0085854	6183
FBgn0000241_FBpp0312192	14017
FBgn0033280_FBpp0087877	16958
FBgn0031600_FBpp0077149	13160
FBgn0032601_FBpp0310326	23710
FBgn0053910_FBpp0091155	6330.1.1
FBgn0037023_FBpp0077931	11618
FBgn0040376_FBpp0291637	23906
FBgn0032507_FBpp0080053	8180
FBgn0062442_FBpp0084774	39
FBgn0035956_FBpp0076274	13807
FBgn0040388_FBpp0306904	706
FBgn0030706_FBpp0073931	3338
FBgn0034501_FBpp0290427	1093
FBgn0040588_FBpp0312342	1824
FBgn0261358_FBpp0291482	9539
FBgn0025366_FBpp0079607	7381
FBgn0052405_FBpp0076732	16793.1
FBgn0030437_FBpp0310245	366
FBgn0036609_FBpp0075188	3051
FBgn0033982_FBpp0086536	25892
FBgn0039117_FBpp0083853	19126
FBgn0053272_FBpp0075890	25841
FBgn0013767_FBpp0082386	24909
FBgn0000577_FBpp0087198	13503
FBgn0262881_FBpp0297399	12861
FBgn0035496_FBpp0073064	10642
FBgn0262824_FBpp0297186	22379
FBgn0043471_FBpp0304273	5650
FBgn0035238_FBpp0072705	12668
FBgn0262509_FBpp0293373	25194.2
FBgn0023213_FBpp0111817	7868.2
FBgn0020392_FBpp0076451	15043
FBgn0037624_FBpp0081398	10311
FBgn0262624_FBpp0072716	21552
FBgn0029820_FBpp0070786	9867
FBgn0031904_FBpp0079093	687
FBgn0003334_FBpp0081580	3677
FBgn0034099_FBpp0086332	14611
FBgn0011239_FBpp0304649	5759
FBgn0267492_FBpp0312350	18738
FBgn0039260_FBpp0084171	11688
FBgn0032720_FBpp0088360	5083
FBgn0086605_FBpp0310621	7955
FBgn0035688_FBpp0304176	26936
FBgn0083975_FBpp0290894	6221
FBgn0024234_FBpp0309939	13896
FBgn0010414_FBpp0072269	15087.2.1
FBgn0003292_FBpp0075877	21789
FBgn0030648_FBpp0073856	27384
FBgn0036726_FBpp0074982	17447
FBgn0086690_FBpp0297121	7422.1
FBgn0036974_FBpp0304202	7417
FBgn0004510_FBpp0303200	23092
FBgn0052686_FBpp0071402	3508
FBgn0004778_FBpp0081193	17120
FBgn0260945_FBpp0289788	7308
FBgn0020503_FBpp0080529	26131
FBgn0028544_FBpp0080134	26458
FBgn0035021_FBpp0072251	16364
FBgn0051321_FBpp0082385	25549.2
FBgn0037724_FBpp0081579	3191
FBgn0039718_FBpp0084881	17585.1
FBgn0038365_FBpp0298032	6501
FBgn0004580_FBpp0309078	2981
FBgn0045482_FBpp0071875	14259
FBgn0030344_FBpp0073438	1414
FBgn0266047_FBpp0309971	11352
FBgn0030719_FBpp0089139	26645
FBgn0037071_FBpp0077995	1996
FBgn0038851_FBpp0083410	3542
FBgn0030514_FBpp0073674	15018
FBgn0030642_FBpp0073892	6807
FBgn0011705_FBpp0303871	18149.2
FBgn0038342_FBpp0082599	22790
FBgn0026396_FBpp0077499	8157.1
FBgn0030183_FBpp0071416	5164
FBgn0039466_FBpp0290357	8577
FBgn0034368_FBpp0311549	21048
FBgn0015591_FBpp0084119	8124
FBgn0050485_FBpp0086766	20399
FBgn0040365_FBpp0070173	6816
FBgn0039421_FBpp0084399	12229
FBgn0035788_FBpp0076572	18710
FBgn0051975_FBpp0291405	2876
FBgn0035173_FBpp0072490	7824
FBgn0024250_FBpp0071007	15457
FBgn0036170_FBpp0075887	870
FBgn0043455_FBpp0302813	15910
FBgn0028646_FBpp0297541	18778
FBgn0034270_FBpp0086042	6491
FBgn0041723_FBpp0088796	22983.2.2
FBgn0031466_FBpp0077375	12884
FBgn0001139_FBpp0089115	12332
FBgn0040261_FBpp0080467	24685.2
FBgn0005558_FBpp0099810	19388
FBgn0000153_FBpp0301687	15605.2
FBgn0011766_FBpp0311412	27179
FBgn0035022_FBpp0072212	26560
FBgn0052177_FBpp0074972	2024
FBgn0000119_FBpp0086821	3338
FBgn0028647_FBpp0289959	16603
FBgn0028686_FBpp0073292	14306
FBgn0035570_FBpp0073220	8996
FBgn0058045_FBpp0110481	11298
FBgn0036796_FBpp0289329	9614
FBgn0030752_FBpp0074076	21261
FBgn0053834_FBpp0091080	6330.1.1
FBgn0046706_FBpp0112507	24621
FBgn0030894_FBpp0074302	11931
FBgn0023523_FBpp0070381	22123.1
FBgn0051516_FBpp0078626	1339
FBgn0260967_FBpp0290958	24706
FBgn0032169_FBpp0310303	8219
FBgn0025558_FBpp0075074	7410
FBgn0040763_FBpp0087271	7634
FBgn0035462_FBpp0073007	11576
FBgn0050285_FBpp0071595	11230
FBgn0035165_FBpp0072481	21335
FBgn0031677_FBpp0078666	21932
FBgn0035295_FBpp0305621	3173.2.1.1.1
FBgn0030674_FBpp0309265	9455
FBgn0015544_FBpp0072164	26417
FBgn0038722_FBpp0083195	13792
FBgn0037340_FBpp0078403	13774
FBgn0038083_FBpp0291574	24685.2
FBgn0013308_FBpp0087940	25873
FBgn0004143_FBpp0288840	25389
FBgn0263037_FBpp0297781	3788
FBgn0031885_FBpp0110277	26999
FBgn0004859_FBpp0088245	17340
FBgn0036331_FBpp0297228	8946
FBgn0031620_FBpp0077069	21827
FBgn0262739_FBpp0086738	8154
FBgn0050447_FBpp0085640	25002
FBgn0040717_FBpp0077493	3926
FBgn0026190_FBpp0085051	26354
FBgn0028517_FBpp0080316	10642
FBgn0035622_FBpp0076833	25653
FBgn0036330_FBpp0289923	7312
FBgn0000377_FBpp0070402	15257
FBgn0011824_FBpp0071562	14512
FBgn0036859_FBpp0074760	18944
FBgn0040923_FBpp0071016	24730
FBgn0035969_FBpp0076158	1644.1
FBgn0031060_FBpp0074583	15065
FBgn0262017_FBpp0292844	17401
FBgn0035028_FBpp0088807	6444
FBgn0035621_FBpp0076834	14370
FBgn0053349_FBpp0085501	19204
FBgn0051174_FBpp0083552	3709
FBgn0030770_FBpp0074147	4354
FBgn0033592_FBpp0087288	27197
FBgn0040351_FBpp0070176	5307
FBgn0031424_FBpp0297921	3151
FBgn0032262_FBpp0079724	26868
FBgn0036842_FBpp0304894	1592
FBgn0027088_FBpp0306062	23083
FBgn0050359_FBpp0087828	19224.1
FBgn0019809_FBpp0079435	12546
FBgn0083941_FBpp0110081	27280
FBgn0029504_FBpp0305405	18129
FBgn0032488_FBpp0080025	16344
FBgn0027548_FBpp0308267	17651
FBgn0085569_FBpp0290996	17843
FBgn0039438_FBpp0084426	4874
FBgn0038211_FBpp0082363	11754
FBgn0051778_FBpp0308649	20187
FBgn0038426_FBpp0082767	27222
FBgn0050493_FBpp0087999	12889
FBgn0026679_FBpp0071178	26308
FBgn0261373_FBpp0310098	12038
FBgn0034277_FBpp0088527	13256
FBgn0032281_FBpp0307808	6055
