#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0126826          -          BGBP                 -           2.1e-124  415.3   0.0  2.6e-124  415.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(18749699..18749896,18749974..18751136,18751283..18751400); ID=FBpp0126826; name=Dana\GF23634-PA; parent=FBgn0100628,FBtr0128334; dbxref=FlyBase:FBpp0126826,FlyBase_Annotation_IDs:GF23634-PA,GB_protein:EDV41021,REFSEQ:XP_001958215,FlyMine:FBpp0126826; MD5=a3c029eee1d316ddb0f028be43ed3a92; length=492; release=r1.3; species=Dana; 
FBpp0122241          -          FREP                 -            5.1e-19   68.4   0.0   9.6e-19   67.5   0.0   1.4   1   0   0   1   1   1   1 type=protein; loc=scaffold_13047:complement(1709246..1709315,1716752..1717521,1717581..1717652); ID=FBpp0122241; name=Dana\GF19049-PA; parent=FBgn0096061,FBtr0123749; dbxref=FlyBase:FBpp0122241,FlyBase_Annotation_IDs:GF19049-PA,GB_protein:EDV33917,REFSEQ:XP_001966872,FlyMine:FBpp0122241; MD5=90b539f5e2b32172d7349fcec8f986cd; length=303; release=r1.3; species=Dana; 
FBpp0123221          -          FREP                 -            3.4e-16   59.2   0.6   3.7e-16   59.0   0.6   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_12943:complement(1557201..1557339,1557405..1557473,1558327..1558544); ID=FBpp0123221; name=Dana\GF20029-PA; parent=FBgn0097036,FBtr0124729; dbxref=FlyBase:FBpp0123221,FlyBase_Annotation_IDs:GF20029-PA,GB_protein:EDV33095,REFSEQ:XP_001964961,FlyMine:FBpp0123221; MD5=f4b5fda943182853ad93268f0c6f0aa1; length=141; release=r1.3; species=Dana; 
FBpp0125312          -          FREP                 -            5.3e-11   42.2   0.2     6e-11   42.0   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12929:681309..681524; ID=FBpp0125312; name=Dana\GF22120-PA; parent=FBgn0099119,FBtr0126820; dbxref=FlyBase:FBpp0125312,FlyBase_Annotation_IDs:GF22120-PA,GB_protein:EDV32637,REFSEQ:XP_001966349,FlyMine:FBpp0125312; MD5=17ca6dc774d407cc1a4ecf616cbf62b3; length=71; release=r1.3; species=Dana; 
FBpp0125305          -          FREP                 -            7.5e-10   38.4   0.3   1.4e-09   37.6   0.3   1.4   1   0   0   1   1   1   1 type=protein; loc=scaffold_12929:join(572600..572675,572763..573089,573440..573666); ID=FBpp0125305; name=Dana\GF22113-PA; parent=FBgn0099112,FBtr0126813; dbxref=FlyBase:FBpp0125305,FlyBase_Annotation_IDs:GF22113-PA,GB_protein:EDV32621,REFSEQ:XP_001966333,FlyMine:FBpp0125305; MD5=cbdecb9067d6050515e6da5407928572; length=209; release=r1.3; species=Dana; 
FBpp0125225          -          FREP                 -            8.9e-10   38.2   0.1   1.7e-09   37.3   0.1   1.5   1   0   0   1   1   1   1 type=protein; loc=scaffold_12929:complement(843761..843987,844341..844656,844747..845031,845091..845150); ID=FBpp0125225; name=Dana\GF22033-PA; parent=FBgn0099032,FBtr0126733; dbxref=FlyBase:FBpp0125225,FlyBase_Annotation_IDs:GF22033-PA,GB_protein:EDV32656,REFSEQ:XP_001966368,FlyMine:FBpp0125225; MD5=e6b577b5db458c5d2691273b310a5580; length=295; release=r1.3; species=Dana; 
FBpp0125245          -          FREP                 -            1.1e-09   37.9   0.4   1.8e-09   37.2   0.4   1.4   1   0   0   1   1   1   1 type=protein; loc=scaffold_12929:complement(570767..570962,571242..571272,571326..571569,571633..571692); ID=FBpp0125245; name=Dana\GF22053-PA; parent=FBgn0099052,FBtr0126753; dbxref=FlyBase:FBpp0125245,FlyBase_Annotation_IDs:GF22053-PA,GB_protein:EDV32620,REFSEQ:XP_001966332,FlyMine:FBpp0125245; MD5=cf99bb6c32cb13ce16e2612162d3a32e; length=176; release=r1.3; species=Dana; 
FBpp0125236          -          FREP                 -            3.3e-09   36.3   0.1   7.9e-09   35.1   0.1   1.6   1   0   0   1   1   1   1 type=protein; loc=scaffold_12929:complement(607848..607896,609993..610199,610412..610884,612719..612784); ID=FBpp0125236; name=Dana\GF22044-PA; parent=FBgn0099043,FBtr0126744; dbxref=FlyBase:FBpp0125236,FlyBase_Annotation_IDs:GF22044-PA,GB_protein:EDV32633,REFSEQ:XP_001966345,FlyMine:FBpp0125236; MD5=6d915b0adef319df7cbb96e4087cd5e2; length=264; release=r1.3; species=Dana; 
FBpp0125304          -          FREP                 -            1.5e-08   34.2   0.0   1.6e-08   34.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12929:join(562813..562988,570599..570668); ID=FBpp0125304; name=Dana\GF22112-PA; parent=FBgn0099111,FBtr0126812; dbxref=FlyBase:FBpp0125304,FlyBase_Annotation_IDs:GF22112-PA,GB_protein:EDV32619,REFSEQ:XP_001966331,FlyMine:FBpp0125304; MD5=2ded4d3ee5f9a3c1f3ff4372ed0892d7; length=81; release=r1.3; species=Dana; 
FBpp0118827          -          FREP                 -            2.7e-06   26.8   0.0   4.9e-06   26.0   0.0   1.3   1   0   0   1   1   1   1 type=protein; loc=scaffold_12916:join(12144547..12145808,12145867..12146185); ID=FBpp0118827; name=Dana\GF15635-PA; parent=FBgn0092659,FBtr0120335; dbxref=FlyBase:FBpp0118827,FlyBase_Annotation_IDs:GF15635-PA,GB_protein:EDV32048,REFSEQ:XP_001962827,FlyMine:FBpp0118827; MD5=91b6d50ac14046472817c7eca267832c; length=526; release=r1.3; species=Dana; 
FBpp0125324          -          FREP                 -            0.00045   19.6   0.1   0.00094   18.5   0.1   1.5   1   0   0   1   1   1   1 type=protein; loc=scaffold_12929:join(826889..827423,827477..827559,827878..827976); ID=FBpp0125324; name=Dana\GF22132-PA; parent=FBgn0099131,FBtr0126832; dbxref=FlyBase:FBpp0125324,FlyBase_Annotation_IDs:GF22132-PA,GB_protein:EDV32655,REFSEQ:XP_001966367,FlyMine:FBpp0125324; MD5=26516b5fe5a9f0126660acc8c1363a3d; length=238; release=r1.3; species=Dana; 
FBpp0127666          -          GALE                 -           8.8e-264  874.5  19.5  6.7e-210  697.0   5.0   3.2   2   1   1   3   3   3   3 type=protein; loc=scaffold_13337:complement(6409705..6409743,6409810..6410388,6410446..6411145,6411202..6411465,6411528..6412906,6412963..6414027); ID=FBpp0127666; name=Dana\GF24474-PA; parent=FBgn0101468,FBtr0129174; dbxref=FlyBase:FBpp0127666,FlyBase_Annotation_IDs:GF24474-PA,GB_protein:EDV39466,REFSEQ:XP_001956660,FlyMine:FBpp0127666; MD5=01f8baf1dd60f86bb2dc5953317948fb; length=1341; release=r1.3; species=Dana; 
FBpp0115168          -          GALE                 -            3.3e-51  174.2   1.0   6.1e-36  123.9   0.0   2.0   1   1   1   2   2   2   2 type=protein; loc=scaffold_13266:complement(6528680..6528965,6529022..6529609,6529745..6529836); ID=FBpp0115168; name=Dana\GF11976-PA; parent=FBgn0089015,FBtr0116676; dbxref=FlyBase:FBpp0115168,FlyBase_Annotation_IDs:GF11976-PA,GB_protein:EDV36397,REFSEQ:XP_001959575,FlyMine:FBpp0115168; MD5=38156378bcfe803e5a81ce1dedbf3683; length=321; release=r1.3; species=Dana; 
FBpp0118242          -          GALE                 -              3e-50  171.1   0.3   3.4e-32  111.6   0.1   2.1   1   1   0   2   2   2   2 type=protein; loc=scaffold_12916:join(2057949..2058296,2059534..2059649,2059705..2060734); ID=FBpp0118242; name=Dana\GF15050-PA; parent=FBgn0092075,FBtr0119750; dbxref=FlyBase:FBpp0118242,FlyBase_Annotation_IDs:GF15050-PA,GB_protein:EDV30814,REFSEQ:XP_001961593,FlyMine:FBpp0118242; MD5=daef1f194108cf8e311ba0be2b7982a4; length=497; release=r1.3; species=Dana; 
FBpp0118243          -          GALE                 -            1.5e-31  109.4   0.0   6.9e-23   80.9   0.0   2.1   1   1   0   2   2   2   2 type=protein; loc=scaffold_12916:join(2061599..2062709,2062768..2062826); ID=FBpp0118243; name=Dana\GF15051-PA; parent=FBgn0092076,FBtr0119751; dbxref=FlyBase:FBpp0118243,FlyBase_Annotation_IDs:GF15051-PA,GB_protein:EDV30815,REFSEQ:XP_001961594,FlyMine:FBpp0118243; MD5=702cccf565c68affa0a05018dffcbd55; length=389; release=r1.3; species=Dana; 
FBpp0118273          -          GALE                 -            4.7e-26   91.4   0.0   2.8e-15   55.9   0.0   2.0   1   1   0   2   2   2   2 type=protein; loc=scaffold_12916:join(2749404..2749492,2749802..2750395,2750448..2750715); ID=FBpp0118273; name=Dana\GF15081-PA; parent=FBgn0092106,FBtr0119781; dbxref=FlyBase:FBpp0118273,FlyBase_Annotation_IDs:GF15081-PA,GB_protein:EDV30883,REFSEQ:XP_001961662,FlyMine:FBpp0118273; MD5=1f3a318103494b740f6dc68c18416f65; length=316; release=r1.3; species=Dana; 
FBpp0119716          -          GALE                 -            2.9e-08   32.8   0.1     3e-08   32.7   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(15522769..15522956,15523050..15523204,15525031..15525134); ID=FBpp0119716; name=Dana\GF16524-PA; parent=FBgn0093545,FBtr0121224; dbxref=FlyBase:FBpp0119716,FlyBase_Annotation_IDs:GF16524-PA,GB_protein:EDV43439,REFSEQ:XP_001954878,FlyMine:FBpp0119716; MD5=fc63121897a8d5ea0afc2222a79fc95a; length=148; release=r1.3; species=Dana; 
FBpp0113724          -          GPX                  -            7.1e-90  298.8   0.0   7.2e-90  298.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(14169913..14170122,14170321..14170641,14170709..14170900); ID=FBpp0113724; name=Dana\GF10532-PA; parent=FBgn0087573,FBtr0115232; dbxref=FlyBase:FBpp0113724,FlyBase_Annotation_IDs:GF10532-PA,GB_protein:EDV40480,REFSEQ:XP_001957674,FlyMine:FBpp0113724; MD5=845a690e8048b6cc8f97444cf111e269; length=240; release=r1.3; species=Dana; 
FBpp0116924          -          GPX                  -            1.4e-59  200.1   0.0     2e-59  199.7   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:join(17369801..17370012,17370069..17370444); ID=FBpp0116924; name=Dana\GF13732-PA; parent=FBgn0090759,FBtr0118432; dbxref=FlyBase:FBpp0116924,FlyBase_Annotation_IDs:GF13732-PA,GB_protein:EDV37995,REFSEQ:XP_001961173,FlyMine:FBpp0116924; MD5=bd7a747a0753cf332c896a78e2f1c548; length=195; release=r1.3; species=Dana; 
FBpp0123353          -          GPX                  -              1e-35  122.4   0.6   2.2e-24   85.5   0.1   2.2   1   1   1   2   2   2   2 type=protein; loc=scaffold_13239:join(566984..567089,567194..567383,567584..567851); ID=FBpp0123353; name=Dana\GF20161-PA; parent=FBgn0097168,FBtr0124861; dbxref=FlyBase:FBpp0123353,FlyBase_Annotation_IDs:GF20161-PA,GB_protein:EDV34919,REFSEQ:XP_001967428,FlyMine:FBpp0123353; MD5=b09683d7a54415e6cb8a866825ce442d; length=187; release=r1.3; species=Dana; 
FBpp0118251          -          HPX                  -                  0 1283.7   0.4  6.7e-234  779.1   0.0   3.3   1   1   1   3   3   3   3 type=protein; loc=scaffold_12916:join(2426929..2426966,2435361..2435941,2436000..2436732,2436800..2437075,2437134..2437351,2437418..2438950,2439009..2439417,2439476..2439629,2439688..2439927); ID=FBpp0118251; name=Dana\GF15059-PA; parent=FBgn0092084,FBtr0119759; dbxref=FlyBase:FBpp0118251,FlyBase_Annotation_IDs:GF15059-PA,GB_protein:EDV30839,REFSEQ:XP_001961618,FlyMine:FBpp0118251; MD5=514998a9f8c19871dd79f33425c1bdbb; length=1393; release=r1.3; species=Dana; 
FBpp0126240          -          HPX                  -           1.6e-256  854.0   0.0  3.1e-249  829.8   0.0   2.7   1   1   1   2   2   2   2 type=protein; loc=scaffold_12911:complement(2577208..2578191,2578225..2580275,2580392..2580667,2580731..2581458,2581527..2581810); ID=FBpp0126240; name=Dana\GF23048-PA; parent=FBgn0100042,FBtr0127748; dbxref=FlyBase:FBpp0126240,FlyBase_Annotation_IDs:GF23048-PA,GB_protein:EDV30241,REFSEQ:XP_001964445,FlyMine:FBpp0126240; MD5=b5a3a3f2fbd392a15fd67ee1255c803b; length=1440; release=r1.3; species=Dana; 
FBpp0119600          -          HPX                  -           2.8e-250  833.3   0.0  3.4e-250  833.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(17870427..17870474,17870539..17870635,17870694..17870972,17871039..17871969,17872198..17872371,17872586..17872974,17874998..17875088,17875341..17875423,17880411..17880569,17890285..17890295); ID=FBpp0119600; name=Dana\GF16408-PA; parent=FBgn0093429,FBtr0121108; dbxref=FlyBase:FBpp0119600,FlyBase_Annotation_IDs:GF16408-PA,GB_protein:EDV43681,REFSEQ:XP_001955120,FlyMine:FBpp0119600; MD5=26e601e4d45a014e51044ca9b99e5911; length=753; release=r1.3; species=Dana; 
FBpp0126273          -          HPX                  -             1e-246  821.5   0.0  1.2e-246  821.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_12911:complement(2092619..2092685,2092740..2093059,2093203..2093361,2093430..2093604,2093661..2093988,2095096..2095522,2095580..2096355,2096676..2096853); ID=FBpp0126273; name=Dana\GF23081-PA; parent=FBgn0100075,FBtr0127781; dbxref=FlyBase:FBpp0126273,FlyBase_Annotation_IDs:GF23081-PA,GB_protein:EDV30170,REFSEQ:XP_001964374,FlyMine:FBpp0126273; MD5=ef48a1b23a7ca4ef82a0de2f63516096; length=809; release=r1.3; species=Dana; 
FBpp0120269          -          HPX                  -           2.1e-239  797.3   0.0  2.8e-239  796.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(7049347..7049452,7049518..7049623,7049679..7050048,7050107..7050263,7050320..7051064,7051292..7051503,7051558..7051782,7051845..7052011); ID=FBpp0120269; name=Dana\GF17077-PA; parent=FBgn0094096,FBtr0121777; dbxref=FlyBase:FBpp0120269,FlyBase_Annotation_IDs:GF17077-PA,GB_protein:EDV42305,REFSEQ:XP_001953744,FlyMine:FBpp0120269; MD5=92bb1fc5dc69103393cac38bee830401; length=695; release=r1.3; species=Dana; 
FBpp0120196          -          HPX                  -           5.6e-236  785.9   0.0  6.7e-236  785.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(8100764..8101059,8101121..8101290,8101354..8103219,8103621..8103799); ID=FBpp0120196; name=Dana\GF17004-PA; parent=FBgn0094023,FBtr0121704; dbxref=FlyBase:FBpp0120196,FlyBase_Annotation_IDs:GF17004-PA,GB_protein:EDV42464,REFSEQ:XP_001953903,FlyMine:FBpp0120196; MD5=565705f145f5dfb581e7e7c2c9f4204d; length=836; release=r1.3; species=Dana; 
FBpp0113439          -          HPX                  -           4.9e-216  719.9   0.7  7.2e-216  719.4   0.7   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:join(9452312..9452490,9468684..9468899,9468975..9469046,9469119..9469360,9469456..9470109,9471653..9471862,9471935..9472113,9472270..9472451,9475620..9478281); ID=FBpp0113439; name=Dana\GF10247-PA; parent=FBgn0087288,FBtr0114947; dbxref=FlyBase:FBpp0113439,FlyBase_Annotation_IDs:GF10247-PA,GB_protein:EDV39891,REFSEQ:XP_001957085,FlyMine:FBpp0113439; MD5=5e62b88b6f7d1dc96672dff4dad6e794; length=1531; release=r1.3; species=Dana; 
FBpp0121106          -          HPX                  -           2.8e-186  621.3   0.0  3.6e-186  621.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:join(7040029..7041239,7041299..7041638,7041692..7041890,7041950..7042055,7042115..7042196); ID=FBpp0121106; name=Dana\GF17914-PA; parent=FBgn0094932,FBtr0122614; dbxref=FlyBase:FBpp0121106,FlyBase_Annotation_IDs:GF17914-PA,GB_protein:EDV42302,REFSEQ:XP_001953741,FlyMine:FBpp0121106; MD5=20b21d0b6afcb5d8c2b1e6564edb5277; length=645; release=r1.3; species=Dana; 
FBpp0118109          -          HPX                  -           1.9e-177  592.1   0.2  1.9e-177  592.1   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_12916:complement(684410..684538,684599..684727,684797..685880,685938..687674,687728..688005,688065..688468,688528..688732,688786..689135,689316..689391); ID=FBpp0118109; name=Dana\GF14917-PA; parent=FBgn0091942,FBtr0119617; dbxref=FlyBase:FBpp0118109,FlyBase_Annotation_IDs:GF14917-PA,GB_protein:EDV30689,REFSEQ:XP_001961468,FlyMine:FBpp0118109; MD5=133455fd7a4b525e60ba51c320f84d0b; length=1463; release=r1.3; species=Dana; 
FBpp0120267          -          HPX                  -           5.4e-147  491.3   1.2  6.8e-147  490.9   1.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13340:complement(7069712..7069745,7069926..7070088,7070144..7070261,7070324..7070491,7070550..7070691,7070748..7071325,7071384..7071565,7071899..7072082,7072142..7072472,7072526..7072634,7073443..7073539); ID=FBpp0120267; name=Dana\GF17075-PA; parent=FBgn0094094,FBtr0121775; dbxref=FlyBase:FBpp0120267,FlyBase_Annotation_IDs:GF17075-PA,GB_protein:EDV42308,REFSEQ:XP_001953747,FlyMine:FBpp0120267; MD5=f0a8ff2165c378b0cc0fbaa1034905d3; length=701; release=r1.3; species=Dana; 
FBpp0120561          -          HPX                  -              0.004   14.8   5.4    0.0052   14.4   5.4   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_13340:complement(2026219..2026223,2029147..2029779,2029876..2030150,2030287..2030591,2030662..2030703); ID=FBpp0120561; name=Dana\GF17369-PA; parent=FBgn0094387,FBtr0122069; dbxref=FlyBase:FBpp0120561,FlyBase_Annotation_IDs:GF17369-PA,GB_protein:EDV41704,REFSEQ:XP_001953121,FlyMine:FBpp0120561; MD5=f2c89caaeb43fa5dbcff24e8fbc3e9f9; length=419; release=r1.3; species=Dana; 
FBpp0123966          -          HPX                  -             0.0084   13.7  11.7     0.011   13.4  11.7   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_13117:complement(5638006..5638920,5641149..5641445); ID=FBpp0123966; name=Dana\GF20774-PA; parent=FBgn0097780,FBtr0125474; dbxref=FlyBase:FBpp0123966,FlyBase_Annotation_IDs:GF20774-PA,GB_protein:EDV34775,REFSEQ:XP_001964326,FlyMine:FBpp0123966; MD5=7086c4d942822b476108864e627032f4; length=403; release=r1.3; species=Dana; 
FBpp0120065          -          HPX                  -              0.086   10.4  15.9      0.12    9.9  15.9   1.3   1   0   0   1   1   1   0 type=protein; loc=scaffold_13340:complement(10525846..10525944,10526011..10526795,10526882..10527015,10527076..10527348,10527438..10527693,10527754..10527931,10527996..10528779,10528858..10528934,10529021..10529208,10529271..10529382); ID=FBpp0120065; name=Dana\GF16873-PA; parent=FBgn0093893,FBtr0121573; dbxref=FlyBase:FBpp0120065,FlyBase_Annotation_IDs:GF16873-PA,GB_protein:EDV42749,REFSEQ:XP_001954188,FlyMine:FBpp0120065; MD5=e35bd86bc18f9a98f68e1abfd19ed908; length=961; release=r1.3; species=Dana; 
FBpp0123467          -          HPX                  -               0.11   10.0   0.4      0.12    9.9   0.4   1.0   1   0   0   1   1   1   0 type=protein; loc=scaffold_13417:complement(1179739..1179907,1179973..1180064,1180122..1180316,1180371..1180745,1180824..1180907); ID=FBpp0123467; name=Dana\GF20275-PA; parent=FBgn0097282,FBtr0124975; dbxref=FlyBase:FBpp0123467,FlyBase_Annotation_IDs:GF20275-PA,GB_protein:EDV44542,REFSEQ:XP_001963466,FlyMine:FBpp0123467; MD5=2e8035f24a2c4bba6ec8a8714bedf459; length=304; release=r1.3; species=Dana; 
FBpp0116208          -          HPX                  -               0.21    9.1   8.6      0.29    8.7   8.6   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_13266:join(7279153..7279239,7296753..7297708,7297767..7298396,7298458..7298722); ID=FBpp0116208; name=Dana\GF13016-PA; parent=FBgn0090049,FBtr0117716; dbxref=FlyBase:FBpp0116208,FlyBase_Annotation_IDs:GF13016-PA,GB_protein:EDV36544,REFSEQ:XP_001959722,FlyMine:FBpp0116208; MD5=21018db8bb8165f24bd4b71c03c349e2; length=645; release=r1.3; species=Dana; 
FBpp0122706          -          HPX                  -               0.28    8.7  11.5      0.43    8.1  11.5   1.2   1   0   0   1   1   1   0 type=protein; loc=scaffold_13335:join(1453466..1454752,1454816..1455865,1455929..1456276,1456333..1457082); ID=FBpp0122706; name=Dana\GF19514-PA; parent=FBgn0096521,FBtr0124214; dbxref=FlyBase:FBpp0122706,FlyBase_Annotation_IDs:GF19514-PA,GB_protein:EDV38546,REFSEQ:XP_001966137,FlyMine:FBpp0122706; MD5=28396365d635b4589c80c68be1eba395; length=1144; release=r1.3; species=Dana; 
FBpp0117221          -          HPX                  -               0.34    8.4  14.8       0.4    8.2  14.8   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_12916:complement(15180012..15180326); ID=FBpp0117221; name=Dana\GF14029-PA; parent=FBgn0091056,FBtr0118729; dbxref=FlyBase:FBpp0117221,FlyBase_Annotation_IDs:GF14029-PA,GB_protein:EDV32480,REFSEQ:XP_001963259,FlyMine:FBpp0117221; MD5=78ec64daa392926be52e3fec32915dff; length=104; release=r1.3; species=Dana; 
FBpp0117257          -          HPX                  -               0.53    7.8   3.8      0.86    7.1   3.8   1.2   1   0   0   1   1   1   0 type=protein; loc=scaffold_12916:complement(14654651..14654758,14654972..14655038,14655689..14655813,14655901..14657043,14657347..14657686,14663691..14663758,14663880..14663984,14664655..14664799,14667330..14667539,14669615..14669796,14670923..14671097,14674935..14675074,14675799..14675940,14676577..14676668,14678313..14678475,14678619..14678755,14686180..14686294,14686843..14687456); ID=FBpp0117257; name=Dana\GF14065-PA; parent=FBgn0091092,FBtr0118765; dbxref=FlyBase:FBpp0117257,FlyBase_Annotation_IDs:GF14065-PA,GB_protein:EDV32417,REFSEQ:XP_001963196,FlyMine:FBpp0117257; MD5=41d731e5d2e3dedb01221d677fa50ba3; length=1356; release=r1.3; species=Dana; 
FBpp0127347          -          LYS                  -           6.1e-139  456.3  16.5   8.8e-39  132.1   0.9   4.2   4   0   0   4   4   4   4 type=protein; loc=scaffold_13337:complement(10511884..10515897); ID=FBpp0127347; name=Dana\GF24155-PA; parent=FBgn0101149,FBtr0128855; dbxref=FlyBase:FBpp0127347,FlyBase_Annotation_IDs:GF24155-PA,GB_protein:EDV40045,REFSEQ:XP_001957239,FlyMine:FBpp0127347; MD5=82bf8e823f81ede7483494d651c5de22; length=1337; release=r1.3; species=Dana; 
FBpp0115943          -          LYS                  -              1e-54  183.7   4.4   1.1e-54  183.6   4.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:join(4040945..4041092,4041150..4041302,4043385..4043578); ID=FBpp0115943; name=Dana\GF12751-PA; parent=FBgn0089785,FBtr0117451; dbxref=FlyBase:FBpp0115943,FlyBase_Annotation_IDs:GF12751-PA,GB_protein:EDV35996,REFSEQ:XP_001959174,FlyMine:FBpp0115943; MD5=387965b6f2eae7d4e1362d8d8dcf6529; length=164; release=r1.3; species=Dana; 
FBpp0115942          -          LYS                  -            2.6e-53  179.1   0.6   2.7e-53  179.1   0.6   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13266:join(4038485..4038638,4038724..4038812,4038875..4038938,4038998..4039131); ID=FBpp0115942; name=Dana\GF12750-PA; parent=FBgn0089784,FBtr0117450; dbxref=FlyBase:FBpp0115942,FlyBase_Annotation_IDs:GF12750-PA,GB_protein:EDV35995,REFSEQ:XP_001959173,FlyMine:FBpp0115942; MD5=a95dbf09f2c041f4915c85f8bf025eb3; length=146; release=r1.3; species=Dana; 
FBpp0113262          -          LYS                  -            4.9e-50  168.5   4.9   5.3e-50  168.4   4.9   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:6693211..6693636; ID=FBpp0113262; name=Dana\GF10070-PA; parent=FBgn0087111,FBtr0114770; dbxref=FlyBase:FBpp0113262,FlyBase_Annotation_IDs:GF10070-PA,GB_protein:EDV39523,REFSEQ:XP_001956717,FlyMine:FBpp0113262; MD5=cdb72af40099ed6a8a46f7a50d821746; length=141; release=r1.3; species=Dana; 
FBpp0113264          -          LYS                  -            5.6e-50  168.3   0.2     6e-50  168.2   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:6701354..6701776; ID=FBpp0113264; name=Dana\GF10072-PA; parent=FBgn0087113,FBtr0114772; dbxref=FlyBase:FBpp0113264,FlyBase_Annotation_IDs:GF10072-PA,GB_protein:EDV39526,REFSEQ:XP_001956720,FlyMine:FBpp0113264; MD5=a88f82ecc4136fc764e2523d4301795b; length=140; release=r1.3; species=Dana; 
FBpp0127628          -          LYS                  -            7.4e-50  167.9   0.2     8e-50  167.8   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(6699285..6699707); ID=FBpp0127628; name=Dana\GF24436-PA; parent=FBgn0101430,FBtr0129136; dbxref=FlyBase:FBpp0127628,FlyBase_Annotation_IDs:GF24436-PA,GB_protein:EDV39525,REFSEQ:XP_001956719,FlyMine:FBpp0127628; MD5=2728bfae889f3f2ce3f5d4c9af7c9a0b; length=140; release=r1.3; species=Dana; 
FBpp0113265          -          LYS                  -            8.5e-50  167.7   0.3   9.1e-50  167.6   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:6706848..6707270; ID=FBpp0113265; name=Dana\GF10073-PA; parent=FBgn0087114,FBtr0114773; dbxref=FlyBase:FBpp0113265,FlyBase_Annotation_IDs:GF10073-PA,GB_protein:EDV39528,REFSEQ:XP_001956722,FlyMine:FBpp0113265; MD5=38ecb7d4bdb6c0bab56921bb334b480b; length=140; release=r1.3; species=Dana; 
FBpp0124274          -          LYS                  -            5.3e-49  165.2   0.5     6e-49  165.0   0.5   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13117:complement(983578..983723,983788..983937,983992..984175); ID=FBpp0124274; name=Dana\GF21082-PA; parent=FBgn0098087,FBtr0125782; dbxref=FlyBase:FBpp0124274,FlyBase_Annotation_IDs:GF21082-PA,GB_protein:EDV34221,REFSEQ:XP_001963772,FlyMine:FBpp0124274; MD5=4ca08e15405bbbd34b1e772c50590855; length=159; release=r1.3; species=Dana; 
FBpp0127629          -          LYS                  -            7.5e-49  164.7   1.9     8e-49  164.6   1.9   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:complement(6691184..6691606); ID=FBpp0127629; name=Dana\GF24437-PA; parent=FBgn0101431,FBtr0129137; dbxref=FlyBase:FBpp0127629,FlyBase_Annotation_IDs:GF24437-PA,GB_protein:EDV39522,REFSEQ:XP_001956716,FlyMine:FBpp0127629; MD5=5c7a9fa9b62d5d9c466d417d64eb7d69; length=140; release=r1.3; species=Dana; 
FBpp0113268          -          LYS                  -            3.5e-48  162.5   0.1   3.8e-48  162.4   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_13337:6720721..6721149; ID=FBpp0113268; name=Dana\GF10076-PA; parent=FBgn0087117,FBtr0114776; dbxref=FlyBase:FBpp0113268,FlyBase_Annotation_IDs:GF10076-PA,GB_protein:EDV39533,REFSEQ:XP_001956727,FlyMine:FBpp0113268; MD5=5f19995eccc97144d3f93fd188837de8; length=142; release=r1.3; species=Dana; 
