#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0074817          -          BGBP                 -           2.5e-135  452.4   0.0    3e-135  452.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(18676006..18676123,18676296..18677080,18677145..18677522,18677579..18677776); ID=FBpp0074817; name=GNBP1-PA; parent=FBgn0040323,FBtr0075050; dbxref=FlyBase:FBpp0074817,FlyBase_Annotation_IDs:CG6895-PA,GB_protein:AAF49244.1,REFSEQ:NP_524142,GB_protein:AAF49244,FlyMine:FBpp0074817,modMine:FBpp0074817; MD5=3319c8f13047af04e61708ace37337a8; length=492; release=r6.02; species=Dmel; 
FBpp0077989          -          CLIPE                -            5.2e-15   56.3   0.0   6.7e-15   56.0   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3L:complement(join(20961936..20962545,20961562..20961782)); ID=FBpp0077989; name=CG10587-PA; parent=FBgn0037039,FBtr0078333; dbxref=FlyBase:FBpp0077989,FlyBase_Annotation_IDs:CG10587-PA,GB_protein:AAF51663.1,REFSEQ:NP_649273,GB_protein:AAF51663,FlyMine:FBpp0077989,modMine:FBpp0077989; MD5=b375d4e9070ff77877fd08106b9f65a7; length=276; release=r6.02; species=Dmel; 
FBpp0305481          -          CLIPE                -              7e-15   55.9   0.0   9.3e-15   55.5   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3L:complement(join(20961936..20962545,20961845..20961883,20961562..20961782)); ID=FBpp0305481; name=CG10587-PC; parent=FBgn0037039,FBtr0333286; dbxref=REFSEQ:NP_001137989,GB_protein:ACL83344,FlyBase:FBpp0305481,FlyBase_Annotation_IDs:CG10587-PC; MD5=2cbccb0fa82e3b47207c34ac5a26dcd7; length=289; release=r6.02; species=Dmel; 
FBpp0083338          -          CLIPE                -              1e-14   55.4   0.1   1.2e-14   55.2   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(20743585..20743765,20742827..20743527)); ID=FBpp0083338; name=CG31199-PA; parent=FBgn0051199,FBtr0083930; dbxref=FlyBase:FBpp0083338,FlyBase_Annotation_IDs:CG31199-PA,GB_protein:AAG22166.2,REFSEQ:NP_732546,GB_protein:AAG22166,FlyMine:FBpp0083338,modMine:FBpp0083338; MD5=fc9cc2b01dac5248c3ca8b17a4c77360; length=293; release=r6.02; species=Dmel; 
FBpp0291994          -          CLIPE                -            1.3e-14   55.0   0.0   1.5e-14   54.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:12111148..12111945; ID=FBpp0291994; name=Phae2-PB; parent=FBgn0263235,FBtr0302854; dbxref=FlyBase:FBpp0291994,FlyBase_Annotation_IDs:CG16997-PB,REFSEQ:NP_609551,GB_protein:AAF53170,FlyMine:FBpp0291994,modMine:FBpp0291994; MD5=f052c665ed503ffa28c5c74621047e80; length=265; release=r6.02; species=Dmel; 
FBpp0311761          -          CLIPE                -            1.3e-14   55.0   0.0   1.5e-14   54.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:12111148..12111945; ID=FBpp0311761; name=Phae2-PC; parent=FBgn0263235,FBtr0345718; dbxref=FlyBase:FBpp0311761,FlyBase_Annotation_IDs:CG16997-PC,GB_protein:AHN54385,REFSEQ:NP_001285871; MD5=f052c665ed503ffa28c5c74621047e80; length=265; release=r6.02; species=Dmel; 
FBpp0288806          -          CLIPE                -            1.7e-14   54.6   0.0   2.1e-14   54.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(24289658..24289790,24289451..24289598,24289293..24289397,24289066..24289184,24288816..24289011,24288608..24288755)); ID=FBpp0288806; name=CG34290-PB; parent=FBgn0085319,FBtr0299531; dbxref=FlyBase:FBpp0288806,FlyBase_Annotation_IDs:CG34290-PB,REFSEQ:NP_001097899,GB_protein:ABW08748,FlyMine:FBpp0288806,modMine:FBpp0288806; MD5=0c4d967a9322b1fa7ffd23bd7dc233e9; length=282; release=r6.02; species=Dmel; 
FBpp0074838          -          CLIPE                -            3.9e-14   53.5   0.0   5.4e-14   53.0   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:complement(join(18920008..18920300,18919672..18919948,18919224..18919622)); ID=FBpp0074838; name=CG18223-PA; parent=FBgn0036832,FBtr0075071; dbxref=FlyBase:FBpp0074838,FlyBase_Annotation_IDs:CG18223-PA,GB_protein:AAF49207.3,REFSEQ:NP_649077,GB_protein:AAF49207,FlyMine:FBpp0074838,modMine:FBpp0074838; MD5=f6beeebcaade8d218f856d22c64f0795; length=322; release=r6.02; species=Dmel; 
FBpp0084868          -          CLIPE                -            5.3e-14   53.0   0.0   8.1e-14   52.4   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:29922242..29923039; ID=FBpp0084868; name=Jon99Ciii-PA; parent=FBgn0003357,FBtr0085502; dbxref=FlyBase:FBpp0084868,FlyBase_Annotation_IDs:CG31362-PA,GB_protein:AAN14201.1,REFSEQ:NP_733330,GB_protein:AAN14201; MD5=1e2effa48fa812e3aa6d92a4da9867ca; length=265; release=r6.02; species=Dmel; 
FBpp0084878          -          CLIPE                -            5.3e-14   53.0   0.0   8.1e-14   52.4   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:complement(29923790..29924587); ID=FBpp0084878; name=Jon99Cii-PA; parent=FBgn0003356,FBtr0085512; dbxref=FlyBase:FBpp0084878,FlyBase_Annotation_IDs:CG31034-PA,GB_protein:AAF56972.1,REFSEQ:NP_524554,GB_protein:AAF56972,FlyMine:FBpp0084878,modMine:FBpp0084878; MD5=1e2effa48fa812e3aa6d92a4da9867ca; length=265; release=r6.02; species=Dmel; 
FBpp0312057          -          CLIPE                -            5.3e-14   53.0   0.0   8.1e-14   52.4   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:29922242..29923039; ID=FBpp0312057; name=Jon99Ciii-PB; parent=FBgn0003357,FBtr0346340; dbxref=FlyBase:FBpp0312057,FlyBase_Annotation_IDs:CG31362-PB,GB_protein:AHN57597,REFSEQ:NP_001287598; MD5=1e2effa48fa812e3aa6d92a4da9867ca; length=265; release=r6.02; species=Dmel; 
FBpp0076748          -          CLIPE                -              6e-14   52.9   0.0   8.1e-14   52.4   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3L:join(6039196..6039452,6039530..6040088); ID=FBpp0076748; name=Jon65Aiv-PA; parent=FBgn0250815,FBtr0077040; dbxref=FlyBase:FBpp0076748,FlyBase_Annotation_IDs:CG6467-PA,GB_protein:AAF50714.1,REFSEQ:NP_648012,GB_protein:AAF50714,FlyMine:FBpp0076748,modMine:FBpp0076748; MD5=2fb3bc1d56fb0cd8329fbc2f8f6ad85b; length=271; release=r6.02; species=Dmel; 
FBpp0292474          -          CLIPE                -              9e-14   52.3   0.0   1.1e-13   52.0   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(17131432..17132156,17131296..17131368)); ID=FBpp0292474; name=CG4053-PB; parent=FBgn0038482,FBtr0303413; dbxref=FlyBase:FBpp0292474,FlyBase_Annotation_IDs:CG4053-PB,REFSEQ:NP_650601,GB_protein:AAF55394,FlyMine:FBpp0292474,modMine:FBpp0292474; MD5=edce7532dfbcf506a619990fb5bd96db; length=265; release=r6.02; species=Dmel; 
FBpp0077991          -          CLIPE                -            2.7e-13   50.7   0.0   3.7e-13   50.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:complement(join(20956126..20956729,20955789..20956012)); ID=FBpp0077991; name=Sems-PA; parent=FBgn0037036,FBtr0078335; dbxref=FlyBase:FBpp0077991,FlyBase_Annotation_IDs:CG10586-PA,GB_protein:AAF51660.1,REFSEQ:NP_649270,GB_protein:AAF51660,FlyMine:FBpp0077991,modMine:FBpp0077991; MD5=e9adea10f46699bd774ef0d65b630ea9; length=275; release=r6.02; species=Dmel; 
FBpp0110171          -          CLIPE                -            3.3e-13   50.5   0.0     4e-13   50.2   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(26189067..26189960); ID=FBpp0110171; name=CG34130-PA; parent=FBgn0083966,FBtr0110871; dbxref=FlyBase:FBpp0110171,FlyBase_Annotation_IDs:CG34130-PA,REFSEQ:NP_001036759,GB_protein:ABI31209,FlyMine:FBpp0110171,modMine:FBpp0110171; MD5=bcf27d97782ed05bb822e7d4d9b53554; length=297; release=r6.02; species=Dmel; 
FBpp0079916          -          CLIPE                -              4e-13   50.2   0.0     5e-13   49.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:12109643..12110455; ID=FBpp0079916; name=Phae1-PA; parent=FBgn0263234,FBtr0080334; dbxref=GB_protein:AAF53169.1,FlyBase:FBpp0079916,FlyBase_Annotation_IDs:CG16996-PA,REFSEQ:NP_609550,GB_protein:AAF53169,FlyMine:FBpp0079916,modMine:FBpp0079916; MD5=6fe6b954baa607eeab2c87416e4e29a9; length=270; release=r6.02; species=Dmel; 
FBpp0311760          -          CLIPE                -              4e-13   50.2   0.0     5e-13   49.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:12109643..12110455; ID=FBpp0311760; name=Phae1-PB; parent=FBgn0263234,FBtr0345717; dbxref=FlyBase:FBpp0311760,FlyBase_Annotation_IDs:CG16996-PB,GB_protein:AHN54384,REFSEQ:NP_001285870; MD5=6fe6b954baa607eeab2c87416e4e29a9; length=270; release=r6.02; species=Dmel; 
FBpp0074135          -          CLIPE                -            4.7e-13   50.0   0.0   5.7e-13   49.7   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(join(16706621..16706844,16705992..16706529)); ID=FBpp0074135; name=CG9672-PA; parent=FBgn0030777,FBtr0074361; dbxref=FlyBase:FBpp0074135,FlyBase_Annotation_IDs:CG9672-PA,GB_protein:AAF48651.1,REFSEQ:NP_573151,GB_protein:AAF48651,FlyMine:FBpp0074135,modMine:FBpp0074135; MD5=4155586e6290d3155c01820b69516fdb; length=253; release=r6.02; species=Dmel; 
FBpp0085014          -          CLIPE                -            5.1e-13   49.8   0.0     8e-13   49.2   0.0   1.2   1   1   0   1   1   1   1 type=protein; loc=3R:30488988..30489791; ID=FBpp0085014; name=Jon99Fi-PA; parent=FBgn0039778,FBtr0085652; dbxref=FlyBase:FBpp0085014,FlyBase_Annotation_IDs:CG18030-PA,GB_protein:AAF57056.2,REFSEQ:NP_651800,GB_protein:AAF57056,FlyMine:FBpp0085014,modMine:FBpp0085014; MD5=3bacdd7d183bb5c896d2085df970d19e; length=267; release=r6.02; species=Dmel; 
FBpp0085052          -          CLIPE                -            5.1e-13   49.8   0.0   9.1e-13   49.0   0.0   1.2   1   1   0   1   1   1   1 type=protein; loc=3R:complement(30487100..30487903); ID=FBpp0085052; name=Jon99Fii-PA; parent=FBgn0039777,FBtr0085690; dbxref=FlyBase:FBpp0085052,FlyBase_Annotation_IDs:CG2229-PA,GB_protein:AAF57055.1,REFSEQ:NP_651799,GB_protein:AAF57055,FlyMine:FBpp0085052,modMine:FBpp0085052; MD5=2f5e1fe2e20f002c4d05550b7ba0c07b; length=267; release=r6.02; species=Dmel; 
FBpp0082083          -          CLIPE                -            5.3e-13   49.8   0.0     7e-13   49.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(12351410..12352018,12350887..12351096)); ID=FBpp0082083; name=CG10041-PA; parent=FBgn0038014,FBtr0082613; dbxref=FlyBase:FBpp0082083,FlyBase_Annotation_IDs:CG10041-PA,GB_protein:AAF54779.1,REFSEQ:NP_650177,GB_protein:AAF54779,FlyMine:FBpp0082083,modMine:FBpp0082083; MD5=a3fcd6d3ba56f1921757d7dc50a51687; length=272; release=r6.02; species=Dmel; 
FBpp0290174          -          CLIPE                -            6.2e-13   49.6   0.0   7.1e-13   49.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(join(21536583..21536784,21536482..21536527,21536213..21536423)); ID=FBpp0290174; name=CG30286-PC; parent=FBgn0050286,FBtr0300952; dbxref=REFSEQ:NP_001163239,GB_protein:ACZ94511,FlyBase:FBpp0290174,FlyBase_Annotation_IDs:CG30286-PC,FlyMine:FBpp0290174,modMine:FBpp0290174; MD5=f5c553f1a56f5db47502f4c6f06ceb73; length=152; release=r6.02; species=Dmel; 
FBpp0310560          -          CLIPE                -            7.9e-13   49.2   0.0     1e-12   48.9   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:join(18378626..18378852,18378906..18379183,18379242..18379267); ID=FBpp0310560; name=CG34171-PC; parent=FBgn0085200,FBtr0344147; dbxref=GB_protein:AHN54555,REFSEQ:NP_001286041,FlyBase:FBpp0310560,FlyBase_Annotation_IDs:CG34171-PC; MD5=30eb490878d51b511a1c5bb3b472b337; length=176; release=r6.02; species=Dmel; 
FBpp0077758          -          CLIPE                -            8.4e-13   49.1   0.0     1e-12   48.9   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(318418..319233); ID=FBpp0077758; name=CG11912-PA; parent=FBgn0031248,FBtr0078099; dbxref=FlyBase:FBpp0077758,FlyBase_Annotation_IDs:CG11912-PA,GB_protein:AAF51509.1,REFSEQ:NP_608517,GB_protein:AAF51509,FlyMine:FBpp0077758,modMine:FBpp0077758; MD5=3ccefef02f2edb1ddff3a6b401242c59; length=271; release=r6.02; species=Dmel; 
FBpp0087783          -          CLIPE                -              6e-12   46.4   0.0   8.8e-12   45.8   0.0   1.2   1   1   0   1   1   1   1 type=protein; loc=2R:8691469..8692284; ID=FBpp0087783; name=Jon44E-PA; parent=FBgn0001285,FBtr0088704; dbxref=FlyBase:FBpp0087783,FlyBase_Annotation_IDs:CG8579-PA,GB_protein:AAF59060.2,REFSEQ:NP_724699,GB_protein:AAF59060,FlyMine:FBpp0087783,modMine:FBpp0087783; MD5=c18e05e4fcf20834f73fdd482ef6d920; length=271; release=r6.02; species=Dmel; 
FBpp0311716          -          CLIPE                -              6e-12   46.4   0.0   8.8e-12   45.8   0.0   1.2   1   1   0   1   1   1   1 type=protein; loc=2R:8691469..8692284; ID=FBpp0311716; name=Jon44E-PB; parent=FBgn0001285,FBtr0345661; dbxref=FlyBase:FBpp0311716,FlyBase_Annotation_IDs:CG8579-PB,GB_protein:AHN56001,REFSEQ:NP_001286203; MD5=c18e05e4fcf20834f73fdd482ef6d920; length=271; release=r6.02; species=Dmel; 
FBpp0110170          -          CLIPE                -            1.2e-11   45.4   0.0   1.6e-11   45.0   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3R:complement(26190256..26191200); ID=FBpp0110170; name=CG34129-PA; parent=FBgn0083965,FBtr0110870; dbxref=FlyBase:FBpp0110170,GB_protein:AAF56577.2,FlyBase:FBpp0084374,FlyBase_Annotation_IDs:CG34129-PA,FlyBase_Annotation_IDs:CG6069-PA,REFSEQ:NP_001036760,GB_protein:AAF56577,FlyMine:FBpp0110170,modMine:FBpp0110170; MD5=34a2e9292087e7e60dba37ff21ec07fc; length=314; release=r6.02; species=Dmel; 
FBpp0308923          -          CLIPE                -            1.7e-11   44.9   0.0   2.8e-11   44.2   0.0   1.3   1   1   0   1   1   1   1 type=protein; loc=3L:complement(20961868..20962545); ID=FBpp0308923; name=CG10587-PD; parent=FBgn0037039,FBtr0339891; dbxref=GB_protein:AHN58161,REFSEQ:NP_001287136,FlyBase:FBpp0308923,FlyBase_Annotation_IDs:CG10587-PD; MD5=e252230d7e6d45aa2598164a989334f6; length=225; release=r6.02; species=Dmel; 
FBpp0076159          -          CLIPE                -            1.3e-10   42.0   0.0   1.7e-10   41.6   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:join(9250256..9250527,9250589..9250865,9250936..9251334); ID=FBpp0076159; name=CG4477-PB; parent=FBgn0035971,FBtr0076430; dbxref=FlyBase:FBpp0076159,FlyBase_Annotation_IDs:CG4477-PB,GB_protein:AAF50307.2,REFSEQ:NP_648295,GB_protein:AAF50307,FlyMine:FBpp0076159,modMine:FBpp0076159; MD5=58fab1ba1c2c7f723845a542b3f3b783; length=315; release=r6.02; species=Dmel; 
FBpp0289637          -          CLIPE                -            3.3e-10   40.7   0.0   5.9e-10   39.9   0.0   1.4   1   1   0   1   1   1   1 type=protein; loc=2L:complement(join(10280381..10280830,10280053..10280320,10279633..10279686,10279520..10279570,10279360..10279413,10279119..10279258)); ID=FBpp0289637; name=CG34043-PB; parent=FBgn0054043,FBtr0300408; dbxref=REFSEQ:NP_001033893,GB_protein:ABC65890,FlyBase:FBpp0289637,FlyBase_Annotation_IDs:CG34043-PB,FlyMine:FBpp0289637,modMine:FBpp0289637; MD5=9438e0e13440d11769721fe492fa3ed0; length=338; release=r6.02; species=Dmel; 
FBpp0301124          -          CLIPE                -            3.6e-10   40.6   0.0   4.7e-10   40.2   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:complement(19269772..19270642); ID=FBpp0301124; name=CG14088-PB; parent=FBgn0036858,FBtr0309116; dbxref=FlyBase:FBpp0301124,FlyBase_Annotation_IDs:CG14088-PB,REFSEQ:NP_649100,GB_protein:AAF49176; MD5=0e7e15ebdaf374f546a72e180c8978a6; length=289; release=r6.02; species=Dmel; 
FBpp0071791          -          CLIPE                -            3.9e-10   40.5   0.0   7.7e-10   39.5   0.0   1.4   2   0   0   2   2   1   1 type=protein; loc=2R:join(22763804..22764045,22764107..22764383,22764457..22764810); ID=FBpp0071791; name=CG13527-PA; parent=FBgn0034776,FBtr0071880; dbxref=GB_protein:AAF46901.2,FlyBase:FBpp0071791,FlyBase_Annotation_IDs:CG13527-PA,GB_protein:AAF46901.3,REFSEQ:NP_611716,GB_protein:AAF46901,FlyMine:FBpp0071791,modMine:FBpp0071791; MD5=7ddac8464f4c89bfba8cc481447ac86f; length=290; release=r6.02; species=Dmel; 
FBpp0078691          -          CLIPE                -            3.9e-10   40.4   0.0   5.2e-10   40.0   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:complement(4952284..4953114); ID=FBpp0078691; name=Jon25Bii-PA; parent=FBgn0031654,FBtr0079055; dbxref=FlyBase:FBpp0078691,FlyBase_Annotation_IDs:CG8869-PA,GB_protein:AAF52180.1,REFSEQ:NP_608882,GB_protein:AAF52180,FlyMine:FBpp0078691,modMine:FBpp0078691; MD5=fa1929dd5b55e4479577c8845d9dfc7f; length=276; release=r6.02; species=Dmel; 
FBpp0311491          -          CLIPE                -            3.9e-10   40.4   0.0   5.2e-10   40.0   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=2L:complement(4952284..4953114); ID=FBpp0311491; name=Jon25Bii-PB; parent=FBgn0031654,FBtr0345335; dbxref=FlyBase:FBpp0311491,FlyBase_Annotation_IDs:CG8869-PB,GB_protein:AHN54123,REFSEQ:NP_001285608; MD5=fa1929dd5b55e4479577c8845d9dfc7f; length=276; release=r6.02; species=Dmel; 
FBpp0308966          -          CLIPE                -            3.9e-10   40.4   0.0   7.7e-10   39.5   0.0   1.4   2   0   0   2   2   1   1 type=protein; loc=2R:join(22763804..22764045,22764107..22764383,22764457..22764806,22764871..22764880); ID=FBpp0308966; name=CG13527-PB; parent=FBgn0034776,FBtr0339941; dbxref=FlyBase:FBpp0308966,FlyBase_Annotation_IDs:CG13527-PB,GB_protein:AHN56539,REFSEQ:NP_001286744; MD5=98a78ce2621d418fea939eab1f996824; length=292; release=r6.02; species=Dmel; 
FBpp0084877          -          CLIPE                -            4.2e-10   40.3   0.0   5.6e-10   39.9   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(29925912..29926174,29925299..29925854)); ID=FBpp0084877; name=Jon99Ci-PA; parent=FBgn0003358,FBtr0085511; dbxref=FlyBase:FBpp0084877,FlyBase_Annotation_IDs:CG31039-PA,GB_protein:AAF56973.1,REFSEQ:NP_524555,GB_protein:AAF56973,FlyMine:FBpp0084877,modMine:FBpp0084877; MD5=a1768e828d758fd37e19bc4f0e819dfd; length=272; release=r6.02; species=Dmel; 
FBpp0070158          -          CLIPE                -            5.3e-09   36.8   0.0   6.5e-09   36.5   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:875732..876496; ID=FBpp0070158; name=CG11664-PA; parent=FBgn0040341,FBtr0070163; dbxref=FlyBase:FBpp0070158,FlyBase_Annotation_IDs:CG11664-PA,GB_protein:AAF45559.1,REFSEQ:NP_569865,GB_protein:AAF45559,FlyMine:FBpp0070158,modMine:FBpp0070158; MD5=e7a74cc1fecd373393e97771b35ed2a2; length=254; release=r6.02; species=Dmel; 
FBpp0099851          -          CLIPE                -            6.1e-09   36.5   0.0   8.1e-09   36.2   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(4954323..4955123); ID=FBpp0099851; name=Jon25Bi-PB; parent=FBgn0020906,FBtr0100432; dbxref=FlyBase_Annotation_IDs:CG8867-PB,FlyBase:FBpp0099851,GB_protein:ABC65872.1,REFSEQ:NP_001033873,GB_protein:ABC65872,FlyMine:FBpp0099851,modMine:FBpp0099851; MD5=c7184abd0e85ee96dc1fb25c7063c8c5; length=266; release=r6.02; species=Dmel; 
FBpp0076750          -          CLIPE                -            1.7e-08   35.1   0.0     1e-07   32.6   0.0   2.1   1   1   0   1   1   1   1 type=protein; loc=3L:join(6052350..6052664,6052727..6053191); ID=FBpp0076750; name=Jon65Aii-PA; parent=FBgn0035666,FBtr0077042; dbxref=FlyBase:FBpp0076750,FlyBase_Annotation_IDs:CG6580-PA,GB_protein:AAF50712.1,REFSEQ:NP_648014,GB_protein:AAF50712,FlyMine:FBpp0076750,modMine:FBpp0076750; MD5=2e213a2afc952266c409c7ae44145ad8; length=259; release=r6.02; species=Dmel; 
FBpp0310289          -          CLIPE                -              2e-08   34.9   0.0     2e-08   34.9   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(join(14774784..14774976,14774682..14774727,14774589..14774619)); ID=FBpp0310289; name=CG4650-PC; parent=FBgn0032549,FBtr0343710; dbxref=GB_protein:AHN54457,REFSEQ:NP_001285943,FlyBase:FBpp0310289,FlyBase_Annotation_IDs:CG4650-PC; MD5=4e8270b21dca4fe0739739f4d50b47e5; length=89; release=r6.02; species=Dmel; 
FBpp0306587          -          CLIPE                -            5.3e-08   33.5   0.4   6.1e-08   33.3   0.4   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:complement(join(13041603..13041681,13041158..13041538,13040844..13041101,13040744..13040784)); ID=FBpp0306587; name=snk-PC; parent=FBgn0003450,FBtr0334520; dbxref=FlyBase:FBpp0306587,FlyBase_Annotation_IDs:CG7996-PC,REFSEQ:NP_001262525,GB_protein:AGB95907; MD5=3e59e0124ac114d9ff0073ae3acdf58e; length=252; release=r6.02; species=Dmel; 
FBpp0076116          -          CLIPE                -            2.1e-07   31.5   0.0   2.8e-07   31.1   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:9638127..9638906; ID=FBpp0076116; name=CG8329-PA; parent=FBgn0036022,FBtr0076387; dbxref=FlyBase:FBpp0076116,FlyBase_Annotation_IDs:CG8329-PA,GB_protein:AAF50233.1,REFSEQ:NP_648339,GB_protein:AAF50233,FlyMine:FBpp0076116,modMine:FBpp0076116; MD5=28c7145a94d8a3bc0d5de75f3542f97f; length=259; release=r6.02; species=Dmel; 
FBpp0076118          -          CLIPE                -              5e-07   30.3   0.0   6.5e-07   30.0   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:9641032..9641826; ID=FBpp0076118; name=CG18180-PA; parent=FBgn0036024,FBtr0076389; dbxref=FlyBase:FBpp0076118,FlyBase_Annotation_IDs:CG18180-PA,GB_protein:AAF50231.1,REFSEQ:NP_648341,GB_protein:AAF50231,FlyMine:FBpp0076118,modMine:FBpp0076118; MD5=bdafb9ed09efa82009c82fc0c189c915; length=264; release=r6.02; species=Dmel; 
FBpp0307681          -          CLIPE                -            8.8e-06   26.3   0.1   1.2e-05   25.8   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:join(17853341..17853832,17853908..17854261); ID=FBpp0307681; name=CG30323-PC; parent=FBgn0050323,FBtr0336700; dbxref=FlyBase:FBpp0307681,FlyBase_Annotation_IDs:CG30323-PC,REFSEQ:NP_001261064,GB_protein:AGB93596; MD5=2f57cf8604a9e7e58291eb18c344fcca; length=281; release=r6.02; species=Dmel; 
FBpp0076117          -          CLIPE                -            1.3e-05   25.7   0.0   1.7e-05   25.3   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:9639289..9640095; ID=FBpp0076117; name=CG18179-PA; parent=FBgn0036023,FBtr0076388; dbxref=FlyBase:FBpp0076117,FlyBase_Annotation_IDs:CG18179-PA,GB_protein:AAF50232.1,REFSEQ:NP_648340,GB_protein:AAF50232,FlyMine:FBpp0076117,modMine:FBpp0076117; MD5=042cd6d45a7ca6161b9fa852cf6f64c6; length=268; release=r6.02; species=Dmel; 
FBpp0271829          -          CLIPE                -            1.6e-05   25.4   0.2   2.3e-05   24.9   0.2   1.2   1   0   0   1   1   1   1 type=protein; loc=2R:17853341..17854261; ID=FBpp0271829; name=CG30323-PB; parent=FBgn0050323,FBtr0273321; dbxref=FlyBase_Annotation_IDs:CG30323-PB,FlyBase:FBpp0271829,REFSEQ:NP_725729,GB_protein:AAM68475,FlyMine:FBpp0271829,modMine:FBpp0271829; MD5=e41992e52b4491fd6e0f2648bee2c520; length=306; release=r6.02; species=Dmel; 
FBpp0084682          -          CLIPE                -            3.6e-05   24.3   0.0   0.00011   22.6   0.0   1.7   1   1   0   1   1   1   1 type=protein; loc=3R:complement(28757134..28758234); ID=FBpp0084682; name=aqrs-PA; parent=FBgn0039598,FBtr0085313; dbxref=GB_protein:AAF56812.1,FlyBase:FBpp0084682,FlyBase_Annotation_IDs:CG14061-PA,GB_protein:AAF56812.2,REFSEQ:NP_651632,GB_protein:AAF56812,FlyMine:FBpp0084682,modMine:FBpp0084682; MD5=117b28f93ff2e4505280563a35922c66; length=366; release=r6.02; species=Dmel; 
FBpp0076775          -          CLIPE                -            7.7e-05   23.2   0.0   0.00071   20.0   0.0   2.0   1   1   0   1   1   1   1 type=protein; loc=3L:complement(6053628..6054416); ID=FBpp0076775; name=Jon65Ai-PA; parent=FBgn0035667,FBtr0077067; dbxref=FlyBase:FBpp0076775,FlyBase_Annotation_IDs:CG10475-PA,GB_protein:AAF50711.1,REFSEQ:NP_648015,GB_protein:AAF50711,FlyMine:FBpp0076775,modMine:FBpp0076775; MD5=1c52732db7224bfa839b83befe4388d5; length=262; release=r6.02; species=Dmel; 
FBpp0312145          -          CLIPE                -            7.7e-05   23.2   0.0   0.00071   20.0   0.0   2.0   1   1   0   1   1   1   1 type=protein; loc=3L:complement(6053628..6054416); ID=FBpp0312145; name=Jon65Ai-PB; parent=FBgn0035667,FBtr0346527; dbxref=FlyBase:FBpp0312145,FlyBase_Annotation_IDs:CG10475-PB,GB_protein:AHN57976,REFSEQ:NP_001286951; MD5=1c52732db7224bfa839b83befe4388d5; length=262; release=r6.02; species=Dmel; 
FBpp0078692          -          CLIPE                -            0.00015   22.2   0.0   0.00025   21.5   0.0   1.3   1   0   0   1   1   1   1 type=protein; loc=2L:complement(4949972..4950748); ID=FBpp0078692; name=Jon25Biii-PA; parent=FBgn0031653,FBtr0079056; dbxref=FlyBase:FBpp0078692,FlyBase_Annotation_IDs:CG8871-PA,GB_protein:AAF52179.1,REFSEQ:NP_608881,GB_protein:AAF52179,FlyMine:FBpp0078692,modMine:FBpp0078692; MD5=13a60916574e3bfeca78b4c0f6e7294b; length=258; release=r6.02; species=Dmel; 
