#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0275484          -          BGBP                 -           2.8e-126  421.7   0.0  3.5e-126  421.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:join(11579122..11579248,11579310..11580484,11580551..11580748); ID=FBpp0275484; name=Dpse\GA19936-PA; parent=FBgn0079932,FBtr0277046; dbxref=FlyBase:FBpp0275484,FlyBase_Annotation_IDs:GA19936-PA,GB_protein:EAL29729,REFSEQ:XP_001353993,FlyMine:FBpp0275484,modMine:FBpp0275484; MD5=9f0905dd479084674a581a4a75b0c605; length=499; release=r3.2; species=Dpse; 
FBpp0277303          -          SPRN                 -            7.4e-95  318.0   0.3   8.7e-95  317.8   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(1058016..1058022,1058090..1059036,1059104..1059373); ID=FBpp0277303; name=Dpse\GA24618-PA; parent=FBgn0246008,FBtr0278865; dbxref=FlyBase:FBpp0277303,FlyBase_Annotation_IDs:GA24618-PA,GB_protein:EDY68730,REFSEQ:XP_002138172,FlyMine:FBpp0277303,modMine:FBpp0277303; MD5=f6656cdfc42e8fbf7f93b6f9b2407ab0; length=407; release=r3.2; species=Dpse; 
FBpp0277334          -          SPRN                 -            1.8e-93  313.5   0.0   1.9e-93  313.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(1327545..1327563,1327631..1328514,1328576..1328720,1328784..1328908); ID=FBpp0277334; name=Dpse\GA11452-PA; parent=FBgn0071503,FBtr0278896; dbxref=FlyBase:FBpp0277334,FlyBase_Annotation_IDs:GA11452-PA,GB_protein:EAL24768,REFSEQ:XP_001360194,FlyMine:FBpp0277334,modMine:FBpp0277334; MD5=1e73977ef552dcf333eb9012b3878d36; length=390; release=r3.2; species=Dpse; 
FBpp0277131          -          SPRN                 -            4.6e-93  312.1   0.1   5.7e-93  311.8   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(1050118..1050260,1050314..1050455,1050516..1051370); ID=FBpp0277131; name=Dpse\GA24549-PA; parent=FBgn0245940,FBtr0278693; dbxref=FlyBase:FBpp0277131,FlyBase_Annotation_IDs:GA24549-PA,GB_protein:EDY68728,REFSEQ:XP_002138170,FlyMine:FBpp0277131,modMine:FBpp0277131; MD5=2b18c5592075245ab479e24397cd0115; length=379; release=r3.2; species=Dpse; 
FBpp0285691          -          SPRN                 -            1.2e-91  307.5   2.1   1.3e-91  307.3   2.1   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group5:complement(475189..476532); ID=FBpp0285691; name=Dpse\GA10926-PA; parent=FBgn0070982,FBtr0287253; dbxref=FlyBase:FBpp0285691,FlyBase_Annotation_IDs:GA10926-PA,GB_protein:EAL32846,REFSEQ:XP_001355787,FlyMine:FBpp0285691,modMine:FBpp0285691; MD5=96873307a20a6ce0498ad3b6695f5c90; length=447; release=r3.2; species=Dpse; 
FBpp0277302          -          SPRN                 -            2.2e-87  293.5   0.2   2.5e-87  293.3   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(1053736..1053751,1053819..1054669,1054724..1054865,1054952..1055070); ID=FBpp0277302; name=Dpse\GA24617-PA; parent=FBgn0246007,FBtr0278864; dbxref=FlyBase:FBpp0277302,FlyBase_Annotation_IDs:GA24617-PA,GB_protein:EDY68729,REFSEQ:XP_002138171,FlyMine:FBpp0277302,modMine:FBpp0277302; MD5=cde83fdd7f7b7e7a3041940d08bb12cd; length=375; release=r3.2; species=Dpse; 
FBpp0283041          -          SPRN                 -            2.1e-86  290.3   1.0   2.5e-86  290.0   1.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(233647..234498,234561..234699,234778..234890); ID=FBpp0283041; name=Dpse\GA26907-PA; parent=FBgn0248279,FBtr0284603; dbxref=FlyBase:FBpp0283041,FlyBase_Annotation_IDs:GA26907-PA,GB_protein:EDY67440,REFSEQ:XP_002136882,FlyMine:FBpp0283041,modMine:FBpp0283041; MD5=d22f9c520212742fb6d8654091ddb9cc; length=367; release=r3.2; species=Dpse; 
FBpp0274953          -          SPRN                 -            1.9e-85  287.1   2.7   2.2e-85  286.9   2.7   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:join(2170614..2170629,2171365..2171788,2171859..2172129,2172192..2172560,2172629..2172895); ID=FBpp0274953; name=Dpse\GA23694-PA; parent=FBgn0245094,FBtr0276515; dbxref=FlyBase:FBpp0274953,FlyBase_Annotation_IDs:GA23694-PA,GB_protein:EDY73445,REFSEQ:XP_002134818,FlyMine:FBpp0274953,modMine:FBpp0274953; MD5=349df6b8730c06073b1162d59095b4aa; length=448; release=r3.2; species=Dpse; 
FBpp0281572          -          SPRN                 -              3e-84  283.2   0.7   3.1e-84  283.1   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=2:complement(21027801..21028094,21028158..21029138); ID=FBpp0281572; name=Dpse\GA14973-PA; parent=FBgn0074998,FBtr0283134; dbxref=FlyBase:FBpp0281572,FlyBase_Annotation_IDs:GA14973-PA,GB_protein:EAL28478,REFSEQ:XP_001359333,FlyMine:FBpp0281572,modMine:FBpp0281572; MD5=80221dd8bdaf0dff5bca9c52445a81d7; length=424; release=r3.2; species=Dpse; 
FBpp0277115          -          SPRN                 -            3.2e-81  273.2   0.3   4.1e-81  272.9   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(1331993..1332114,1332193..1332337,1332409..1333298,1333576..1333603); ID=FBpp0277115; name=Dpse\GA15033-PA; parent=FBgn0075058,FBtr0278677; dbxref=FlyBase:FBpp0277115,FlyBase_Annotation_IDs:GA15033-PA,GB_protein:EAL24770,REFSEQ:XP_001360196,FlyMine:FBpp0277115,modMine:FBpp0277115; MD5=5c875aa69436f3bee98014cb8d3a8ca0; length=394; release=r3.2; species=Dpse; 
FBpp0282959          -          SPRN                 -            4.2e-78  262.9   0.1     1e-66  225.5   0.0   2.1   2   0   0   2   2   2   2 type=protein; loc=2:complement(690539..691390,691448..692599); ID=FBpp0282959; name=Dpse\GA12272-PA; parent=FBgn0072318,FBtr0284521; dbxref=FlyBase:FBpp0282959,FlyBase_Annotation_IDs:GA12272-PA,GB_protein:EAL26737,REFSEQ:XP_001357603,FlyMine:FBpp0282959,modMine:FBpp0282959; MD5=d5eae37d0a4a4c2498812a851b5d05bb; length=667; release=r3.2; species=Dpse; 
FBpp0278766          -          SPRN                 -            5.1e-77  259.4   0.0   6.1e-77  259.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(18902688..18903566,18903635..18903779,18903841..18903965); ID=FBpp0278766; name=Dpse\GA20544-PA; parent=FBgn0080538,FBtr0280328; dbxref=FlyBase:FBpp0278766,FlyBase_Annotation_IDs:GA20544-PA,GB_protein:EAL26598,REFSEQ:XP_001362018,FlyMine:FBpp0278766,modMine:FBpp0278766; MD5=9b98cb661c2391876fe2141d9b9f5e41; length=382; release=r3.2; species=Dpse; 
FBpp0272035          -          SPRN                 -              1e-76  258.4   0.0   1.2e-76  258.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=Unknown_singleton_2348:complement(2889..3013,3075..3219,3288..4166); ID=FBpp0272035; name=Dpse\GA22215-PA; parent=FBgn0243622,FBtr0273597; dbxref=FlyBase:FBpp0272035,FlyBase_Annotation_IDs:GA22215-PA,GB_protein:EDY71693,REFSEQ:XP_002136684,FlyMine:FBpp0272035,modMine:FBpp0272035; MD5=61f6972ca95e79844e94ae6a8fd83952; length=382; release=r3.2; species=Dpse; 
FBpp0280285          -          SPRN                 -              5e-66  223.2   0.1   6.1e-66  222.9   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group3:complement(124675..124799,124869..125016,125107..126006); ID=FBpp0280285; name=Dpse\GA18444-PA; parent=FBgn0078446,FBtr0281847; dbxref=FlyBase:FBpp0280285,FlyBase_Annotation_IDs:GA18444-PA,GB_protein:EAL33375,REFSEQ:XP_001356312,FlyMine:FBpp0280285,modMine:FBpp0280285; MD5=586c6366ba4b5a6731eae5acc9b57487; length=390; release=r3.2; species=Dpse; 
FBpp0286119          -          SPRN                 -            6.7e-66  222.8   0.0   8.1e-66  222.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group8:complement(7180481..7181572); ID=FBpp0286119; name=Dpse\GA28245-PA; parent=FBgn0249608,FBtr0287681; dbxref=FlyBase:FBpp0286119,FlyBase_Annotation_IDs:GA28245-PA,GB_protein:EDY74192,REFSEQ:XP_002135565,FlyMine:FBpp0286119,modMine:FBpp0286119; MD5=b2c4c197a5a1e411299f4c05bdf6c285; length=363; release=r3.2; species=Dpse; 
FBpp0278494          -          SPRN                 -            2.7e-65  220.8   0.0   3.2e-65  220.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:15401503..15402615; ID=FBpp0278494; name=Dpse\GA25006-PA; parent=FBgn0246389,FBtr0280056; dbxref=FlyBase:FBpp0278494,FlyBase_Annotation_IDs:GA25006-PA,GB_protein:EDY69372,REFSEQ:XP_002138814,FlyMine:FBpp0278494,modMine:FBpp0278494; MD5=fcf530f00a2c3e14319fe552a4d98b69; length=370; release=r3.2; species=Dpse; 
FBpp0277114          -          SPRN                 -            1.2e-64  218.7   0.0   1.4e-64  218.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(1334007..1334119,1334195..1334345,1334422..1335420); ID=FBpp0277114; name=Dpse\GA15003-PA; parent=FBgn0075028,FBtr0278676; dbxref=FlyBase:FBpp0277114,FlyBase_Annotation_IDs:GA15003-PA,GB_protein:EAL24772,REFSEQ:XP_001360198,FlyMine:FBpp0277114,modMine:FBpp0277114; MD5=d546cac8379c750de748ba9f564c1ce7; length=420; release=r3.2; species=Dpse; 
FBpp0276052          -          SPRN                 -              1e-63  215.6   0.0   5.3e-54  183.7   0.0   2.0   1   1   1   2   2   2   2 type=protein; loc=3:complement(15220670..15221007,15221721..15221816,15221876..15222871,15222935..15222956); ID=FBpp0276052; name=Dpse\GA24189-PA; parent=FBgn0245588,FBtr0277614; dbxref=FlyBase:FBpp0276052,FlyBase_Annotation_IDs:GA24189-PA,GB_protein:EDY69361,REFSEQ:XP_002138803,FlyMine:FBpp0276052,modMine:FBpp0276052; MD5=45afcfbbf13d6c8b2147ce463679a8ff; length=483; release=r3.2; species=Dpse; 
FBpp0308086          -          SPRN                 -            1.2e-25   90.4   0.0   7.7e-25   87.8   0.0   2.0   1   1   0   1   1   1   1 type=protein; loc=3:complement(11743318..11749393,11750180..11750196,11750474..11750710); ID=FBpp0308086; name=Dpse\GA13008-PB; parent=FBgn0073046,FBtr0337172; dbxref=REFSEQ:XP_001361333,GB_protein:EAL25911,FlyBase:FBpp0308086,FlyBase_Annotation_IDs:GA13008-PB; MD5=117230f3efe43b5d52342b8df26dfe2e; length=2109; release=r3.2; species=Dpse; 
FBpp0282649          -          SPRN                 -            4.7e-20   72.0   0.2   7.8e-20   71.3   0.2   1.3   1   0   0   1   1   1   1 type=protein; loc=2:complement(5138669..5138805,5138991..5139118,5139179..5139186,5139254..5140447,5141312..5141473); ID=FBpp0282649; name=Dpse\GA26769-PA; parent=FBgn0248142,FBtr0284211; dbxref=FlyBase:FBpp0282649,FlyBase_Annotation_IDs:GA26769-PA,GB_protein:EDY67656,REFSEQ:XP_002137098,FlyMine:FBpp0282649,modMine:FBpp0282649; MD5=e1155e4a9e40c00bac35c3325300e6ff; length=542; release=r3.2; species=Dpse; 
FBpp0277117          -          SPRN                 -            4.7e-15   55.6   0.1   1.3e-14   54.1   0.1   1.7   1   1   0   1   1   1   1 type=protein; loc=3:complement(1264089..1264246,1264330..1264465,1264525..1265447,1265512..1265521); ID=FBpp0277117; name=Dpse\GA24542-PA; parent=FBgn0245933,FBtr0278679; dbxref=FlyBase:FBpp0277117,FlyBase_Annotation_IDs:GA24542-PA,GB_protein:EDY68741,REFSEQ:XP_002138183,FlyMine:FBpp0277117,modMine:FBpp0277117; MD5=64f762e5157377280fdbcd3795f5f173; length=408; release=r3.2; species=Dpse; 
FBpp0288152          -          SPRN                 -            1.7e-07   30.7   0.0   2.1e-07   30.5   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=Unknown_group_751:complement(44..72,111..651,1143..1565); ID=FBpp0288152; name=Dpse\GA29191-PA; parent=FBgn0250549,FBtr0289714; dbxref=FlyBase:FBpp0288152,FlyBase_Annotation_IDs:GA29191-PA,GB_protein:EDY71421,REFSEQ:XP_002136343,FlyMine:FBpp0288152,modMine:FBpp0288152; MD5=086454536d0555d5b884bcd9b922dd56; length=330; release=r3.2; species=Dpse; 
FBpp0283590          -          SPRN                 -               0.12   11.5   0.0      0.17   11.0   0.0   1.2   1   0   0   1   1   1   0 type=protein; loc=2:join(8528876..8528960,8529020..8529266,8529331..8529464,8529519..8529829); ID=FBpp0283590; name=Dpse\GA27098-PA; parent=FBgn0248469,FBtr0285152; dbxref=FlyBase:FBpp0283590,FlyBase_Annotation_IDs:GA27098-PA,GB_protein:EDY67810,REFSEQ:XP_002137252,FlyMine:FBpp0283590,modMine:FBpp0283590; MD5=99e6367d0219b13e7b36c788c441dc20; length=258; release=r3.2; species=Dpse; 
FBpp0275759          -          SPRN                 -                0.2   10.8   0.0      0.24   10.5   0.0   1.0   1   0   0   1   1   1   0 type=protein; loc=3:complement(19094416..19094877); ID=FBpp0275759; name=Dpse\GA24078-PA; parent=FBgn0245477,FBtr0277321; dbxref=FlyBase:FBpp0275759,FlyBase_Annotation_IDs:GA24078-PA,GB_protein:EDY69572,REFSEQ:XP_002139014,FlyMine:FBpp0275759,modMine:FBpp0275759; MD5=684e7086415ac74991f7a3100f48cf7e; length=153; release=r3.2; species=Dpse; 
FBpp0279979          -          SRCA                 -            9.1e-60  198.9  11.5   2.8e-20   72.4   0.3   3.6   3   0   0   3   3   3   3 type=protein; loc=4_group3:complement(4919024..4920085,4920189..4920413,4920473..4920843,4920907..4921004,4921067..4921090,4921304..4921429,4921493..4921848,4921914..4922125,4922181..4928440,4928506..4928684,4930851..4931378); ID=FBpp0279979; name=Dpse\GA17775-PA; parent=FBgn0077784,FBtr0281541; dbxref=FlyBase:FBpp0279979,FlyBase_Annotation_IDs:GA17775-PA,GB_protein:EAL33738,REFSEQ:XP_001356673,FlyMine:FBpp0279979,modMine:FBpp0279979; MD5=698a4a7851a58e27b14d211947cb1276; length=3146; release=r3.2; species=Dpse; 
FBpp0276051          -          SRCA                 -            7.9e-45  151.1   5.2   1.4e-22   79.7   0.8   2.9   2   0   0   2   2   2   2 type=protein; loc=3:complement(15239196..15239413,15239469..15239626,15239689..15240628,15240679..15240859); ID=FBpp0276051; name=Dpse\GA18160-PA; parent=FBgn0078167,FBtr0277613; dbxref=FlyBase:FBpp0276051,FlyBase_Annotation_IDs:GA18160-PA,GB_protein:EAL26255,REFSEQ:XP_001361676,FlyMine:FBpp0276051,modMine:FBpp0276051; MD5=19a8e3b7fef40ecadb4549c19f92be95; length=498; release=r3.2; species=Dpse; 
FBpp0288328          -          SRCA                 -            8.3e-44  147.8  13.2   3.6e-22   78.4   0.8   3.1   3   0   0   3   3   2   2 type=protein; loc=XR_group5:join(511010..511400,511458..513674,513730..514121,514185..514340,514402..515173,515240..515332,515393..515476,515537..515673); ID=FBpp0288328; name=Dpse\GA29318-PA; parent=FBgn0250676,FBtr0289890; dbxref=FlyBase:FBpp0288328,FlyBase_Annotation_IDs:GA29318-PA,GB_protein:EDY73350,REFSEQ:XP_002134723,FlyMine:FBpp0288328,modMine:FBpp0288328; MD5=894f30c337ae5db7b0740afc91ab52d7; length=1413; release=r3.2; species=Dpse; 
FBpp0282686          -          SRCA                 -            2.6e-17   62.8   3.3   5.1e-17   61.9   0.6   2.6   2   0   0   2   2   2   1 type=protein; loc=2:complement(4507786..4508024,4508087..4508945); ID=FBpp0282686; name=Dpse\GA10929-PA; parent=FBgn0070985,FBtr0284248; dbxref=FlyBase:FBpp0282686,FlyBase_Annotation_IDs:GA10929-PA,GB_protein:EAL27084,REFSEQ:XP_001357948,FlyMine:FBpp0282686,modMine:FBpp0282686; MD5=570e354e2e188c4c5bb9caf03cb25b6f; length=365; release=r3.2; species=Dpse; 
FBpp0307518          -          SRCA                 -            1.3e-12   47.8   0.1   5.5e-12   45.8   0.1   2.1   1   0   0   1   1   1   1 type=protein; loc=3:complement(12299140..12299451,12299511..12299656,12299724..12299850,12299911..12300070,12300164..12300347,12300412..12300738,12300800..12301200,12301401..12301498,12301550..12301879,12301942..12302111,12302172..12303705,12304236..12304470,12304540..12304613); ID=FBpp0307518; name=Dpse\GA15245-PB; parent=FBgn0075269,FBtr0336412; dbxref=REFSEQ:XP_001361394,GB_protein:EAL25972,FlyBase:FBpp0307518,FlyBase_Annotation_IDs:GA15245-PB; MD5=e83847e5f55a61a4e2f554db1e0faaaf; length=1365; release=r3.2; species=Dpse; 
FBpp0274437          -          SRCB                 -           9.1e-158  525.3   0.0  1.2e-157  524.9   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=XR_group6:complement(5074023..5074409,5074477..5074602,5074672..5075385,5075457..5075598,5076728..5076885,5076963..5077054,5077477..5077522); ID=FBpp0274437; name=Dpse\GA15107-PA; parent=FBgn0075132,FBtr0275999; dbxref=FlyBase:FBpp0274437,FlyBase_Annotation_IDs:GA15107-PA,GB_protein:EAL31081,REFSEQ:XP_001353568,FlyMine:FBpp0274437,modMine:FBpp0274437; MD5=28b2c7be32c5a811f620a454a65391e4; length=554; release=r3.2; species=Dpse; 
FBpp0277057          -          SRCB                 -           1.9e-157  524.2   0.0  2.5e-157  523.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(1977711..1978091,1978163..1978284,1978347..1978918,1979008..1979181,1979254..1979506,1980450..1980510); ID=FBpp0277057; name=Dpse\GA15449-PA; parent=FBgn0075466,FBtr0278619; dbxref=FlyBase:FBpp0277057,FlyBase_Annotation_IDs:GA15449-PA,GB_protein:EAL24849,REFSEQ:XP_001360274,FlyMine:FBpp0277057,modMine:FBpp0277057; MD5=07ac8fcc95ac2a59334c3568e8182df0; length=520; release=r3.2; species=Dpse; 
FBpp0278918          -          SRCB                 -           3.1e-154  513.6   0.0    4e-154  513.3   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group1:complement(4210813..4211546,4211609..4212128,4212213..4212518,4212701..4212841); ID=FBpp0278918; name=Dpse\GA25196-PA; parent=FBgn0246578,FBtr0280480; dbxref=FlyBase:FBpp0278918,FlyBase_Annotation_IDs:GA25196-PA,GB_protein:EDY69825,REFSEQ:XP_002132423,FlyMine:FBpp0278918,modMine:FBpp0278918; MD5=91c93438cc53e4aba21d887500f7dfb4; length=566; release=r3.2; species=Dpse; 
FBpp0280212          -          SRCB                 -           5.1e-151  503.0   0.0  6.3e-151  502.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group3:complement(945066..945525,945588..946372,946453..946761,949908..950030); ID=FBpp0280212; name=Dpse\GA20196-PA; parent=FBgn0080191,FBtr0281774; dbxref=FlyBase:FBpp0280212,FlyBase_Annotation_IDs:GA20196-PA,GB_protein:EAL33478,REFSEQ:XP_001356414,FlyMine:FBpp0280212,modMine:FBpp0280212; MD5=7b9352dd28c2cd6dda592ec09e62a12e; length=558; release=r3.2; species=Dpse; 
FBpp0280376          -          SRCB                 -           8.5e-133  443.0   0.1    1e-132  442.8   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group3:join(1179298..1179426,1179488..1180590,1180649..1180739,1180798..1180944); ID=FBpp0280376; name=Dpse\GA18078-PA; parent=FBgn0078086,FBtr0281938; dbxref=FlyBase:FBpp0280376,FlyBase_Annotation_IDs:GA18078-PA,GB_protein:EAL33497,REFSEQ:XP_001356433,FlyMine:FBpp0280376,modMine:FBpp0280376; MD5=40bb84c037b7cd252e7e9ff15c565616; length=489; release=r3.2; species=Dpse; 
FBpp0277383          -          SRCB                 -           1.8e-132  441.9   0.1  2.4e-132  441.5   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3:join(1991247..1991502,1991566..1991657,1991726..1991953,1992029..1992301,1992361..1992952,1993034..1993392); ID=FBpp0277383; name=Dpse\GA17715-PA; parent=FBgn0077725,FBtr0278945; dbxref=FlyBase:FBpp0277383,FlyBase_Annotation_IDs:GA17715-PA,GB_protein:EAL24850,REFSEQ:XP_001360275,FlyMine:FBpp0277383,modMine:FBpp0277383; MD5=bb75e322b301806a680d523259463122; length=599; release=r3.2; species=Dpse; 
FBpp0283386          -          SRCB                 -           1.1e-126  422.9   0.0  1.3e-126  422.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(5308750..5308786,5313039..5313130,5313198..5313710,5313785..5313945,5314004..5314284,5314351..5314469,5314540..5315007); ID=FBpp0283386; name=Dpse\GA10261-PA; parent=FBgn0070319,FBtr0284948; dbxref=FlyBase:FBpp0283386,FlyBase_Annotation_IDs:GA10261-PA,GB_protein:EAL27145,REFSEQ:XP_001358008,FlyMine:FBpp0283386,modMine:FBpp0283386; MD5=f6444a1871de7b62574f16059b66564f; length=556; release=r3.2; species=Dpse; 
FBpp0284662          -          SRCB                 -           6.2e-125  417.1   0.0  7.3e-125  416.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2:join(25553491..25553601,25553657..25553814,25553878..25554025,25554485..25554739,25554799..25555305,25555367..25555545,25555615..25555942); ID=FBpp0284662; name=Dpse\Snmp1-PA; parent=FBgn0080014,FBtr0286224; dbxref=FlyBase:FBpp0284662,FlyBase_Annotation_IDs:GA20018-PA,GB_protein:EAL28804,REFSEQ:XP_001359654,FlyMine:FBpp0284662,modMine:FBpp0284662; MD5=d2f263920f5396272e3e5cbef1ac7c04; length=561; release=r3.2; species=Dpse; 
FBpp0287265          -          SRCB                 -           6.3e-124  413.8   0.1  7.5e-124  413.5   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=4_group4:complement(6516016..6516171,6516613..6517203,6517296..6517421,6518515..6518681,6519250..6519367,6519442..6519870,6521436..6521580,6521646..6521806,6522078..6522169,6528689..6528986); ID=FBpp0287265; name=Dpse\GA28752-PA; parent=FBgn0265242,FBtr0288827; dbxref=FlyBase:FBpp0287265,FlyBase_Annotation_IDs:GA28752-PA,GB_protein:EDY70671,REFSEQ:XP_002133269,FlyMine:FBpp0287265,modMine:FBpp0287265; MD5=548af2322a1fd5be775aea019a2021c4; length=760; release=r3.2; species=Dpse; 
FBpp0278995          -          SRCB                 -           1.1e-121  406.3   0.0  1.3e-121  406.1   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group3:complement(10303119..10303313,10303370..10303460,10303526..10304337,10304392..10304694,10304751..10304879); ID=FBpp0278995; name=Dpse\GA16473-PA; parent=FBgn0076488,FBtr0280557; dbxref=FlyBase:FBpp0278995,FlyBase_Annotation_IDs:GA16473-PA,GB_protein:EAL34114,REFSEQ:XP_001357048,FlyMine:FBpp0278995,modMine:FBpp0278995; MD5=fee71ec59ec49c59772b8045167e5141; length=509; release=r3.2; species=Dpse; 
FBpp0280211          -          SRCB                 -             1e-120  403.2   0.0  1.3e-120  402.8   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group3:complement(954248..954578,954641..954920,954983..955280,955338..955976); ID=FBpp0280211; name=Dpse\GA20195-PA; parent=FBgn0080190,FBtr0281773; dbxref=FlyBase:FBpp0280211,FlyBase_Annotation_IDs:GA20195-PA,GB_protein:EAL33479,REFSEQ:XP_001356415,FlyMine:FBpp0280211,modMine:FBpp0280211; MD5=9ab07ae5394a6862a001c186a53b6d0e; length=515; release=r3.2; species=Dpse; 
FBpp0286714          -          SRCB                 -           4.7e-111  371.3   0.1   6.3e-78  262.2   0.0   2.0   2   0   0   2   2   2   2 type=protein; loc=XR_group8:join(1762268..1762378,1765450..1765607,1765678..1765825,1765943..1766075,1766747..1766799,1767401..1767661,1767727..1768159,1771967..1772085,1772153..1772278,1772347..1772523); ID=FBpp0286714; name=Dpse\Snmp2-PA; parent=FBgn0080333,FBtr0288276; dbxref=FlyBase:FBpp0286714,FlyBase_Annotation_IDs:GA20338-PA,GB_protein:EAL30025,REFSEQ:XP_001352528,FlyMine:FBpp0286714,modMine:FBpp0286714; MD5=adfb9975a27cc45fe3d182bfa0c997fd; length=572; release=r3.2; species=Dpse; 
FBpp0279006          -          SRCB                 -           7.8e-107  357.4   0.0  9.4e-107  357.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group3:complement(10300991..10301179,10301232..10301325,10301378..10302174,10302245..10302673); ID=FBpp0279006; name=Dpse\GA16439-PA; parent=FBgn0076454,FBtr0280568; dbxref=FlyBase:FBpp0279006,FlyBase_Annotation_IDs:GA16439-PA,GB_protein:EAL34115,REFSEQ:XP_001357049,FlyMine:FBpp0279006,modMine:FBpp0279006; MD5=21096d23d09ddc1f4d53eebd1e7e6e7b; length=502; release=r3.2; species=Dpse; 
FBpp0277058          -          SRCB                 -            4.7e-93  312.0   0.0   6.2e-93  311.6   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3:complement(1973512..1973790,1973861..1974111,1974180..1974582,1974646..1975263); ID=FBpp0277058; name=Dpse\GA15450-PA; parent=FBgn0075467,FBtr0278620; dbxref=FlyBase:FBpp0277058,FlyBase_Annotation_IDs:GA15450-PA,GB_protein:EAL24848,REFSEQ:XP_001360273,FlyMine:FBpp0277058,modMine:FBpp0277058; MD5=15747c81a1c744f4ce89436b2aae7fc4; length=516; release=r3.2; species=Dpse; 
FBpp0280152          -          SRCC                 -           2.4e-149  497.4   6.0  3.2e-149  497.0   6.0   1.0   1   0   0   1   1   1   1 type=protein; loc=4_group3:complement(1805035..1805423,1805486..1806369,1806488..1807028,1807091..1807310); ID=FBpp0280152; name=Dpse\GA25825-PA; parent=FBgn0247202,FBtr0281714; dbxref=FlyBase:FBpp0280152,FlyBase_Annotation_IDs:GA25825-PA,GB_protein:EDY69972,REFSEQ:XP_002132570,FlyMine:FBpp0280152,modMine:FBpp0280152; MD5=8fe16552c2f642bba887610711957b28; length=677; release=r3.2; species=Dpse; 
FBpp0274265          -          SRCC                 -            7.5e-49  166.4  33.5   1.5e-10   40.2   1.9   9.3   2   1   5   9   9   9   9 type=protein; loc=XL_group1e:join(9964307..9964496,9969534..9969796,9969870..9970344,9970420..9970572,9970627..9970776,9970865..9971041,9971166..9971461,9971525..9971933,9972001..9972180,9972249..9972375,9972456..9972568,9972629..9972982,9973426..9973962,9974032..9974165); ID=FBpp0274265; name=Dpse\GA23454-PA; parent=FBgn0244856,FBtr0275827; dbxref=FlyBase:FBpp0274265,FlyBase_Annotation_IDs:GA23454-PA,GB_protein:EDY72987,REFSEQ:XP_002134360,FlyMine:FBpp0274265,modMine:FBpp0274265; MD5=e428b5259169d499aa4b751de65ccfcc; length=1185; release=r3.2; species=Dpse; 
