#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0264975          -          BGBP                 -           3.8e-134  447.5   0.0  4.6e-134  447.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:complement(15388350..15388547,15388606..15388983,15389053..15389837,15390021..15390138); ID=FBpp0264975; name=Dyak\GNBP1-PA; parent=FBgn0067448,FBtr0266483; dbxref=FlyBase:FBpp0264975,FlyBase_Annotation_IDs:GE19965-PA,GB_protein:EDW94595,REFSEQ:XP_002094883,FlyMine:FBpp0264975; MD5=812d81afcc516ec569171a72046cb240; length=492; release=r1.3; species=Dyak; 
FBpp0258616          -          ATT                  -            4.5e-98  326.9  10.1     5e-98  326.8  10.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:join(10569020..10569291,10569359..10569761); ID=FBpp0258616; name=Dyak\AttA-PA; parent=FBgn0068530,FBtr0260124; dbxref=FlyBase:FBpp0258616,FlyBase_Annotation_IDs:GE13606-PA,GB_protein:EDW91058,REFSEQ:XP_002091346,FlyMine:FBpp0258616; MD5=adb334b349e2d1fa99e414839a63d86d; length=224; release=r1.3; species=Dyak; 
FBpp0258617          -          ATT                  -            4.5e-98  326.9  10.1     5e-98  326.8  10.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:join(10570802..10571073,10571141..10571543); ID=FBpp0258617; name=Dyak\GE13607-PA; parent=FBgn0231267,FBtr0260125; dbxref=FlyBase:FBpp0258617,FlyBase_Annotation_IDs:GE13607-PA,GB_protein:EDW91059,REFSEQ:XP_002091347; MD5=adb334b349e2d1fa99e414839a63d86d; length=224; release=r1.3; species=Dyak; 
FBpp0257548          -          ATT                  -              3e-97  324.2   6.6   3.4e-97  324.0   6.6   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(7673865..7674264,7674330..7674521,7674579..7674655); ID=FBpp0257548; name=Dyak\GE12538-PA; parent=FBgn0230272,FBtr0259056; dbxref=FlyBase:FBpp0257548,FlyBase_Annotation_IDs:GE12538-PA,GB_protein:EDW90623,REFSEQ:XP_002090911,FlyMine:FBpp0257548; MD5=0bd9ef871a76ab4f09a21c583959fae3; length=222; release=r1.3; species=Dyak; 
FBpp0270498          -          ATT                  -              2e-66  223.5  17.6   2.2e-66  223.4  17.6   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(2013487..2013647,2013758..2014142); ID=FBpp0270498; name=Dyak\AttD-PA; parent=FBgn0068529,FBtr0272006; dbxref=FlyBase:FBpp0270498,FlyBase_Annotation_IDs:GE25488-PA,GB_protein:EDW95807,REFSEQ:XP_002096095,FlyMine:FBpp0270498; MD5=43587f5cb2a520b5477beaa6a842cdc1; length=181; release=r1.3; species=Dyak; 
FBpp0257018          -          ATT                  -            1.6e-07   31.2   0.2     2e-07   30.9   0.2   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(14441604..14441849,14441902..14442018); ID=FBpp0257018; name=Dyak\DptB-PA; parent=FBgn0068165,FBtr0258526; dbxref=FlyBase:FBpp0257018,FlyBase_Annotation_IDs:GE12008-PA,GB_protein:EDW91554,REFSEQ:XP_002091842,FlyMine:FBpp0257018; MD5=78a7dd4d0ddbaaaf9cc4d50cd24ef87f; length=120; release=r1.3; species=Dyak; 
FBpp0265273          -          ATT                  -            0.00054   19.7   0.0   0.00066   19.4   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3L:complement(10684813..10685121); ID=FBpp0265273; name=Dyak\GE20263-PA; parent=FBgn0237582,FBtr0266781; dbxref=FlyBase:FBpp0265273,FlyBase_Annotation_IDs:GE20263-PA,GB_protein:EDW94034,REFSEQ:XP_002094322,FlyMine:FBpp0265273; MD5=5317589ea042ba5311bb0b41ecf8e3f4; length=102; release=r1.3; species=Dyak; 
FBpp0255877          -          CEC                  -            2.2e-28   98.1   0.7   2.5e-28   98.0   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(26971124..26971222,26971283..26971375); ID=FBpp0255877; name=Dyak\GE10867-PA; parent=FBgn0228702,FBtr0257385; dbxref=FlyBase:FBpp0255877,FlyBase_Annotation_IDs:GE10867-PA,GB_protein:EDW99083,REFSEQ:XP_002099371,FlyMine:FBpp0255877; MD5=2cfe71a55727f3dd3e4e35009d3b0c89; length=63; release=r1.3; species=Dyak; 
FBpp0255876          -          CEC                  -            6.3e-28   96.7   1.2     7e-28   96.5   1.2   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(26969745..26969843,26969904..26969996); ID=FBpp0255876; name=Dyak\GE10866-PA; parent=FBgn0228701,FBtr0257384; dbxref=FlyBase:FBpp0255876,FlyBase_Annotation_IDs:GE10866-PA,GB_protein:EDW99082,REFSEQ:XP_002099370,FlyMine:FBpp0255876; MD5=b6af69dff7f80c30a78e59685ba17f5e; length=63; release=r1.3; species=Dyak; 
FBpp0268408          -          CEC                  -            3.1e-27   94.5   0.4   3.5e-27   94.3   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:complement(26972423..26972515,26972572..26972670); ID=FBpp0268408; name=Dyak\GE23398-PA; parent=FBgn0240590,FBtr0269916; dbxref=FlyBase:FBpp0268408,FlyBase_Annotation_IDs:GE23398-PA,GB_protein:EDW99084,REFSEQ:XP_002099372,FlyMine:FBpp0268408; MD5=dfa73789b2f910d21991d59232490ad4; length=63; release=r1.3; species=Dyak; 
FBpp0255878          -          CEC                  -            2.3e-13   50.0   0.0   3.5e-12   46.2   0.0   2.0   1   1   0   1   1   1   1 type=protein; loc=3R:join(26975355..26975453,26975525..26975545,26975623..26975697); ID=FBpp0255878; name=Dyak\GE10868-PA; parent=FBgn0228703,FBtr0257386; dbxref=FlyBase:FBpp0255878,FlyBase_Annotation_IDs:GE10868-PA,GB_protein:EDW99085,REFSEQ:XP_002099373,FlyMine:FBpp0255878; MD5=d26582aff7577b6844565aeb20f64509; length=64; release=r1.3; species=Dyak; 
FBpp0255875          -          CEC                  -            1.1e-08   35.1   1.1   1.2e-08   34.9   1.1   1.0   1   0   0   1   1   1   1 type=protein; loc=3R:join(26968923..26969018,26969081..26969158); ID=FBpp0255875; name=Dyak\Anp-PA; parent=FBgn0046894,FBtr0257383; dbxref=FlyBase:FBpp0255875,FlyBase_Annotation_IDs:GE10865-PA,GB_protein:EDW99081,REFSEQ:XP_002099369,FlyMine:FBpp0255875; MD5=d99a9b62fee7b81c8d71f5dba3195f57; length=57; release=r1.3; species=Dyak; 
FBpp0256449          -          CEC                  -              0.012   15.7   0.0     0.018   15.2   0.0   1.3   1   0   0   1   1   1   0 type=protein; loc=2R:complement(20435212..20435297,20435361..20435493); ID=FBpp0256449; name=Dyak\GE11439-PA; parent=FBgn0229244,FBtr0257957; dbxref=FlyBase:FBpp0256449,FlyBase_Annotation_IDs:GE11439-PA,GB_protein:EDW92564,REFSEQ:XP_002092852,FlyMine:FBpp0256449; MD5=65d5f325c676a63945dc3b6171a6ea2b; length=72; release=r1.3; species=Dyak; 
FBpp0266371          -          CEC                  -              0.069   13.3   0.4     0.089   12.9   0.4   1.1   1   0   0   1   1   1   0 type=protein; loc=3L:3916309..3916521; ID=FBpp0266371; name=Dyak\GE21361-PA; parent=FBgn0238623,FBtr0267879; dbxref=FlyBase:FBpp0266371,FlyBase_Annotation_IDs:GE21361-PA,GB_protein:EDW93268,REFSEQ:XP_002093556; MD5=d4fe66679671cf4ba09e2e6be970b2a8; length=70; release=r1.3; species=Dyak; 
FBpp0259048          -          CEC                  -               0.13   12.4   0.1      0.22   11.7   0.1   1.3   1   0   0   1   1   1   0 type=protein; loc=2R:join(16340296..16340337,16340400..16340720); ID=FBpp0259048; name=Dyak\Acp53Ea-PA; parent=FBgn0064259,FBtr0260556; dbxref=FlyBase:FBpp0259048,FlyBase_Annotation_IDs:GE14038-PA,GB_protein:EDW91881,REFSEQ:XP_002092169,FlyMine:FBpp0259048; MD5=00302212f1e0e34a7792ae762df8fb1c; length=120; release=r1.3; species=Dyak; 
FBpp0261260          -          CEC                  -               0.25   11.5   3.3       2.8    8.1   3.3   2.1   1   1   0   1   1   1   0 type=protein; loc=X:complement(6210732..6211128,6211298..6211365,6211439..6211456); ID=FBpp0261260; name=Dyak\GE16250-PA; parent=FBgn0233788,FBtr0262768; dbxref=FlyBase:FBpp0261260,FlyBase_Annotation_IDs:GE16250-PA,GB_protein:EDX01394,REFSEQ:XP_002100286,FlyMine:FBpp0261260; MD5=02f5dcdb83feca8a0897d5b404092584; length=160; release=r1.3; species=Dyak; 
FBpp0266840          -          DEF                  -            4.6e-38  129.7   3.1   5.8e-38  129.4   3.1   1.1   1   0   0   1   1   1   1 type=protein; loc=2L:complement(18574239..18574517); ID=FBpp0266840; name=Dyak\GE21830-PA; parent=FBgn0239073,FBtr0268348; dbxref=FlyBase:FBpp0266840,FlyBase_Annotation_IDs:GE21830-PA,GB_protein:EDW89601,REFSEQ:XP_002089889,FlyMine:FBpp0266840; MD5=a1129241a03633e501dd91f65472f063; length=92; release=r1.3; species=Dyak; 
FBpp0260898          -          DEF                  -              0.004   17.6   0.2    0.0058   17.1   0.2   1.2   1   1   0   1   1   1   0 type=protein; loc=X:complement(11408740..11409072); ID=FBpp0260898; name=Dyak\GE15888-PA; parent=FBgn0233449,FBtr0262406; dbxref=FlyBase:FBpp0260898,FlyBase_Annotation_IDs:GE15888-PA,GB_protein:EDX02058,REFSEQ:XP_002100950,FlyMine:FBpp0260898; MD5=78c527300a992b9633372ddca7409d85; length=110; release=r1.3; species=Dyak; 
FBpp0256408          -          DEF                  -             0.0065   16.9   4.5    0.0065   16.9   4.5   3.5   3   1   1   4   4   2   0 type=protein; loc=2R:complement(20794890..20794992,20795050..20795160,20795230..20795633); ID=FBpp0256408; name=Dyak\GE11398-PA; parent=FBgn0229208,FBtr0257916; dbxref=FlyBase:FBpp0256408,FlyBase_Annotation_IDs:GE11398-PA,GB_protein:EDW92632,REFSEQ:XP_002092920,FlyMine:FBpp0256408; MD5=da5a0c19e8edac2814a76d55b4d46223; length=205; release=r1.3; species=Dyak; 
FBpp0257018          -          DIPT                 -            5.9e-43  145.4   0.0   6.7e-43  145.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(14441604..14441849,14441902..14442018); ID=FBpp0257018; name=Dyak\DptB-PA; parent=FBgn0068165,FBtr0258526; dbxref=FlyBase:FBpp0257018,FlyBase_Annotation_IDs:GE12008-PA,GB_protein:EDW91554,REFSEQ:XP_002091842,FlyMine:FBpp0257018; MD5=78a7dd4d0ddbaaaf9cc4d50cd24ef87f; length=120; release=r1.3; species=Dyak; 
FBpp0257017          -          DIPT                 -            5.4e-38  129.4   0.1   6.1e-38  129.3   0.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(14443397..14443717); ID=FBpp0257017; name=Dyak\Dpt-PA; parent=FBgn0068166,FBtr0258525; dbxref=FlyBase:FBpp0257017,FlyBase_Annotation_IDs:GE12007-PA,GB_protein:EDW91555,REFSEQ:XP_002091843,FlyMine:FBpp0257017; MD5=3e756a0189971859305593cba4c66373; length=106; release=r1.3; species=Dyak; 
FBpp0265273          -          DIPT                 -            9.2e-10   38.7   0.0   1.1e-09   38.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:complement(10684813..10685121); ID=FBpp0265273; name=Dyak\GE20263-PA; parent=FBgn0237582,FBtr0266781; dbxref=FlyBase:FBpp0265273,FlyBase_Annotation_IDs:GE20263-PA,GB_protein:EDW94034,REFSEQ:XP_002094322,FlyMine:FBpp0265273; MD5=5317589ea042ba5311bb0b41ecf8e3f4; length=102; release=r1.3; species=Dyak; 
FBpp0258616          -          DIPT                 -              6e-06   26.4   2.9   9.1e-05   22.6   0.6   3.0   2   1   1   3   3   3   1 type=protein; loc=2R:join(10569020..10569291,10569359..10569761); ID=FBpp0258616; name=Dyak\AttA-PA; parent=FBgn0068530,FBtr0260124; dbxref=FlyBase:FBpp0258616,FlyBase_Annotation_IDs:GE13606-PA,GB_protein:EDW91058,REFSEQ:XP_002091346,FlyMine:FBpp0258616; MD5=adb334b349e2d1fa99e414839a63d86d; length=224; release=r1.3; species=Dyak; 
FBpp0258617          -          DIPT                 -              6e-06   26.4   2.9   9.1e-05   22.6   0.6   3.0   2   1   1   3   3   3   1 type=protein; loc=2R:join(10570802..10571073,10571141..10571543); ID=FBpp0258617; name=Dyak\GE13607-PA; parent=FBgn0231267,FBtr0260125; dbxref=FlyBase:FBpp0258617,FlyBase_Annotation_IDs:GE13607-PA,GB_protein:EDW91059,REFSEQ:XP_002091347; MD5=adb334b349e2d1fa99e414839a63d86d; length=224; release=r1.3; species=Dyak; 
FBpp0270498          -          DIPT                 -            8.9e-06   25.9   9.2   7.6e-05   22.9   3.0   2.8   1   1   2   3   3   2   1 type=protein; loc=3R:join(2013487..2013647,2013758..2014142); ID=FBpp0270498; name=Dyak\AttD-PA; parent=FBgn0068529,FBtr0272006; dbxref=FlyBase:FBpp0270498,FlyBase_Annotation_IDs:GE25488-PA,GB_protein:EDW95807,REFSEQ:XP_002096095,FlyMine:FBpp0270498; MD5=43587f5cb2a520b5477beaa6a842cdc1; length=181; release=r1.3; species=Dyak; 
FBpp0258615          -          DIPT                 -              0.032   14.4   0.1     0.039   14.1   0.1   1.1   1   0   0   1   1   1   0 type=protein; loc=2R:10567569..10567763; ID=FBpp0258615; name=Dyak\GE13605-PA; parent=FBgn0231266,FBtr0260123; dbxref=FlyBase:FBpp0258615,FlyBase_Annotation_IDs:GE13605-PA,GB_protein:EDW91057,REFSEQ:XP_002091345,FlyMine:FBpp0258615; MD5=590cbb872c95de6b83efd3ba367c6945; length=64; release=r1.3; species=Dyak; 
FBpp0257548          -          DIPT                 -               0.11   12.7   4.4      0.17   12.1   0.3   2.5   2   1   1   3   3   2   0 type=protein; loc=2R:complement(7673865..7674264,7674330..7674521,7674579..7674655); ID=FBpp0257548; name=Dyak\GE12538-PA; parent=FBgn0230272,FBtr0259056; dbxref=FlyBase:FBpp0257548,FlyBase_Annotation_IDs:GE12538-PA,GB_protein:EDW90623,REFSEQ:XP_002090911,FlyMine:FBpp0257548; MD5=0bd9ef871a76ab4f09a21c583959fae3; length=222; release=r1.3; species=Dyak; 
FBpp0257252          -          FREP                 -            1.2e-76  256.8   0.1   1.7e-76  256.3   0.1   1.2   1   0   0   1   1   1   1 type=protein; loc=2R:complement(11174569..11174740,11174792..11175302,11175372..11175442,11175495..11175607); ID=FBpp0257252; name=Dyak\GE12242-PA; parent=FBgn0230001,FBtr0258760; dbxref=FlyBase:FBpp0257252,FlyBase_Annotation_IDs:GE12242-PA,GB_protein:EDW91144,REFSEQ:XP_002091432,FlyMine:FBpp0257252; MD5=9a6ec99e91b1d0d175234d0c3f438626; length=288; release=r1.3; species=Dyak; 
FBpp0257251          -          FREP                 -            1.3e-76  256.7   1.5   1.7e-76  256.3   1.5   1.1   1   0   0   1   1   1   1 type=protein; loc=2R:complement(11175982..11176141,11176203..11176778,11176828..11176889,11176955..11177023); ID=FBpp0257251; name=Dyak\GE12241-PA; parent=FBgn0230000,FBtr0258759; dbxref=FlyBase:FBpp0257251,FlyBase_Annotation_IDs:GE12241-PA,GB_protein:EDW91145,REFSEQ:XP_002091433,FlyMine:FBpp0257251; MD5=9ea99a9b063accbff4ad59e1361f0cde; length=288; release=r1.3; species=Dyak; 
FBpp0263460          -          FREP                 -            2.3e-76  255.8   6.4   2.8e-76  255.6   6.4   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:join(6545825..6546429,6546480..6546624); ID=FBpp0263460; name=Dyak\GE18450-PA; parent=FBgn0235867,FBtr0264968; dbxref=FlyBase:FBpp0263460,FlyBase_Annotation_IDs:GE18450-PA,GB_protein:EDW87909,REFSEQ:XP_002088197,FlyMine:FBpp0263460; MD5=587edab0e95d06f6bf0f1f9862c72806; length=249; release=r1.3; species=Dyak; 
FBpp0260435          -          FREP                 -            7.4e-75  250.9   0.3     1e-74  250.5   0.3   1.1   1   0   0   1   1   1   1 type=protein; loc=X:complement(18451077..18451218,18451291..18451860,18451918..18452031,18452091..18452140,18452219..18452350); ID=FBpp0260435; name=Dyak\GE15425-PA; parent=FBgn0233001,FBtr0261943; dbxref=FlyBase:FBpp0260435,FlyBase_Annotation_IDs:GE15425-PA,GB_protein:EDX02890,REFSEQ:XP_002101782,FlyMine:FBpp0260435; MD5=e594ce69f391801b2ff71c542ee038c9; length=335; release=r1.3; species=Dyak; 
FBpp0267889          -          FREP                 -            4.2e-73  245.2   0.3     7e-73  244.5   0.0   1.5   2   0   0   2   2   1   1 type=protein; loc=2L:complement(17155966..17156128,17156718..17157811); ID=FBpp0267889; name=Dyak\GE22879-PA; parent=FBgn0240082,FBtr0269397; dbxref=FlyBase:FBpp0267889,FlyBase_Annotation_IDs:GE22879-PA,GB_protein:EDW89372,REFSEQ:XP_002089660,FlyMine:FBpp0267889; MD5=4c393a29e3ce6e12c1275f20fe8da81a; length=418; release=r1.3; species=Dyak; 
FBpp0269730          -          FREP                 -            2.2e-72  242.9   0.3   2.7e-72  242.5   0.3   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(15139636..15139759,15139825..15140384); ID=FBpp0269730; name=Dyak\GE24720-PA; parent=FBgn0241825,FBtr0271238; dbxref=FlyBase:FBpp0269730,FlyBase_Annotation_IDs:GE24720-PA,GB_protein:EDW89049,REFSEQ:XP_002089337,FlyMine:FBpp0269730; MD5=2ceaa26fa9fc82bb610f6dca42e83f9a; length=227; release=r1.3; species=Dyak; 
FBpp0262706          -          FREP                 -            2.3e-72  242.8   5.3   3.6e-72  242.2   5.3   1.2   1   0   0   1   1   1   1 type=protein; loc=X:join(16410488..16411437,16411502..16411643); ID=FBpp0262706; name=Dyak\GE17696-PA; parent=FBgn0235143,FBtr0264214; dbxref=FlyBase:FBpp0262706,FlyBase_Annotation_IDs:GE17696-PA,GB_protein:EDX02659,REFSEQ:XP_002101551,FlyMine:FBpp0262706; MD5=0ac96d11e56cae36dd7fcf1d81c4070e; length=363; release=r1.3; species=Dyak; 
FBpp0262829          -          FREP                 -            1.8e-71  239.8   0.0   2.6e-71  239.4   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=X:join(18453078..18453188,18453324..18453508,18453567..18454127,18454189..18454330); ID=FBpp0262829; name=Dyak\GE17819-PA; parent=FBgn0235260,FBtr0264337; dbxref=FlyBase:FBpp0262829,FlyBase_Annotation_IDs:GE17819-PA,GB_protein:EDX02891,REFSEQ:XP_002101783,FlyMine:FBpp0262829; MD5=af13ff5412e43ad9cb0ede30b16ce174; length=332; release=r1.3; species=Dyak; 
FBpp0256832          -          FREP                 -              3e-71  239.2   1.1   3.5e-71  238.9   1.1   1.0   1   0   0   1   1   1   1 type=protein; loc=2R:complement(16271432..16271564,16271626..16272233); ID=FBpp0256832; name=Dyak\GE11822-PA; parent=FBgn0229612,FBtr0258340; dbxref=FlyBase:FBpp0256832,FlyBase_Annotation_IDs:GE11822-PA,GB_protein:EDW91869,REFSEQ:XP_002092157,FlyMine:FBpp0256832; MD5=774269edf4e8ee51944105dbff862e8f; length=246; release=r1.3; species=Dyak; 
FBpp0257506          -          FREP                 -            9.6e-66  221.1   0.9   1.6e-65  220.4   0.9   1.3   1   0   0   1   1   1   1 type=protein; loc=2R:complement(8269627..8270592,8270767..8271297,8277519..8277912,8281032..8281570); ID=FBpp0257506; name=Dyak\GE12496-PA; parent=FBgn0230236,FBtr0259014; dbxref=FlyBase:FBpp0257506,FlyBase_Annotation_IDs:GE12496-PA,GB_protein:EDW90707,REFSEQ:XP_002090995,FlyMine:FBpp0257506; MD5=db099cc2c878a8c97efaafebf2e96fad; length=809; release=r1.3; species=Dyak; 
FBpp0266381          -          FREP                 -            6.4e-64  215.2   0.0   9.3e-64  214.7   0.0   1.2   1   0   0   1   1   1   1 type=protein; loc=3L:join(4160294..4160464,4161069..4161199,4161738..4161871,4162060..4162243,4162312..4163080); ID=FBpp0266381; name=Dyak\GE21371-PA; parent=FBgn0238633,FBtr0267889; dbxref=FlyBase:FBpp0266381,FlyBase_Annotation_IDs:GE21371-PA,GB_protein:EDW93283,REFSEQ:XP_002093571,FlyMine:FBpp0266381; MD5=72d23db8cb13a19d1d310ee7e86c60ce; length=462; release=r1.3; species=Dyak; 
FBpp0269350          -          FREP                 -            9.5e-60  201.6   0.3   1.8e-59  200.7   0.0   1.5   2   0   0   2   2   1   1 type=protein; loc=3R:complement(14808475..14809182,14809270..14809590,14809812..14809877); ID=FBpp0269350; name=Dyak\GE24340-PA; parent=FBgn0241461,FBtr0270858; dbxref=FlyBase:FBpp0269350,FlyBase_Annotation_IDs:GE24340-PA,GB_protein:EDW97407,REFSEQ:XP_002097695,FlyMine:FBpp0269350; MD5=474767a63b57706a96f091eb5616c1e9; length=364; release=r1.3; species=Dyak; 
FBpp0259802          -          FREP                 -            1.3e-57  194.5   1.2   1.5e-57  194.3   1.2   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:complement(3804821..3805351); ID=FBpp0259802; name=Dyak\GE14792-PA; parent=FBgn0232384,FBtr0261310; dbxref=FlyBase:FBpp0259802,FlyBase_Annotation_IDs:GE14792-PA,GB_protein:EDW87590,REFSEQ:XP_002087878,FlyMine:FBpp0259802; MD5=0105180236b47337ff95e8c7989c935f; length=176; release=r1.3; species=Dyak; 
FBpp0264049          -          FREP                 -            3.6e-39  134.3   0.2   3.9e-39  134.2   0.2   1.0   1   0   0   1   1   1   1 type=protein; loc=2L:14813797..14814315; ID=FBpp0264049; name=Dyak\GE19039-PA; parent=FBgn0236403,FBtr0265557; dbxref=FlyBase:FBpp0264049,FlyBase_Annotation_IDs:GE19039-PA,GB_protein:EDW89020,REFSEQ:XP_002089308,FlyMine:FBpp0264049; MD5=c310403dfe934e60752c92836f3fb3c7; length=172; release=r1.3; species=Dyak; 
FBpp0268237          -          FREP                 -            2.3e-06   27.1   0.1   3.3e-06   26.6   0.1   1.3   1   0   0   1   1   1   1 type=protein; loc=v2_chr3L_random_218:join(3641..3715,5250..5497,6408..6540); ID=FBpp0268237; name=Dyak\GE23227-PA; parent=FBgn0240426,FBtr0269745; dbxref=FlyBase:FBpp0268237,FlyBase_Annotation_IDs:GE23227-PA,GB_protein:EDX00007,REFSEQ:XP_002086605,FlyMine:FBpp0268237; MD5=e9712f9bcca3381cfba97d51d538e596; length=151; release=r1.3; species=Dyak; 
FBpp0263517          -          FREP                 -            6.9e-05   22.3   0.0    0.0002   20.8   0.0   1.8   1   0   0   1   1   1   1 type=protein; loc=2L:join(7409643..7410823,7410898..7411206,7411507..7411609,7414761..7414922); ID=FBpp0263517; name=Dyak\GE18507-PA; parent=FBgn0235919,FBtr0265025; dbxref=FlyBase:FBpp0263517,FlyBase_Annotation_IDs:GE18507-PA,GB_protein:EDW88035,REFSEQ:XP_002088323,FlyMine:FBpp0263517; MD5=2f4f3035aa31341cfbf3af2d8f723b54; length=584; release=r1.3; species=Dyak; 
FBpp0267428          -          GALE                 -           3.2e-263  872.8  20.2  1.9e-210  698.9   5.6   3.2   2   1   1   3   3   3   3 type=protein; loc=3L:join(20264276..20265340,20265397..20266793,20267012..20267275,20267333..20268032,20268091..20268672,20268736..20268774); ID=FBpp0267428; name=Dyak\GE22418-PA; parent=FBgn0239641,FBtr0268936; dbxref=FlyBase:FBpp0267428,FlyBase_Annotation_IDs:GE22418-PA,GB_protein:EDW95205,REFSEQ:XP_002095493,FlyMine:FBpp0267428; MD5=71fb34d2339ab73da5bd2f8faaae1b8d; length=1348; release=r1.3; species=Dyak; 
FBpp0267957          -          GALE                 -           1.5e-193  643.3   3.7  1.9e-193  642.9   3.7   1.1   1   0   0   1   1   1   1 type=protein; loc=v2_chr3L_random_039:complement(14874..16472,16531..17230,17288..17551,17775..19072); ID=FBpp0267957; name=Dyak\GE22947-PA; parent=FBgn0240148,FBtr0269465; dbxref=FlyBase:FBpp0267957,FlyBase_Annotation_IDs:GE22947-PA,GB_protein:EDW99704,REFSEQ:XP_002086303,FlyMine:FBpp0267957; MD5=052f7eafd96369e73431f0f802c93fc8; length=1286; release=r1.3; species=Dyak; 
FBpp0267430          -          GALE                 -           5.2e-113  377.9   3.3  6.3e-113  377.6   3.3   1.0   1   0   0   1   1   1   1 type=protein; loc=3L:join(20271659..20271736,20271795..20272376,20272440..20272478); ID=FBpp0267430; name=Dyak\GE22420-PA; parent=FBgn0239643,FBtr0268938; dbxref=FlyBase:FBpp0267430,FlyBase_Annotation_IDs:GE22420-PA,GB_protein:EDW95207,REFSEQ:XP_002095495,FlyMine:FBpp0267430; MD5=ec53e95ec9bb1b7f31e42db5960d95dc; length=232; release=r1.3; species=Dyak; 
FBpp0256995          -          GALE                 -            3.2e-51  174.3   0.6   1.5e-36  126.0   0.0   2.0   1   1   1   2   2   2   2 type=protein; loc=2R:complement(14693280..14693565,14693622..14694209,14694327..14694418); ID=FBpp0256995; name=Dyak\GE11985-PA; parent=FBgn0229763,FBtr0258503; dbxref=FlyBase:FBpp0256995,FlyBase_Annotation_IDs:GE11985-PA,GB_protein:EDW91606,REFSEQ:XP_002091894,FlyMine:FBpp0256995; MD5=595b1278dce0c99ea24c8c2a77e4dcfa; length=321; release=r1.3; species=Dyak; 
FBpp0261559          -          GALE                 -            1.2e-48  165.8   0.2   3.3e-33  115.0   0.2   2.2   1   1   0   2   2   2   2 type=protein; loc=2L:join(61802..62173,64197..64312,64381..65401); ID=FBpp0261559; name=Dyak\GE16549-PA; parent=FBgn0234064,FBtr0263067; dbxref=FlyBase:FBpp0261559,FlyBase_Annotation_IDs:GE16549-PA,GB_protein:EDW87081,REFSEQ:XP_002087369,FlyMine:FBpp0261559; MD5=29445ba94f3d2ced500cefb53ab894fe; length=502; release=r1.3; species=Dyak; 
FBpp0262176          -          GALE                 -            4.7e-26   91.5   0.1   3.1e-15   55.8   0.0   2.0   1   1   0   2   2   2   2 type=protein; loc=2L:join(844406..844494,844929..845522,845612..845879); ID=FBpp0262176; name=Dyak\GE17166-PA; parent=FBgn0234645,FBtr0263684; dbxref=FlyBase:FBpp0262176,FlyBase_Annotation_IDs:GE17166-PA,GB_protein:EDW87193,REFSEQ:XP_002087481,FlyMine:FBpp0262176; MD5=6f7fa582f47534040edb836f3349ee24; length=316; release=r1.3; species=Dyak; 
FBpp0271332          -          GALE                 -            1.4e-08   33.9   0.1   1.5e-08   33.8   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=3R:join(14241937..14242040,14243279..14243433,14243527..14243714); ID=FBpp0271332; name=Dyak\GE26322-PA; parent=FBgn0243352,FBtr0272840; dbxref=FlyBase:FBpp0271332,FlyBase_Annotation_IDs:GE26322-PA,GB_protein:EDW97330,REFSEQ:XP_002097618,FlyMine:FBpp0271332; MD5=ce58f7d8c219dca074adffef5fbbe843; length=148; release=r1.3; species=Dyak; 
FBpp0266368          -          GPX                  -            1.3e-89  297.9   0.0   1.4e-89  297.9   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=3L:join(3873342..3873422,3874115..3874315,3874548..3874871,3874936..3875127); ID=FBpp0266368; name=Dyak\GE21358-PA; parent=FBgn0238620,FBtr0267876; dbxref=FlyBase:FBpp0266368,FlyBase_Annotation_IDs:GE21358-PA,GB_protein:EDW93262,REFSEQ:XP_002093550,FlyMine:FBpp0266368; MD5=64db745238394bfbbfc0b73550a7f7e4; length=265; release=r1.3; species=Dyak; 
