#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
FBpp0163182          -          BGBP                 -           2.2e-122  408.6   0.0  2.7e-122  408.4   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:join(23826094..23826235,23826290..23827120,23827188..23827504,23827826..23828023); ID=FBpp0163182; name=Dmoj\GI13965-PA; parent=FBgn0136719,FBtr0164690; dbxref=FlyBase:FBpp0163182,FlyBase_Annotation_IDs:GI13965-PA,GB_protein:EDW19790,REFSEQ:XP_002009314,FlyMine:FBpp0163182,modMine:FBpp0163182; MD5=82199653471395d43f20968e3baf4d8d; length=495; release=r1.3; species=Dmoj; 
FBpp0171035          -          FREP                 -               0.21   10.8   1.8      0.23   10.7   1.8   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_6359:4462573..4462782; ID=FBpp0171035; name=Dmoj\GI21818-PA; parent=FBgn0144547,FBtr0172543; dbxref=FlyBase:FBpp0171035,FlyBase_Annotation_IDs:GI21818-PA,GB_protein:EDW06595,REFSEQ:XP_002010940,FlyMine:FBpp0171035,modMine:FBpp0171035; MD5=2082647ec94102e725dd6d3d2fc8adf9; length=69; release=r1.3; species=Dmoj; 
FBpp0161049          -          GALE                 -           4.8e-255  845.7  20.9  1.9e-201  669.1   6.9   3.8   2   1   0   3   3   3   3 type=protein; loc=scaffold_6680:complement(13753361..13753399,13753460..13754738,13754807..13755070,13755143..13756524,13756586..13757671); ID=FBpp0161049; name=Dmoj\GI11832-PA; parent=FBgn0134591,FBtr0162557; dbxref=FlyBase:FBpp0161049,FlyBase_Annotation_IDs:GI11832-PA,GB_protein:EDW18888,REFSEQ:XP_002008412,FlyMine:FBpp0161049,modMine:FBpp0161049; MD5=2f7af643c559a29130a271935f82bc57; length=1349; release=r1.3; species=Dmoj; 
FBpp0169189          -          GALE                 -            1.9e-49  168.4   2.2   5.8e-36  124.0   0.1   2.0   1   1   1   2   2   2   2 type=protein; loc=scaffold_6496:join(3533545..3533636,3533780..3534367,3534679..3534964); ID=FBpp0169189; name=Dmoj\GI19972-PA; parent=FBgn0142709,FBtr0170697; dbxref=FlyBase:FBpp0169189,FlyBase_Annotation_IDs:GI19972-PA,GB_protein:EDW08443,REFSEQ:XP_002004508,FlyMine:FBpp0169189,modMine:FBpp0169189; MD5=06a8cf0e0d26696683335ef2226d545f; length=321; release=r1.3; species=Dmoj; 
FBpp0165463          -          GALE                 -            2.5e-46  158.1   0.6   1.9e-30  105.8   0.1   2.4   1   1   0   2   2   2   2 type=protein; loc=scaffold_6500:complement(172312..173332,173392..173507,175001..175330); ID=FBpp0165463; name=Dmoj\GI16246-PA; parent=FBgn0138995,FBtr0166971; dbxref=FlyBase:FBpp0165463,FlyBase_Annotation_IDs:GI16246-PA,GB_protein:EDW10997,REFSEQ:XP_002001555,FlyMine:FBpp0165463,modMine:FBpp0165463; MD5=75dbf1fd5731f8d6cc5107151cd09f13; length=488; release=r1.3; species=Dmoj; 
FBpp0172363          -          GALE                 -            5.6e-45  153.6   1.7   5.1e-25   87.9   0.0   2.1   1   1   1   2   2   2   2 type=protein; loc=scaffold_6540:complement(11832805..11833165,11833218..11833339,11833549..11833897,11833950..11834037,11834097..11834428,11834630..11834965,11835021..11835165,11835219..11835504); ID=FBpp0172363; name=Dmoj\GI23146-PA; parent=FBgn0145873,FBtr0173871; dbxref=FlyBase:FBpp0172363,FlyBase_Annotation_IDs:GI23146-PA,GB_protein:EDW14761,REFSEQ:XP_001999300,FlyMine:FBpp0172363,modMine:FBpp0172363; MD5=b47a2ed9c4b2f1f9f91d3ae31b65fb52; length=672; release=r1.3; species=Dmoj; 
FBpp0171074          -          GALE                 -            1.5e-25   89.6   0.0   7.2e-14   51.2   0.0   2.0   1   1   0   2   2   2   2 type=protein; loc=scaffold_6500:complement(23805154..23805421,23805485..23806078,23806140..23806228); ID=FBpp0171074; name=Dmoj\GI21857-PA; parent=FBgn0144586,FBtr0172582; dbxref=FlyBase:FBpp0171074,FlyBase_Annotation_IDs:GI21857-PA,GB_protein:EDW13051,REFSEQ:XP_002003609,FlyMine:FBpp0171074,modMine:FBpp0171074; MD5=5ad75fcad5c694efd0c9132099e3e509; length=316; release=r1.3; species=Dmoj; 
FBpp0173866          -          GALE                 -            7.7e-10   37.9   0.5   9.3e-10   37.6   0.5   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(15366622..15366725,15368849..15369003,15369085..15369272); ID=FBpp0173866; name=Dmoj\GI24649-PA; parent=FBgn0147371,FBtr0175374; dbxref=FlyBase:FBpp0173866,FlyBase_Annotation_IDs:GI24649-PA,GB_protein:EDW15129,REFSEQ:XP_001999668,FlyMine:FBpp0173866,modMine:FBpp0173866; MD5=1f6d8fb2c1492c19f021af175df4585b; length=148; release=r1.3; species=Dmoj; 
FBpp0165822          -          GPX                  -            6.7e-89  295.5   0.3   8.4e-89  295.2   0.3   1.2   1   0   0   1   1   1   1 type=protein; loc=scaffold_6654:complement(1619884..1620075,1620136..1620456,1620634..1620681,1621403..1621483); ID=FBpp0165822; name=Dmoj\GI16605-PA; parent=FBgn0139353,FBtr0167330; dbxref=FlyBase:FBpp0165822,FlyBase_Annotation_IDs:GI16605-PA,GB_protein:EDW17257,REFSEQ:XP_002012126,FlyMine:FBpp0165822,modMine:FBpp0165822; MD5=f25047c945c067ade89c2410cd77a634; length=213; release=r1.3; species=Dmoj; 
FBpp0160301          -          GPX                  -              0.018   14.2   0.0     0.056   12.6   0.0   1.6   1   1   1   2   2   2   0 type=protein; loc=scaffold_6500:complement(14597589..14597738,14597806..14597952,14603190..14603213); ID=FBpp0160301; name=Dmoj\Trx-2-PA; parent=FBgn0133846,FBtr0161809; dbxref=FlyBase:FBpp0160301,FlyBase_Annotation_IDs:GI11084-PA,GB_protein:EDW12229,REFSEQ:XP_002002787,FlyMine:FBpp0160301,modMine:FBpp0160301; MD5=1ea78d260770a19e21c6c7cf9a0af527; length=106; release=r1.3; species=Dmoj; 
FBpp0163352          -          HPX                  -                  0 1262.5   2.3  8.4e-231  768.8   0.0   3.3   1   1   1   2   2   2   2 type=protein; loc=scaffold_6500:complement(6106887..6107126,6107196..6107349,6107408..6107816,6107883..6109424,6109491..6109708,6109777..6110052,6110117..6110852,6110918..6111489,6123647..6123684); ID=FBpp0163352; name=Dmoj\GI14135-PA; parent=FBgn0136889,FBtr0164860; dbxref=FlyBase:FBpp0163352,FlyBase_Annotation_IDs:GI14135-PA,GB_protein:EDW11547,REFSEQ:XP_002002105,FlyMine:FBpp0163352,modMine:FBpp0163352; MD5=6bd763c2a004c6671e0ff0be3a1630df; length=1394; release=r1.3; species=Dmoj; 
FBpp0173244          -          HPX                  -           3.9e-256  852.6   4.5    2e-255  850.3   4.5   2.0   1   1   0   1   1   1   1 type=protein; loc=scaffold_6540:join(4916710..4916729,4916777..4917166,4917229..4917956,4918015..4918290,4918361..4921151,4921209..4921422); ID=FBpp0173244; name=Dmoj\GI24027-PA; parent=FBgn0146750,FBtr0174752; dbxref=FlyBase:FBpp0173244,FlyBase_Annotation_IDs:GI24027-PA,GB_protein:EDW13995,REFSEQ:XP_001998534,FlyMine:FBpp0173244,modMine:FBpp0173244; MD5=d605512a473f4ccf085d74a9570e347b; length=1472; release=r1.3; species=Dmoj; 
FBpp0174006          -          HPX                  -           8.3e-251  835.0   0.0    1e-250  834.7   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(17779094..17779104,17787879..17788037,17794673..17794755,17794832..17794922,17796963..17797351,17797414..17797587,17797642..17798572,17798632..17798910,17798968..17799064,17799131..17799178); ID=FBpp0174006; name=Dmoj\GI24789-PA; parent=FBgn0147511,FBtr0175514; dbxref=FlyBase:FBpp0174006,FlyBase_Annotation_IDs:GI24789-PA,GB_protein:EDW15367,REFSEQ:XP_001999906,FlyMine:FBpp0174006,modMine:FBpp0174006; MD5=85dcf2335fa26b29e31da6a8fb283e67; length=753; release=r1.3; species=Dmoj; 
FBpp0173068          -          HPX                  -           1.3e-240  801.2   0.0  1.7e-240  800.8   0.0   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(2146818..2146975,2147037..2147243,2147311..2147522,2147584..2148328,2148440..2148596,2148661..2149030,2149095..2149200,2149257..2149365); ID=FBpp0173068; name=Dmoj\GI23851-PA; parent=FBgn0146576,FBtr0174576; dbxref=FlyBase:FBpp0173068,FlyBase_Annotation_IDs:GI23851-PA,GB_protein:EDW13691,REFSEQ:XP_001998230,FlyMine:FBpp0173068,modMine:FBpp0173068; MD5=40ec8b19de64cd5179d47fe7d128a874; length=687; release=r1.3; species=Dmoj; 
FBpp0173172          -          HPX                  -           5.1e-235  782.7   0.0  5.9e-235  782.5   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(4012318..4013431,4013493..4013820,4013890..4014046,4014103..4014261,4014324..4014643,4014708..4014774); ID=FBpp0173172; name=Dmoj\GI23955-PA; parent=FBgn0146679,FBtr0174680; dbxref=FlyBase:FBpp0173172,FlyBase_Annotation_IDs:GI23955-PA,GB_protein:EDW13884,REFSEQ:XP_001998423,FlyMine:FBpp0173172,modMine:FBpp0173172; MD5=c25ab8f76339fbcaba5290a43859596a; length=714; release=r1.3; species=Dmoj; 
FBpp0171225          -          HPX                  -           5.2e-231  769.5   0.0  6.2e-231  769.2   0.0   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(32661907..32662196,32662257..32662426,32662481..32664376,32665419..32665594); ID=FBpp0171225; name=Dmoj\GI22008-PA; parent=FBgn0144737,FBtr0172733; dbxref=FlyBase:FBpp0171225,FlyBase_Annotation_IDs:GI22008-PA,GB_protein:EDW16840,REFSEQ:XP_002001379,FlyMine:FBpp0171225,modMine:FBpp0171225; MD5=6247d2544f0cb6927e522984f9439b58; length=843; release=r1.3; species=Dmoj; 
FBpp0162056          -          HPX                  -           1.6e-219  731.4   0.1  2.1e-219  731.0   0.1   1.1   1   0   0   1   1   1   1 type=protein; loc=scaffold_6680:join(3497676..3497857,3518571..3518786,3518975..3519046,3519109..3519350,3520266..3520889,3522881..3523093,3523209..3523387,3523471..3523652,3525796..3525951,3527690..3530342); ID=FBpp0162056; name=Dmoj\GI12839-PA; parent=FBgn0135596,FBtr0163564; dbxref=FlyBase:FBpp0162056,FlyBase_Annotation_IDs:GI12839-PA,GB_protein:EDW17736,REFSEQ:XP_002007260,FlyMine:FBpp0162056,modMine:FBpp0162056; MD5=e898fbceb104481d1cab4403330dfb7d; length=1572; release=r1.3; species=Dmoj; 
FBpp0172962          -          HPX                  -           3.3e-192  641.0   0.7    4e-192  640.7   0.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:complement(2155210..2155291,2155357..2155462,2155525..2155723,2155786..2156125,2156185..2157476); ID=FBpp0172962; name=Dmoj\GI23745-PA; parent=FBgn0146470,FBtr0174470; dbxref=FlyBase:FBpp0172962,FlyBase_Annotation_IDs:GI23745-PA,GB_protein:EDW13693,REFSEQ:XP_001998232,FlyMine:FBpp0172962,modMine:FBpp0172962; MD5=401bcb73e5e5613460dffef74e0fc2c8; length=672; release=r1.3; species=Dmoj; 
FBpp0161318          -          HPX                  -           5.7e-176  587.2   0.6    6e-176  587.1   0.6   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6500:complement(11627255..11627416,11627478..11627952,11628014..11628175,11629899..11630026,11630095..11631178,11631322..11633094,11633163..11633440,11633508..11633911,11633990..11634194,11634297..11634646,11634839..11634914); ID=FBpp0161318; name=Dmoj\GI12101-PA; parent=FBgn0134858,FBtr0162826; dbxref=FlyBase:FBpp0161318,FlyBase_Annotation_IDs:GI12101-PA,GB_protein:EDW11994,REFSEQ:XP_002002552,FlyMine:FBpp0161318,modMine:FBpp0161318; MD5=2fbffcc4913044989f1f283e4fb42297; length=1698; release=r1.3; species=Dmoj; 
FBpp0173066          -          HPX                  -           8.6e-140  467.4   0.4  1.1e-139  467.0   0.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6540:join(2124457..2124556,2125234..2125342,2125533..2125863,2125936..2126131,2126203..2126381,2126447..2127015,2127333..2127504,2127654..2127821,2128136..2128253,2128321..2128483,2128699..2128732); ID=FBpp0173066; name=Dmoj\GI23849-PA; parent=FBgn0146574,FBtr0174574; dbxref=FlyBase:FBpp0173066,FlyBase_Annotation_IDs:GI23849-PA,GB_protein:EDW13689,REFSEQ:XP_001998228,FlyMine:FBpp0173066,modMine:FBpp0173066; MD5=7715d6c49914ecbe2b5e876403342aa7; length=712; release=r1.3; species=Dmoj; 
FBpp0170861          -          HPX                  -             0.0059   14.2  10.2    0.0087   13.7  10.2   1.3   1   0   0   1   1   1   0 type=protein; loc=scaffold_6359:join(586625..587146,587206..587332,587402..587497,587563..587668,587744..587801); ID=FBpp0170861; name=Dmoj\GI21644-PA; parent=FBgn0144374,FBtr0172369; dbxref=FlyBase:FBpp0170861,FlyBase_Annotation_IDs:GI21644-PA,GB_protein:EDW06273,REFSEQ:XP_002010618,FlyMine:FBpp0170861,modMine:FBpp0170861; MD5=4968d0b82e0c2277ee926d51f867d988; length=302; release=r1.3; species=Dmoj; 
FBpp0171003          -          HPX                  -             0.0079   13.8   2.4    0.0094   13.5   2.4   1.2   1   0   0   1   1   1   0 type=protein; loc=scaffold_6359:3839199..3839600; ID=FBpp0171003; name=Dmoj\GI21786-PA; parent=FBgn0144516,FBtr0172511; dbxref=FlyBase:FBpp0171003,FlyBase_Annotation_IDs:GI21786-PA,GB_protein:EDW06527,REFSEQ:XP_002010872,FlyMine:FBpp0171003,modMine:FBpp0171003; MD5=7ee8008f12473047435545254b615174; length=133; release=r1.3; species=Dmoj; 
FBpp0162193          -          HPX                  -             0.0083   13.7  13.1     0.011   13.3  13.1   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_6680:join(5602284..5602886,5602944..5603365,5604634..5604910,5604971..5605334,5605650..5605903); ID=FBpp0162193; name=Dmoj\GI12976-PA; parent=FBgn0135733,FBtr0163701; dbxref=FlyBase:FBpp0162193,FlyBase_Annotation_IDs:GI12976-PA,GB_protein:EDW17962,REFSEQ:XP_002007486,FlyMine:FBpp0162193,modMine:FBpp0162193; MD5=42eee16d43d582a36480f83852321c01; length=639; release=r1.3; species=Dmoj; 
FBpp0159377          -          HPX                  -               0.04   11.5   1.0     0.041   11.4   1.0   1.0   1   0   0   1   1   1   0 type=protein; loc=scaffold_6540:join(22359613..22359658,22362836..22363119); ID=FBpp0159377; name=Dmoj\GI10160-PA; parent=FBgn0132926,FBtr0160885; dbxref=FlyBase:FBpp0159377,FlyBase_Annotation_IDs:GI10160-PA,GB_protein:EDW15777,REFSEQ:XP_002000316,FlyMine:FBpp0159377,modMine:FBpp0159377; MD5=90da5252f66409e55324525259811b77; length=109; release=r1.3; species=Dmoj; 
FBpp0164701          -          HPX                  -              0.067   10.7  11.7     0.075   10.6  11.7   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_6473:join(4120419..4120666,4121567..4121681,4121778..4122014); ID=FBpp0164701; name=Dmoj\GI15484-PA; parent=FBgn0138233,FBtr0166209; dbxref=FlyBase:FBpp0164701,FlyBase_Annotation_IDs:GI15484-PA,GB_protein:EDW06977,REFSEQ:XP_002009660,FlyMine:FBpp0164701,modMine:FBpp0164701; MD5=6bde96cc503e944cca8b61f98fa0d94f; length=199; release=r1.3; species=Dmoj; 
FBpp0172218          -          HPX                  -              0.088   10.3   1.8      0.09   10.3   1.8   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_6540:complement(14477393..14477977); ID=FBpp0172218; name=Dmoj\GI23001-PA; parent=FBgn0145728,FBtr0173726; dbxref=FlyBase:FBpp0172218,FlyBase_Annotation_IDs:GI23001-PA,GB_protein:EDW15037,REFSEQ:XP_001999576,FlyMine:FBpp0172218,modMine:FBpp0172218; MD5=a502c3ba0313a204f16af48f13d29553; length=194; release=r1.3; species=Dmoj; 
FBpp0167791          -          HPX                  -               0.11   10.0   8.8      0.15    9.6   8.8   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_6496:complement(20120332..20120448,20120509..20121102,20121166..20121352,20121413..20121549,20122131..20122301,20122372..20122478,20122545..20122831,20125439..20125716); ID=FBpp0167791; name=Dmoj\GI18574-PA; parent=FBgn0141313,FBtr0169299; dbxref=FlyBase:FBpp0167791,FlyBase_Annotation_IDs:GI18574-PA,GB_protein:EDW10356,REFSEQ:XP_002006421,FlyMine:FBpp0167791,modMine:FBpp0167791; MD5=9dcfc7d2072c180bf438e42422e05bf3; length=625; release=r1.3; species=Dmoj; 
FBpp0169749          -          HPX                  -               0.13    9.8  11.3      0.23    8.9  11.3   1.3   1   0   0   1   1   1   0 type=protein; loc=scaffold_6500:complement(27675143..27675235,27675298..27675596,27675659..27675886,27675949..27676139,27676204..27676424,27676594..27676681,27678365..27678587,27678644..27678731,27678791..27678883,27686340..27687212); ID=FBpp0169749; name=Dmoj\GI20532-PA; parent=FBgn0143268,FBtr0171257; dbxref=FlyBase:FBpp0169749,FlyBase_Annotation_IDs:GI20532-PA,GB_protein:EDW13345,REFSEQ:XP_002003903,FlyMine:FBpp0169749,modMine:FBpp0169749; MD5=35f9b69788d139cd4cbebaecbb74c865; length=798; release=r1.3; species=Dmoj; 
FBpp0165273          -          HPX                  -               0.22    9.0  15.4      0.15    9.5   3.2   2.2   2   0   0   2   2   2   0 type=protein; loc=scaffold_6328:complement(3763318..3764304); ID=FBpp0165273; name=Dmoj\GI16056-PA; parent=FBgn0138805,FBtr0166781; dbxref=FlyBase:FBpp0165273,FlyBase_Annotation_IDs:GI16056-PA,GB_protein:EDW06172,REFSEQ:XP_002011330,FlyMine:FBpp0165273,modMine:FBpp0165273; MD5=60d5d987ec6c3b16f6738c473d23412e; length=328; release=r1.3; species=Dmoj; 
FBpp0173671          -          HPX                  -               0.28    8.6   1.8      0.28    8.6   1.8   1.0   1   0   0   1   1   1   0 type=protein; loc=scaffold_6500:complement(17402665..17402835); ID=FBpp0173671; name=Dmoj\GI24454-PA; parent=FBgn0147176,FBtr0175179; dbxref=FlyBase:FBpp0173671,FlyBase_Annotation_IDs:GI24454-PA,GB_protein:EDW12501,REFSEQ:XP_002003059,FlyMine:FBpp0173671,modMine:FBpp0173671; MD5=5bb6944248f041f8032aee94a247b85a; length=56; release=r1.3; species=Dmoj; 
FBpp0169096          -          HPX                  -               0.29    8.6  11.4      0.31    8.5  11.4   1.0   1   0   0   1   1   1   0 type=protein; loc=scaffold_6500:complement(29054777..29055073,29057916..29058179); ID=FBpp0169096; name=Dmoj\GI19879-PA; parent=FBgn0142616,FBtr0170604; dbxref=FlyBase:FBpp0169096,FlyBase_Annotation_IDs:GI19879-PA,GB_protein:EDW13454,REFSEQ:XP_002004012,FlyMine:FBpp0169096,modMine:FBpp0169096; MD5=c65a5f432e84060cae4448a06910ead8; length=186; release=r1.3; species=Dmoj; 
FBpp0164067          -          HPX                  -               0.34    8.4   5.5      0.32    8.5   5.5   1.0   1   0   0   1   1   1   0 type=protein; loc=scaffold_6473:complement(10444701..10444916); ID=FBpp0164067; name=Dmoj\GI14850-PA; parent=FBgn0137601,FBtr0165575; dbxref=FlyBase:FBpp0164067,FlyBase_Annotation_IDs:GI14850-PA,GB_protein:EDW07481,REFSEQ:XP_002010164,FlyMine:FBpp0164067,modMine:FBpp0164067; MD5=e8e374ca7fbd37d6bed09c5f766ffca0; length=71; release=r1.3; species=Dmoj; 
FBpp0161704          -          HPX                  -               0.36    8.3  24.1      0.36    8.3   5.1   2.1   2   0   0   2   2   2   0 type=protein; loc=scaffold_6680:complement(3236718..3236734,3236799..3236976,3237045..3238043,3238137..3238306,3238369..3238522,3238582..3239046,3239105..3239312,3239373..3239767,3239863..3240353,3240787..3240823); ID=FBpp0161704; name=Dmoj\GI12487-PA; parent=FBgn0135244,FBtr0163212; dbxref=FlyBase:FBpp0161704,FlyBase_Annotation_IDs:GI12487-PA,GB_protein:EDW17723,REFSEQ:XP_002007247,FlyMine:FBpp0161704,modMine:FBpp0161704; MD5=6ff527a5f7c442a3b79ac9578fcc291c; length=1037; release=r1.3; species=Dmoj; 
FBpp0171088          -          HPX                  -               0.45    8.0   9.1       0.5    7.8   9.1   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_4057:complement(235..891); ID=FBpp0171088; name=Dmoj\GI21871-PA; parent=FBgn0144600,FBtr0172596; dbxref=FlyBase:FBpp0171088,FlyBase_Annotation_IDs:GI21871-PA,GB_protein:EDW05347,REFSEQ:XP_002012624,FlyMine:FBpp0171088,modMine:FBpp0171088; MD5=c53d58526c1b6eeddbbafc629f3154e7; length=218; release=r1.3; species=Dmoj; 
FBpp0167193          -          HPX                  -               0.62    7.5  14.9       1.2    6.6  14.9   1.4   1   0   0   1   1   1   0 type=protein; loc=scaffold_6500:join(23057391..23057607,23062450..23062929,23063005..23063230,23063840..23064144,23064211..23064332); ID=FBpp0167193; name=Dmoj\GI17976-PA; parent=FBgn0140716,FBtr0168701; dbxref=FlyBase:FBpp0167193,FlyBase_Annotation_IDs:GI17976-PA,GB_protein:EDW12992,REFSEQ:XP_002003550,FlyMine:FBpp0167193,modMine:FBpp0167193; MD5=54ae786a57d085eae4795591f1cf7f97; length=449; release=r1.3; species=Dmoj; 
FBpp0170157          -          HPX                  -               0.66    7.4   7.8      0.86    7.0   7.8   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_6496:join(18359201..18359345,18359665..18360030,18360126..18360421,18363662..18363961); ID=FBpp0170157; name=Dmoj\GI20940-PA; parent=FBgn0143674,FBtr0171665; dbxref=FlyBase:FBpp0170157,FlyBase_Annotation_IDs:GI20940-PA,GB_protein:EDW10180,REFSEQ:XP_002006245,FlyMine:FBpp0170157,modMine:FBpp0170157; MD5=da98e8bacb0ac60e1c17bcdb656ba7b7; length=368; release=r1.3; species=Dmoj; 
FBpp0168442          -          HPX                  -               0.87    7.0  11.3         1    6.8  11.3   1.1   1   0   0   1   1   1   0 type=protein; loc=scaffold_6496:complement(9346523..9346617,9348567..9348666); ID=FBpp0168442; name=Dmoj\GI19225-PA; parent=FBgn0141964,FBtr0169950; dbxref=FlyBase:FBpp0168442,FlyBase_Annotation_IDs:GI19225-PA,GB_protein:EDW09093,REFSEQ:XP_002005158,FlyMine:FBpp0168442,modMine:FBpp0168442; MD5=80bb2dec6d6dd3c60704315158439c87; length=64; release=r1.3; species=Dmoj; 
FBpp0162532          -          LYS                  -           1.1e-179  588.2  33.3   4.8e-39  132.9   0.6   6.3   6   0   0   6   6   6   5 type=protein; loc=scaffold_6680:join(11302180..11305164,11305959..11306561); ID=FBpp0162532; name=Dmoj\GI13315-PA; parent=FBgn0136072,FBtr0164040; dbxref=FlyBase:FBpp0162532,FlyBase_Annotation_IDs:GI13315-PA,GB_protein:EDW18582,REFSEQ:XP_002008106,FlyMine:FBpp0162532,modMine:FBpp0162532; MD5=909647c977c4fe27aca41dc28ec8a090; length=1195; release=r1.3; species=Dmoj; 
FBpp0169065          -          LYS                  -              9e-54  180.6   4.7     1e-53  180.4   4.7   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:join(1580442..1580589,1580654..1580806,1580867..1581048); ID=FBpp0169065; name=Dmoj\GI19848-PA; parent=FBgn0142585,FBtr0170573; dbxref=FlyBase:FBpp0169065,FlyBase_Annotation_IDs:GI19848-PA,GB_protein:EDW08227,REFSEQ:XP_002004292,FlyMine:FBpp0169065,modMine:FBpp0169065; MD5=6a9f08784ece6bc30512edc034797913; length=160; release=r1.3; species=Dmoj; 
FBpp0169064          -          LYS                  -            4.5e-53  178.3   1.4   5.2e-53  178.1   1.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6496:join(1576876..1577026,1577081..1577169,1577234..1577297,1577393..1577526); ID=FBpp0169064; name=Dmoj\GI19847-PA; parent=FBgn0142584,FBtr0170572; dbxref=FlyBase:FBpp0169064,FlyBase_Annotation_IDs:GI19847-PA,GB_protein:EDW08226,REFSEQ:XP_002004291,FlyMine:FBpp0169064,modMine:FBpp0169064; MD5=6d2b1c6a6e07415c8408f7a295f30986; length=145; release=r1.3; species=Dmoj; 
FBpp0165859          -          LYS                  -            1.4e-50  170.3   1.4   1.5e-50  170.2   1.4   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6654:complement(1205306..1205728); ID=FBpp0165859; name=Dmoj\GI16642-PA; parent=FBgn0139390,FBtr0167367; dbxref=FlyBase:FBpp0165859,FlyBase_Annotation_IDs:GI16642-PA,GB_protein:EDW17190,REFSEQ:XP_002012059,FlyMine:FBpp0165859,modMine:FBpp0165859; MD5=653f83d0962f2c9b8c4a42f6cea77616; length=140; release=r1.3; species=Dmoj; 
FBpp0165854          -          LYS                  -            1.5e-50  170.1   0.8   1.6e-50  170.0   0.8   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6654:complement(1226640..1227062); ID=FBpp0165854; name=Dmoj\GI16637-PA; parent=FBgn0139385,FBtr0167362; dbxref=FlyBase:FBpp0165854,FlyBase_Annotation_IDs:GI16637-PA,GB_protein:EDW17196,REFSEQ:XP_002012065; MD5=09b8d186182a841bc637cc7818b51f1b; length=140; release=r1.3; species=Dmoj; 
FBpp0165855          -          LYS                  -            1.5e-50  170.1   0.8   1.6e-50  170.0   0.8   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6654:complement(1222317..1222739); ID=FBpp0165855; name=Dmoj\GI16638-PA; parent=FBgn0139386,FBtr0167363; dbxref=FlyBase:FBpp0165855,FlyBase_Annotation_IDs:GI16638-PA,GB_protein:EDW17195,REFSEQ:XP_002012064,FlyMine:FBpp0165855,modMine:FBpp0165855; MD5=09b8d186182a841bc637cc7818b51f1b; length=140; release=r1.3; species=Dmoj; 
FBpp0165860          -          LYS                  -            2.9e-49  166.0   0.9   3.1e-49  165.9   0.9   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6654:complement(1199297..1199719); ID=FBpp0165860; name=Dmoj\GI16643-PA; parent=FBgn0139391,FBtr0167368; dbxref=FlyBase:FBpp0165860,FlyBase_Annotation_IDs:GI16643-PA,GB_protein:EDW17188,REFSEQ:XP_002012057; MD5=0ee787dc54533db419539ff51d523d54; length=140; release=r1.3; species=Dmoj; 
FBpp0165978          -          LYS                  -            2.9e-49  166.0   0.9   3.1e-49  165.9   0.9   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6654:1200411..1200833; ID=FBpp0165978; name=Dmoj\GI16761-PA; parent=FBgn0139509,FBtr0167486; dbxref=FlyBase:FBpp0165978,FlyBase_Annotation_IDs:GI16761-PA,GB_protein:EDW17189,REFSEQ:XP_002012058,FlyMine:FBpp0165978,modMine:FBpp0165978; MD5=0ee787dc54533db419539ff51d523d54; length=140; release=r1.3; species=Dmoj; 
FBpp0165979          -          LYS                  -              4e-49  165.5   0.9   4.3e-49  165.4   0.9   1.0   1   0   0   1   1   1   1 type=protein; loc=scaffold_6654:1208832..1209254; ID=FBpp0165979; name=Dmoj\GI16762-PA; parent=FBgn0139510,FBtr0167487; dbxref=FlyBase:FBpp0165979,FlyBase_Annotation_IDs:GI16762-PA,GB_protein:EDW17191,REFSEQ:XP_002012060,FlyMine:FBpp0165979,modMine:FBpp0165979; MD5=55cea5808a349c46ff8dd14b0f0880e5; length=140; release=r1.3; species=Dmoj; 
