id	class	strata	Muscidae	Calyptratae	Schizophora	Cyclorrhapha	Diptera	Endopterygota	Insecta	Arthropoda	Ecdysozoa	Protostomia	Bilateria	Metazoa	Opisthokont
XP_005188880.1	known	Schizophora	1	1	8	0	0	0	0	0	0	0	0	0	0
XP_005179109.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	3
XP_005190502.1	known	Endopterygota	1	1	9	0	2	6	0	0	0	0	0	0	0
XP_005185930.1	known	Endopterygota	1	1	9	0	4	3	0	0	0	0	0	0	0
XP_005181089.1	known	Metazoa	1	1	9	1	4	16	3	5	8	5	10	4	0
XP_005175840.1	known	Opisthokont	1	0	8	1	0	8	2	4	5	0	6	1	1
XP_005179348.1	known	Metazoa	1	1	9	0	5	17	2	5	9	5	11	2	0
XP_005174809.1	known	Diptera	1	0	9	0	4	0	0	0	0	0	0	0	0
XP_005178849.1	known	Opisthokont	1	1	9	0	4	16	3	5	10	5	10	3	4
XP_005188350.1	known	Metazoa	1	1	9	1	5	11	2	4	9	4	11	4	0
XP_005191400.1	known	Metazoa	1	1	9	0	4	14	2	3	6	3	7	1	0
XP_005192041.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005189996.1	known	Endopterygota	1	1	9	0	5	15	0	0	0	0	0	0	0
XP_005185864.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	4	11	4	4
XP_005187667.1	known	Insecta	1	1	9	1	5	2	2	0	0	0	0	0	0
XP_005182776.1	known	Metazoa	1	1	6	0	2	0	0	0	0	0	4	3	0
PASA1_model_68	novel	Opisthokont	1	1	9	0	5	17	2	4	0	3	11	4	4
XP_005175764.1	known	Metazoa	1	1	9	0	5	16	2	1	1	3	10	4	0
XP_005186624.1	known	Arthropoda	1	1	9	0	5	14	0	3	0	0	0	0	0
XP_005183957.1	known	Metazoa	1	1	9	0	1	0	1	1	0	1	3	2	0
XP_005190759.1	known	Opisthokont	1	1	9	0	4	17	2	3	9	3	11	4	3
XP_005190745.1	known	Diptera	1	1	6	0	2	0	0	0	0	0	0	0	0
XP_005180389.1	known	Metazoa	1	1	9	0	5	17	3	4	7	4	10	4	0
XP_005187313.1	known	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005185615.1	known	Opisthokont	1	1	9	0	5	16	3	5	8	5	11	4	1
XP_005182289.1	known	Opisthokont	1	1	9	1	5	15	3	5	9	5	11	3	4
XP_005186861.1	known	Protostomia	1	1	9	1	5	0	0	0	0	1	0	0	0
XP_005180321.1	known	Metazoa	1	1	9	1	5	16	2	1	4	0	9	3	0
XP_005179615.1	known	Metazoa	1	1	8	1	4	16	3	2	0	3	4	1	0
XP_005183331.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	3
XP_005175160.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	2	2
XP_005188533.1	known	Arthropoda	1	1	8	0	4	8	1	1	0	0	0	0	0
XP_005176700.1	known	Endopterygota	1	1	9	0	0	6	0	0	0	0	0	0	0
XP_005189609.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005182412.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005189964.1	known	Diptera	1	1	9	0	2	0	0	0	0	0	0	0	0
XP_005189445.1	known	Arthropoda	1	1	8	0	3	7	0	3	0	0	0	0	0
XP_005178443.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005176916.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	2	11	4	2
XP_005188010.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005183604.1	known	Opisthokont	1	1	9	1	5	16	3	4	9	4	11	4	2
XP_005176329.1	known	Metazoa	1	1	9	1	5	16	3	5	10	4	10	2	0
XP_005188404.1	known	Opisthokont	1	1	9	1	5	16	3	5	1	5	10	4	2
PASA1_model_32	novel	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005191272.1	known	Schizophora	1	1	1	0	0	0	0	0	0	0	0	0	0
XP_005187836.1	known	Opisthokont	1	1	9	0	5	16	2	4	6	4	11	2	3
XP_005184218.1	known	Metazoa	1	1	9	1	5	16	3	4	10	5	11	4	0
XP_005177570.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	1
XP_005177185.1	known	Metazoa	1	1	9	0	5	17	3	5	10	5	11	4	0
XP_005180544.1	known	Diptera	1	1	9	0	5	0	0	0	0	0	0	0	0
XP_005186145.1	known	Metazoa	1	1	9	1	5	13	3	4	5	4	11	4	0
XP_005182296.1	known	Diptera	1	1	8	0	5	0	0	0	0	0	0	0	0
XP_005191891.1	known	Metazoa	1	1	9	0	5	17	3	5	9	5	11	2	0
XP_005187653.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005186013.1	known	Endopterygota	1	1	9	1	5	3	0	0	0	0	0	0	0
XP_005191444.1	known	Bilateria	1	1	8	0	2	9	1	0	1	0	2	0	0
XP_005190705.1	known	Metazoa	1	1	9	1	5	15	3	4	8	4	11	3	0
XP_005180158.1	known	Insecta	1	1	9	1	5	6	2	0	0	0	0	0	0
XP_005178670.1	known	Bilateria	1	1	9	1	5	17	2	4	0	3	10	0	0
XP_005183436.1	known	Ecdysozoa	1	1	9	0	0	0	1	0	1	0	0	0	0
XP_005181418.1	known	Opisthokont	1	0	9	0	5	17	3	4	4	4	11	4	2
XP_005188777.1	known	Metazoa	1	1	9	0	5	10	2	3	6	3	5	3	0
XP_005190302.1	known	Schizophora	1	0	2	0	0	0	0	0	0	0	0	0	0
XP_005187010.1	known	Diptera	1	1	8	0	1	0	0	0	0	0	0	0	0
XP_005190998.1	known	Schizophora	1	1	8	0	0	0	0	0	0	0	0	0	0
XP_005181172.1	known	Diptera	1	1	8	0	3	0	0	0	0	0	0	0	0
XP_005178879.1	known	Opisthokont	1	1	9	0	5	14	3	3	10	3	11	3	4
XP_005182814.1	known	Metazoa	1	1	5	0	0	13	2	0	4	0	3	1	0
XP_005180166.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	1
XP_005182009.1	known	Diptera	1	1	9	0	1	0	0	0	0	0	0	0	0
XP_005184698.1	known	Arthropoda	1	0	7	0	2	8	2	1	0	0	0	0	0
XP_005188008.1	known	Metazoa	1	1	9	1	4	16	3	4	0	2	10	3	0
XP_005188851.1	known	Bilateria	1	1	9	1	5	15	2	2	0	1	9	0	0
XP_005188898.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005179434.1	known	Protostomia	1	1	9	0	1	11	1	0	0	1	0	0	0
XP_005192269.1	known	Schizophora	1	1	7	0	0	0	0	0	0	0	0	0	0
XP_005175778.1	known	Metazoa	1	1	9	1	5	17	3	5	0	5	11	2	0
XP_005189497.1	known	Metazoa	1	1	9	1	5	17	3	5	0	4	10	3	0
XP_005181487.1	known	Schizophora	1	1	9	0	0	0	0	0	0	0	0	0	0
XP_005183418.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005182912.1	known	Metazoa	1	1	9	0	5	17	3	5	9	5	11	4	0
XP_005187042.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005185578.1	known	Cyclorrhapha	1	0	9	1	0	0	0	0	0	0	0	0	0
XP_005187344.1	known	Arthropoda	1	1	9	0	5	16	3	4	0	0	0	0	0
XP_005188132.1	known	Opisthokont	1	1	9	1	5	17	3	4	7	3	10	4	2
XP_005189866.1	known	Diptera	1	0	3	1	1	0	0	0	0	0	0	0	0
XP_005185392.1	known	Opisthokont	1	1	9	0	5	16	3	5	10	5	11	4	2
XP_005186808.1	known	Opisthokont	1	1	9	0	5	17	3	4	9	5	11	3	3
XP_005191549.1	known	Opisthokont	1	1	9	1	5	16	3	5	7	4	11	4	2
XP_005180093.1	known	Protostomia	1	1	9	1	4	9	1	3	5	1	0	0	0
XP_005177750.1	known	Opisthokont	1	1	9	1	5	17	3	5	6	4	10	4	4
XP_005177638.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005174826.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	4
XP_005182592.1	known	Bilateria	1	1	9	0	5	6	3	1	0	1	1	0	0
XP_005189758.1	known	Arthropoda	1	1	9	1	5	16	2	1	0	0	0	0	0
XP_005182458.1	known	Opisthokont	1	0	9	1	4	15	2	5	1	5	11	4	1
XP_005183248.1	known	Bilateria	1	1	9	1	5	17	2	4	0	3	10	0	0
XP_005178782.1	known	Diptera	1	0	9	0	1	0	0	0	0	0	0	0	0
XP_005184740.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	2
XP_005182950.1	known	Opisthokont	1	1	9	1	5	17	3	5	6	4	11	4	2
XP_005186063.1	known	Arthropoda	1	0	9	0	0	0	0	1	0	0	0	0	0
XP_005180343.1	known	Opisthokont	1	1	9	1	5	16	3	4	8	5	10	3	4
XP_005189628.1	known	Schizophora	1	1	3	0	0	0	0	0	0	0	0	0	0
XP_005184926.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	2
XP_005192046.1	known	Opisthokont	1	1	9	0	5	17	3	4	8	5	10	4	4
XP_005177671.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005178059.1	known	Opisthokont	1	1	9	0	4	12	3	0	2	3	7	1	1
XP_005189390.1	known	Insecta	1	1	9	1	5	15	3	0	0	0	0	0	0
XP_005190142.1	known	Opisthokont	1	1	3	0	4	16	3	4	9	2	10	3	4
XP_005186515.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005188018.1	known	Opisthokont	1	1	9	1	5	17	3	4	10	5	11	3	3
XP_005187733.1	known	Metazoa	1	1	9	0	4	12	2	2	0	2	0	1	0
PASA1_model_11	novel	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005188610.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005180757.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005191487.1	known	Insecta	1	1	9	1	5	17	3	0	0	0	0	0	0
XP_005187356.1	known	Opisthokont	1	1	6	0	5	15	3	3	10	5	10	2	3
XP_005188408.1	known	Opisthokont	1	1	9	1	5	17	3	4	8	4	9	4	4
XP_005182898.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	4
XP_005175116.1	known	Opisthokont	1	1	9	1	5	16	2	3	10	3	9	3	3
XP_005190702.1	known	Opisthokont	1	1	9	1	5	17	3	4	10	5	11	3	4
XP_005176208.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	4	11	4	1
XP_005189562.1	known	Metazoa	1	1	9	1	5	17	3	5	10	4	11	3	0
XP_005184777.1	known	Diptera	1	1	9	1	5	0	0	0	0	0	0	0	0
XP_005189795.1	known	Metazoa	1	1	9	0	5	16	2	1	9	2	7	2	0
XP_005189043.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005189663.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005187937.1	known	Diptera	1	1	9	0	2	0	0	0	0	0	0	0	0
XP_005190144.1	known	Opisthokont	1	1	8	0	5	17	3	5	10	5	10	4	4
XP_005178436.1	known	Diptera	1	1	9	0	2	0	0	0	0	0	0	0	0
XP_005181321.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005188676.1	known	Metazoa	1	1	9	0	5	17	3	3	6	4	11	3	0
XP_005191824.1	known	Endopterygota	1	1	9	1	5	11	0	0	0	0	0	0	0
XP_005183452.1	known	Metazoa	1	1	9	1	4	17	2	4	3	2	0	1	0
XP_005178988.1	known	Metazoa	1	1	9	0	5	16	3	5	10	5	11	2	0
XP_005175040.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	4	11	4	3
XP_005174886.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	2
XP_005177746.1	known	Opisthokont	1	1	9	1	5	17	3	3	5	5	11	4	4
XP_005176170.1	known	Bilateria	1	1	9	1	5	16	3	3	0	1	4	0	0
XP_005178459.1	known	Endopterygota	1	1	9	0	2	4	0	0	0	0	0	0	0
XP_005190526.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	3
XP_005190333.1	known	Opisthokont	1	0	5	0	3	8	2	4	5	1	4	3	3
XP_005186747.1	known	Opisthokont	1	1	9	0	4	11	0	3	9	4	10	4	3
XP_005179610.1	known	Opisthokont	1	1	9	0	5	17	2	5	10	5	11	4	4
XP_005187469.1	known	Opisthokont	1	0	9	0	5	14	3	3	4	5	8	2	3
XP_005180154.1	known	Metazoa	1	1	9	1	5	17	3	5	1	4	11	3	0
XP_005183404.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	2	0
XP_005186769.1	known	Protostomia	1	1	8	1	5	14	3	4	7	3	0	0	0
XP_005180797.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005178349.1	known	Schizophora	1	0	6	0	0	0	0	0	0	0	0	0	0
XP_005177929.1	known	Opisthokont	1	1	9	1	5	17	3	4	10	5	11	4	2
XP_005190667.1	known	Opisthokont	1	1	9	1	5	16	3	2	6	4	11	3	2
XP_005178231.1	known	Metazoa	1	1	8	0	5	17	3	3	9	3	11	4	0
XP_005180092.1	known	Metazoa	1	1	9	1	4	15	3	3	0	3	10	1	0
XP_005179514.1	known	Opisthokont	1	1	9	1	5	17	2	4	0	4	11	4	4
XP_005191651.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	4	11	4	3
XP_005190449.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005181286.1	known	Bilateria	1	0	1	0	3	2	0	0	0	0	1	0	0
XP_005180667.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	2	3
XP_005176895.1	known	Insecta	1	1	9	0	5	16	3	0	0	0	0	0	0
XP_005179079.1	known	Opisthokont	1	1	9	1	5	15	3	4	10	5	11	4	4
XP_005186317.1	known	Metazoa	1	1	9	1	5	17	3	5	9	5	11	3	0
XP_005177727.1	known	Opisthokont	1	1	9	1	5	17	3	4	10	5	11	4	4
XP_005183165.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005187223.1	known	Metazoa	1	1	9	1	5	17	3	5	9	3	1	2	0
XP_005192216.1	known	Opisthokont	1	1	9	1	5	17	3	5	7	4	11	2	2
XP_005177614.1	known	Opisthokont	1	1	9	1	5	17	3	4	9	5	11	4	3
XP_005178721.1	known	Diptera	1	1	8	0	4	0	0	0	0	0	0	0	0
XP_005182361.1	known	Insecta	1	1	9	1	0	1	1	0	0	0	0	0	0
XP_005182713.1	known	Schizophora	1	1	1	0	0	0	0	0	0	0	0	0	0
XP_005177231.1	known	Metazoa	1	1	9	1	5	17	3	2	2	1	10	3	0
XP_005175381.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005185063.1	known	Opisthokont	1	1	9	0	5	17	3	4	5	4	11	3	4
XP_005187253.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005190528.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	4
XP_005179875.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005176419.1	known	Opisthokont	1	1	9	1	5	17	2	5	9	5	11	4	4
XP_005186953.1	known	Opisthokont	1	1	9	0	5	16	3	5	10	5	11	4	4
XP_005181181.1	known	Bilateria	1	1	9	1	5	16	3	3	6	3	11	0	0
XP_005184146.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005174961.1	known	Metazoa	1	1	9	0	4	16	2	2	0	1	7	1	0
XP_005191006.1	known	Opisthokont	1	1	9	0	5	17	3	4	10	4	11	4	2
XP_005190923.1	known	Opisthokont	1	1	9	0	2	15	1	1	3	2	3	1	1
XP_005177613.1	known	Metazoa	1	1	9	1	5	17	3	2	5	5	11	3	0
XP_005190264.1	known	Opisthokont	1	1	9	1	4	10	2	2	6	2	9	2	2
XP_005191513.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	4	2
XP_005191244.1	known	Metazoa	1	1	9	0	2	6	1	2	9	3	10	1	0
XP_005183100.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	3
XP_005174942.1	known	Arthropoda	1	1	9	1	5	17	3	5	0	0	0	0	0
XP_005187080.1	known	Opisthokont	1	0	9	1	5	12	2	4	0	0	8	2	2
XP_005175784.1	known	Opisthokont	1	1	9	0	5	16	3	4	10	4	10	1	2
XP_005191611.1	known	Endopterygota	1	1	9	0	1	1	0	0	0	0	0	0	0
XP_005177133.1	known	Opisthokont	1	1	9	0	5	17	3	4	10	3	10	2	4
XP_005183206.1	known	Endopterygota	1	1	8	0	0	7	0	0	0	0	0	0	0
XP_005183978.1	known	Metazoa	1	1	9	1	5	16	3	5	10	5	10	4	0
XP_005187659.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005182962.1	known	Insecta	1	1	7	0	4	15	2	0	0	0	0	0	0
XP_005178377.1	known	Endopterygota	1	0	9	0	3	6	0	0	0	0	0	0	0
XP_005181587.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005183817.1	known	Cyclorrhapha	1	0	3	1	0	0	0	0	0	0	0	0	0
XP_005180915.1	known	Opisthokont	1	1	9	0	4	16	3	5	8	5	11	4	3
XP_005184023.1	known	Schizophora	1	1	6	0	0	0	0	0	0	0	0	0	0
XP_005189489.1	known	Opisthokont	1	1	9	0	5	17	3	4	5	5	11	4	4
XP_005183310.1	known	Opisthokont	1	1	9	1	5	17	3	3	10	5	11	3	4
XP_005180556.1	known	Diptera	1	1	9	0	5	0	0	0	0	0	0	0	0
XP_005189257.1	known	Arthropoda	1	1	7	0	3	9	3	1	0	0	0	0	0
XP_005182476.1	known	Diptera	1	1	8	0	3	0	0	0	0	0	0	0	0
XP_005187346.1	known	Opisthokont	1	1	9	0	3	1	1	0	3	0	3	0	3
XP_005191747.1	known	Endopterygota	1	1	9	0	3	2	0	0	0	0	0	0	0
XP_005191293.1	known	Endopterygota	1	1	8	0	1	4	0	0	0	0	0	0	0
XP_005184775.1	known	Diptera	1	1	9	1	5	0	0	0	0	0	0	0	0
XP_005175535.1	known	Arthropoda	1	1	9	1	5	17	3	4	0	0	0	0	0
XP_005175873.1	known	Metazoa	1	1	8	1	5	17	3	5	10	5	11	3	0
XP_005189301.1	known	Arthropoda	1	1	7	0	0	9	2	1	0	0	0	0	0
XP_005178346.1	known	Opisthokont	1	1	9	0	5	15	2	3	7	1	9	1	1
XP_005188591.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005179424.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	5	11	3	4
XP_005183766.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	10	4	4
XP_005189214.1	known	Metazoa	1	1	9	0	5	17	2	5	9	4	11	3	0
XP_005187383.1	known	Diptera	1	1	9	0	5	0	0	0	0	0	0	0	0
XP_005177984.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005189196.1	known	Opisthokont	1	1	9	1	5	17	3	5	9	5	11	2	1
XP_005175938.1	known	Endopterygota	1	1	8	0	5	1	0	0	0	0	0	0	0
XP_005188887.1	known	Arthropoda	1	1	9	0	4	16	2	1	0	0	0	0	0
XP_005186101.1	known	Metazoa	1	1	7	0	5	17	3	5	8	5	10	3	0
XP_005178407.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005181425.1	known	Schizophora	1	1	8	0	0	0	0	0	0	0	0	0	0
XP_005176941.1	known	Arthropoda	1	1	6	0	3	15	2	1	0	0	0	0	0
XP_005191303.1	known	Metazoa	1	1	9	0	5	17	3	4	4	3	6	1	0
XP_005191851.1	known	Metazoa	1	1	9	0	5	17	3	5	4	5	11	4	0
XP_005181478.1	known	Metazoa	1	1	9	0	4	9	1	2	0	1	1	1	0
XP_005184844.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	10	4	2
XP_005177662.1	known	Metazoa	1	1	9	0	5	15	3	5	9	5	11	4	0
XP_005186945.1	known	Metazoa	1	1	9	0	5	17	3	5	10	5	10	2	0
XP_005184725.1	known	Bilateria	1	0	1	0	0	0	0	0	0	0	1	0	0
XP_005189042.1	known	Opisthokont	1	1	9	0	5	17	3	4	0	3	2	3	3
XP_005179627.1	known	Metazoa	1	1	9	0	5	16	3	3	0	2	10	2	0
XP_005187358.1	known	Insecta	1	1	9	1	2	9	1	0	0	0	0	0	0
XP_005184628.1	known	Schizophora	1	1	5	0	0	0	0	0	0	0	0	0	0
XP_005180616.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005176695.1	known	Metazoa	1	1	9	1	3	12	1	2	7	0	9	3	0
XP_005179820.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005181965.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005186460.1	known	Bilateria	1	1	6	0	4	13	1	0	0	0	1	0	0
XP_005184828.1	known	Opisthokont	1	1	9	1	5	17	3	4	8	5	11	4	4
XP_005178412.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	4	11	4	4
XP_005182973.1	known	Metazoa	1	1	9	0	5	16	2	4	3	4	11	4	0
XP_005189104.1	known	Bilateria	1	1	9	0	5	17	0	2	0	1	1	0	0
XP_005177127.1	known	Arthropoda	1	1	9	1	5	16	3	5	0	0	0	0	0
XP_005179107.1	known	Metazoa	1	1	5	0	3	1	0	1	0	2	0	1	0
XP_005177735.1	known	Opisthokont	1	1	9	0	5	16	3	5	9	4	10	4	4
XP_005180002.1	known	Metazoa	1	0	9	0	5	16	3	5	8	5	11	2	0
XP_005185039.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	4
XP_005187294.1	known	Metazoa	1	1	9	1	5	16	3	5	0	2	1	1	0
XP_005192268.1	known	Schizophora	1	0	1	0	0	0	0	0	0	0	0	0	0
XP_005191830.1	known	Bilateria	1	1	8	0	5	10	3	3	3	2	8	0	0
XP_005190163.1	known	Metazoa	1	1	8	0	4	12	3	5	10	5	11	3	0
XP_005190669.1	known	Endopterygota	1	0	1	0	0	2	0	0	0	0	0	0	0
XP_005177802.1	known	Metazoa	1	1	9	0	5	13	1	1	0	0	0	1	0
XP_005188653.1	known	Metazoa	1	1	8	0	5	17	2	3	0	4	11	2	0
XP_005185704.1	known	Metazoa	1	0	4	1	5	10	1	4	4	3	10	3	0
XP_005182778.1	known	Opisthokont	1	1	9	1	5	15	3	5	0	3	10	4	4
XP_005178646.1	known	Bilateria	1	1	9	0	4	14	0	3	1	2	9	0	0
XP_005189355.1	known	Opisthokont	1	1	9	0	5	17	3	5	7	4	11	3	4
XP_005176837.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005188929.1	known	Opisthokont	1	1	9	0	5	17	2	5	10	5	11	3	2
XP_005190668.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	5	11	4	4
XP_005177300.1	known	Arthropoda	1	1	1	0	4	9	0	1	0	0	0	0	0
XP_005187350.1	known	Diptera	1	0	8	1	1	0	0	0	0	0	0	0	0
XP_005176958.1	known	Insecta	1	1	5	0	0	2	2	0	0	0	0	0	0
XP_005178367.1	known	Opisthokont	1	1	9	0	5	16	3	5	10	5	11	4	4
XP_005187833.1	known	Opisthokont	1	1	9	0	5	17	3	5	10	4	11	4	4
XP_005177284.1	known	Metazoa	1	1	9	0	5	15	3	4	0	2	10	3	0
XP_005181843.1	known	Opisthokont	1	1	9	1	4	17	3	5	9	5	11	4	1
XP_005179302.1	known	Arthropoda	1	1	9	0	1	12	1	3	0	0	0	0	0
XP_005174924.1	known	Opisthokont	1	1	9	1	5	17	3	5	1	5	9	3	2
XP_005186817.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	3
XP_005182378.1	known	Arthropoda	1	1	9	0	3	11	3	1	0	0	0	0	0
XP_005185318.1	known	Metazoa	1	1	9	0	5	17	3	5	10	5	11	2	0
XP_005181440.1	known	Arthropoda	1	1	9	0	3	13	3	2	0	0	0	0	0
XP_005184026.1	known	Ecdysozoa	1	0	5	0	0	2	1	0	1	0	0	0	0
XP_005175507.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	3
XP_005183522.1	known	Metazoa	1	1	9	0	5	12	3	4	0	2	1	3	0
XP_005185827.1	known	Bilateria	1	1	9	1	5	17	2	5	0	1	9	0	0
XP_005186563.1	known	Insecta	1	1	8	0	5	12	2	0	0	0	0	0	0
XP_005183589.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005186969.1	known	Opisthokont	1	1	9	0	4	16	3	5	10	5	9	4	3
XP_005187008.1	known	Diptera	1	1	8	0	1	0	0	0	0	0	0	0	0
XP_005191615.1	known	Metazoa	1	1	9	1	5	16	3	5	9	5	11	4	0
XP_005182559.1	known	Insecta	1	1	9	0	1	11	1	0	0	0	0	0	0
XP_005177567.1	known	Metazoa	1	1	9	1	5	17	3	5	10	5	11	4	0
XP_005184911.1	known	Opisthokont	1	1	9	1	5	17	3	5	8	5	11	4	1
XP_005176632.1	known	Opisthokont	1	1	9	0	5	17	3	5	9	4	11	4	4
XP_005188897.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005190818.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005176491.1	known	Opisthokont	1	0	8	1	5	15	3	5	10	4	11	4	1
XP_005186625.1	known	Metazoa	1	1	9	0	5	15	1	1	0	5	9	1	0
XP_005174825.1	known	Opisthokont	1	1	9	1	5	16	3	5	10	5	11	4	4
XP_005182399.1	known	Metazoa	1	1	9	0	4	16	2	5	8	1	11	2	0
XP_005175374.1	known	Opisthokont	1	1	9	1	4	17	3	5	7	5	10	2	4
XP_005180234.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005191850.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005182507.1	known	Insecta	1	1	9	1	1	9	1	0	0	0	0	0	0
XP_005185174.1	known	Opisthokont	1	1	9	1	5	17	3	2	2	5	10	2	3
XP_005190401.1	known	Opisthokont	1	1	9	1	4	17	3	3	6	4	4	4	3
XP_005182782.1	known	Opisthokont	1	1	9	1	5	15	3	4	5	2	11	2	3
XP_005180378.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	1
XP_005175505.1	known	Opisthokont	1	1	9	0	5	17	3	4	9	5	11	3	4
XP_005184982.1	known	Arthropoda	1	1	7	1	5	10	1	1	0	0	0	0	0
XP_005179657.1	known	Diptera	1	0	9	0	3	0	0	0	0	0	0	0	0
XP_005182003.1	known	Cyclorrhapha	1	1	4	1	0	0	0	0	0	0	0	0	0
XP_005179742.1	known	Opisthokont	1	1	9	1	5	17	3	5	10	5	11	4	4
XP_005175096.1	known	Muscidae	1	0	0	0	0	0	0	0	0	0	0	0	0
XP_005177359.1	known	Opisthokont	1	1	9	0	5	16	3	5	8	5	11	4	3
XP_005180638.1	known	Opisthokont	1	1	9	1	5	17	3	4	7	4	11	3	4
XP_005185028.1	known	Diptera	1	1	7	0	1	0	0	0	0	0	0	0	0
XP_005182259.1	known	Metazoa	1	1	8	0	5	13	3	4	9	1	11	1	0
XP_005187331.1	known	Diptera	1	1	9	0	2	0	0	0	0	0	0	0	0
XP_005191620.1	known	Ecdysozoa	1	1	9	1	5	17	3	5	6	0	0	0	0
